Unnamed: 0,Acc. Surface Area [m^2/g],Void Fraction,PLD,LCD,Density,Channel Volume
-0.00033041961616147144,-0.04402855089348213,0.11589737438243213,0.007887204489412028,0.00046969368294985994,-0.00010990574977494394,-0.01120937412768525
-0.00032563534661970316,-0.04402855106083685,0.11589737166515068,0.007887208732473318,0.0004696978574554269,-0.00010990151016297689,-0.011209369995865276
-0.00033042315447886535,0.06714009534923,0.11589736578867153,0.007887208599365664,0.0004696995417203339,-0.00010990159153043133,-0.011209369592384572
-0.0003304202200120906,-0.04402855223150384,-0.10092357400000616,0.007887210027224194,0.00046969091032492377,-0.00010990170843871994,-0.011209370985226171
-0.00033041961542231823,-0.04402855090481569,0.11589737429176368,0.007672627880201085,0.00046969368067082903,-0.00010990575895268584,-0.011209374126946102
-0.0003304196971132367,-0.04402854837513848,0.1158973701924507,0.007887204405657721,0.0016947196756653855,-0.00010990555424038317,-0.011209374017845275
-0.0003304216835805304,-0.04402855542750476,0.11589737204197602,0.007887202607287345,0.0004696932770361216,-0.0001414507608854254,-0.01120937854604712
-0.0003304196156994704,-0.0440285520263449,0.11589736908599696,0.007887204501731112,0.0004696936793157084,-0.00010990575146883896,-0.010179488851088771
-0.0003256304231447674,0.0671401029301926,-0.10092356397231986,0.007672629254040438,0.001694721271109606,-0.00014144833407259833,-0.010179482248415198
-0.00015786328099207103,0.14911900186929994,-0.08590745412262273,0.0018365504121113359,0.0023327324401603644,0.0008994420480646157,0.021806470152971845
0.00016596570396040788,0.14911900659928837,-0.0859074552421809,0.0018365503748923326,0.0023327321642899416,0.000899441798172034,0.021806470155635825
-0.00015785353829239623,-0.07725060114985947,-0.08590744610739709,0.0018365507663464825,0.0023327375678548756,0.0008994494717279912,0.02180646784258969
-0.00015786332004352754,0.14911900224395405,-0.028347964089430827,0.001836550489690766,0.00233273210737576,0.0008994418678056421,0.02180647042349889
-0.0001578623153300901,0.14911900729409996,-0.08590745069326758,0.006056626265540257,0.002332736652085174,0.0008994462218311161,0.02180647435109928
-0.0001578634713064464,0.14911899960420583,-0.08590745374293328,0.0018365501150828438,-0.0006922007030061879,0.0008994418504203527,0.021806470144179132
-0.0001578633691350778,0.14911900573604414,-0.08590745444047043,0.0018365502672697716,0.002332732319571882,0.0008679080480111157,0.021806470100615732
-0.00015785919764764456,0.14911900198978054,-0.08590744974026344,0.0018365547259149902,0.0023327369085376845,0.0008994461997491685,0.05610296123668179
0.0001659686950949285,-0.0772506038347879,-0.028347956160885333,0.006056621353167862,-0.0006921909335586613,0.0008679121040687404,0.056102960545535104
0.0003284644348442445,-0.09397587350804643,-0.043196964589663274,0.007721477020230088,0.0013837093254551252,0.0003947715224327489,-0.01382508835134405
0.0010200998560456322,-0.09397587253425381,-0.043196963939677736,0.007721477328946269,0.0013837094433795456,0.0003947714685367254,-0.013825088372255693
0.00032846392039946604,-0.019975751614220872,-0.04319696608598513,0.007721476966595893,0.0013837093400532311,0.00039477151859845414,-0.013825088028568707
0.00032846483191920073,-0.09397587621473334,0.19371886322599388,0.007721474744710903,0.0013837119081198323,0.00039477122597406485,-0.013825087070590728
0.00032846333259445304,-0.09397587470375186,-0.04319696600052149,-0.0111502181731839,0.001383708089327653,0.00039477046082046557,-0.013825089405195333
0.0003284633807004722,-0.09397587435167254,-0.04319696448288765,0.007721475804721678,-0.010041222052535288,0.00039477053555108277,-0.013825089334129596
0.0003284622945578519,-0.0939758734142366,-0.0431969652284077,0.007721475175724776,0.0013837071554181064,-0.0006461253440070651,-0.013825090499175933
0.0003284644315797447,-0.09397587085973641,-0.04319696252892728,0.007721476982579868,0.001383709298799688,0.0003947715219707807,-0.011351395926050832
0.0010200972271228737,-0.019975753201596093,0.19371885367674996,-0.011150212221789359,-0.010041216000601627,-0.0006461231431260661,-0.011351398480135172
-0.0003157704968034525,0.029626062610707847,-0.10327820452231581,-0.030771052443496087,-0.005997800107591981,-0.0006145817519469846,-0.006473759889784234
