Feature,S1,S1_CI_lower,S1_CI_upper,ST,ST_CI_lower,ST_CI_upper,S2_sum
Unnamed: 0,-0.0008666284944779705,-0.028255876043869442,0.02925939331576383,1.0009055498815784,0.9706570243551919,1.0279443922851628,0.022475249710458823
Acc. Surface Area [m^2/g],0.4017780647121534,0.36068896069080764,0.45675928183216413,0.5954302565218884,0.5537850353953566,0.6526947284779352,0.022475050691693442
Void Fraction,0.6453113502388106,0.5887421113019193,0.7208239865267319,0.35091071070893315,0.2934798311561755,0.422666271289449,0.022475111264888308
PLD,0.06155822362111441,0.03341523820285527,0.08905058325817317,0.9379210620987357,0.9084763030115784,0.9669993491908098,0.02247514893429256
LCD,-0.0040623140599612305,-0.031150679143541162,0.026564314347928844,1.0040799400491958,0.9742016192217825,1.0316526670323052,0.022475094195441296
Density,-0.0024847975101886933,-0.02955752192549699,0.027835094042456262,1.0024895171378345,0.9723129674269051,1.0297775105800497,0.022475113910973725
Channel Volume,-0.10979582398255788,-0.14395064606256577,-0.07557492912441269,1.1100948341254329,1.077053358889215,1.1423167092582796,0.02247511458211315
