,Acc. Surface Area [m^2/g],Void Fraction,PLD,LCD,Density,Channel Volume,H_ads [kJ/mol]
0,3247.67,0.759906,8.63647,14.99836,0.596568,2133.2,-2651.17822265625
1,1216.27,0.455216,6.42473,8.69704,1.24311,279.924,-3003.49267578125
2,1159.51,0.412831,8.60619,8.80218,1.08576,536.493,-2777.9990234375
3,460.682,0.267865,5.37127,5.95497,1.59015,48.7912,-3137.602294921875
4,4487.68,0.782606,7.68602,9.42926,0.564412,1553.01,-2837.54638671875
5,3276.43,0.765398,5.14858,9.98441,0.745628,1478.44,-3032.671142578125
6,639.479,0.286471,4.54244,6.04581,1.37677,91.8256,-3113.292236328125
7,1857.27,0.525051,4.55803,5.74176,1.09555,85.6296,-3190.69287109375
8,200.021,0.17239,3.77791,4.10979,2.14595,14.3505,-3426.43359375
9,1221.66,0.549134,4.31069,5.52593,1.25252,150.082,-3719.102294921875
10,2081.71,0.518445,5.46555,6.11996,0.806879,296.984,-3159.367431640625
11,4954.62,0.820375,9.13864,10.25326,0.462919,2553.73,-2656.5947265625
12,1454.89,0.536841,5.67776,6.69227,1.33247,125.254,-2991.369873046875
13,652.986,0.275323,3.66087,5.00042,1.29956,45.7894,-3656.281982421875
14,5253.6,0.835703,10.18807,15.28634,0.379341,3118.63,-2510.3212890625
15,1939.96,0.564731,7.46344,9.29123,0.798505,696.326,-3181.306396484375
16,3438.09,0.784474,8.5345,16.23244,0.615628,4842.76,-2667.974609375
17,2620.24,0.676122,8.9453,9.17433,0.773465,527.879,-3053.923828125
18,4727.15,0.787416,8.70608,13.69434,0.426753,2703.36,-2505.150390625
19,1059.27,0.3293,7.2375,7.6109,1.06551,84.3891,-3164.3984375
20,2563.12,0.662775,5.30255,7.16967,0.7894,685.522,-3435.346923828125
21,842.275,0.339579,6.41644,7.32309,1.39079,121.873,-3140.079345703125
22,662.048,0.249821,5.67629,7.40167,1.22102,270.296,-3319.705078125
23,1666.66,0.498092,7.17405,7.57502,0.899225,204.328,-3058.364501953125
24,2274.43,0.610465,6.1789,7.51783,0.856536,921.621,-3266.581787109375
25,224.679,0.138683,3.97018,4.65096,1.48585,16.686,-3284.538330078125
26,1353.19,0.48123,9.10484,9.55225,0.94268,167.544,-3249.955810546875
27,296.954,0.196004,3.69344,4.40645,2.14875,9.20605,-3499.30615234375
28,719.319,0.292887,3.81609,5.23818,1.32525,47.0815,-3887.320556640625
29,3399.61,0.65701,6.55386,8.12338,0.657562,701.935,-2870.68115234375
30,4332.57,0.830944,8.96189,11.88119,0.480964,1931.43,-2661.578857421875
31,4574.15,0.847695,10.95663,15.44361,0.353837,5227.52,-2230.260498046875
32,1146.4,0.627848,3.38199,9.2995,0.910036,454.259,-3614.532958984375
33,2395.41,0.65804,8.09366,9.51153,0.730207,1423.46,-3157.359375
34,2758.88,0.761193,13.51556,13.78673,0.584356,765.947,-2814.91015625
35,832.912,0.422194,6.27344,7.08636,1.4046,103.381,-3322.960693359375
36,2350.41,0.568904,4.81318,9.8787,0.861126,1640.44,-3221.434814453125
37,563.082,0.270221,3.96623,5.43833,1.74541,82.3953,-3187.15234375
38,3950.84,0.780574,7.19935,14.50041,0.534302,2869.22,-2622.615234375
39,3279.35,0.760824,12.21529,12.40146,0.563971,698.028,-2937.282958984375
40,1261.62,0.486148,5.9997,6.8747,1.10164,107.852,-3712.315673828125
41,1065.03,0.522049,4.29624,5.02664,1.22735,30.4158,-4071.940185546875
42,846.674,0.474204,3.4159,6.71853,1.33856,53.3373,-3757.120361328125
43,1103.76,0.492853,3.72103,7.3058,1.27848,174.427,-2968.81591796875
44,468.113,0.253205,4.48133,5.01974,1.61666,28.1149,-3261.044921875
45,5097.98,0.824427,9.83236,13.21542,0.359306,3515.45,-2297.18359375
46,4422.03,0.76575,8.6907,13.89179,0.468591,2631.43,-2569.59326171875
47,2925.03,0.713108,7.50441,11.90696,0.768092,1442.54,-2794.21142578125
48,2181.63,0.618318,4.97692,7.78903,0.998405,796.414,-3203.0322265625
49,2710.2,0.671814,8.6958,10.22544,0.853031,1679.98,-2542.160888671875
50,1011.52,0.518451,5.29594,6.41193,1.53417,374.727,-3543.641845703125
51,361.852,0.198524,3.34085,4.38027,1.21763,13.9873,-3543.157958984375
52,771.848,0.337053,4.16009,4.98124,1.40222,60.7624,-3237.8681640625
53,701.256,0.325441,4.1971,6.00996,1.51886,76.6259,-3447.135498046875
54,731.172,0.369008,5.18935,6.70833,1.34719,238.202,-2850.74365234375
55,5201.5,0.732434,7.28004,9.90876,0.478056,2063.23,-2533.106689453125
56,955.021,0.325109,3.69596,4.96763,1.03944,88.4628,-3141.036376953125
57,2118.57,0.708652,23.06154,23.37898,0.532871,1430.27,-2091.10400390625
58,4059.59,0.723615,5.93588,7.7495,0.615626,934.151,-3397.277099609375
59,848.959,0.384324,3.97812,5.63611,1.15884,36.6339,-3215.973388671875
60,4241.76,0.835701,9.05534,16.19555,0.4334,3468.51,-2309.888916015625
61,4964.09,0.867727,11.48138,18.87171,0.353115,6692.83,-2252.298828125
62,2782.81,0.632409,4.85371,6.80037,0.810333,596.188,-3294.117431640625
63,523.936,0.282599,3.33456,4.70048,1.38344,39.5347,-2880.95458984375
64,4202.81,0.728724,7.77732,9.16905,0.568074,552.528,-2709.81982421875
65,3059.91,0.718266,7.74543,8.99236,0.742029,975.395,-3140.777587890625
66,3261.66,0.691719,6.24907,6.95657,0.776881,440.526,-3477.447021484375
67,5415.11,0.856949,12.40361,16.16395,0.306213,5165.44,-2087.634521484375
68,1421.76,0.556828,5.23546,7.06434,1.01132,169.404,-3620.20654296875
69,1106.95,0.548329,5.16415,8.39743,1.69629,1173.59,-2831.842041015625
70,623.405,0.298711,6.03566,6.40707,1.26464,109.937,-3640.033935546875
71,5153.55,0.860766,10.62307,14.33658,0.339994,2344.34,-2338.7275390625
72,518.121,0.264625,3.99641,4.68884,1.28491,20.0045,-3589.73046875
73,2336.45,0.53932,4.47069,5.98075,0.904617,206.774,-3070.9248046875
74,279.071,0.28578,3.38677,4.03941,1.4788,4.87885,-3821.748779296875
75,2180.49,0.681437,10.44088,11.84137,0.777818,478.619,-3009.029296875
76,540.719,0.277301,3.92289,4.75672,1.28498,17.6865,-3696.685791015625
77,517.752,0.298623,3.6625,4.06681,1.46423,14.578,-3445.529052734375
78,5908.23,0.82718,9.04749,13.79209,0.373492,1941.31,-2483.617919921875
79,879.412,0.473132,9.38996,9.67881,1.3361,399.713,-3107.551025390625
80,1805.61,0.65481,7.12762,7.85627,0.932587,216.832,-3523.5908203125
81,2906.33,0.774967,14.317,14.60431,0.558988,838.778,-2806.621826171875
82,2808.39,0.674207,5.88637,8.02115,0.903407,637.968,-2897.611328125
83,1491.52,0.496385,4.29882,6.1464,1.1959,234.83,-3363.35791015625
84,2720.43,0.742715,6.59478,15.01757,0.726002,3620.72,-2755.8876953125
85,5191.91,0.85628,14.23238,17.69651,0.325148,5341.89,-2309.59130859375
86,2222.01,0.631424,4.33966,8.77129,0.917965,505.078,-3679.174072265625
87,4694.7,0.881507,10.86081,13.88082,0.380968,4953.8,-2346.095458984375
88,3883.57,0.708229,11.72724,12.95546,0.508256,1145.14,-2483.066162109375
89,4486.51,0.793665,9.32835,14.73782,0.46575,2500.49,-2424.953369140625
90,1342.78,0.588491,6.11891,6.29797,1.15987,81.5649,-3344.757568359375
91,953.58,0.429296,3.71043,5.41098,1.17904,33.2002,-3362.75537109375
92,5212.1,0.884269,12.51312,16.38006,0.310085,3274.89,-2109.244140625
93,279.559,0.171054,3.44292,4.65433,1.41079,9.89499,-3937.798583984375
94,2050.89,0.586607,6.47866,7.0501,0.807828,254.129,-3499.3759765625
95,4494.53,0.84056,9.91218,14.58177,0.416311,1961.79,-2479.657470703125
96,6214.91,0.876889,11.16171,15.33368,0.300723,2105.79,-2331.7919921875
97,1150.04,0.413377,8.71411,9.28808,1.02858,138.552,-3094.05322265625
98,1427.6,0.427086,3.88694,5.73732,1.10551,73.346,-3055.469970703125
99,2094.32,0.595695,5.06754,6.86832,0.881737,544.566,-3676.7216796875
100,2266.29,0.663214,7.76399,8.22025,0.77135,294.878,-3120.7275390625
101,798.929,0.391614,10.34029,10.58098,1.33531,228.265,-3164.301513671875
102,3224.0,0.828103,35.05235,35.69315,0.311994,7458.99,-1540.60498046875
103,1138.63,0.508628,4.53064,5.77113,1.14359,286.14,-3437.57177734375
104,1665.65,0.622323,5.93281,7.34246,0.986513,126.206,-3788.058349609375
105,3718.89,0.786418,12.57395,15.59001,0.538275,3812.62,-2506.72998046875
106,3254.9,0.645102,8.30154,9.96929,0.639911,1104.85,-2776.16357421875
107,3172.82,0.711352,6.42244,14.0095,0.679504,1447.43,-2642.352783203125
108,1330.07,0.46516,5.36413,6.78088,1.00127,74.2881,-3326.757568359375
109,899.765,0.427262,3.57045,5.3686,1.31605,91.6038,-3383.376953125
110,4051.56,0.821037,9.72716,11.1681,0.484625,1386.38,-2844.11767578125
111,316.883,0.18142,3.52111,4.18919,1.35803,12.487,-4200.841796875
112,6744.58,0.953332,23.86773,32.41084,0.121656,30000.0,-1402.2315673828125
113,450.303,0.276434,5.26466,5.4862,1.5775,40.766,-3211.304443359375
114,371.669,0.195606,5.42889,5.99199,1.50056,58.7417,-2854.83056640625
115,116.565,0.115039,3.53045,3.93033,1.5557,1.57814,-3569.723388671875
116,4398.04,0.733523,5.45071,7.64703,0.621235,720.695,-2965.672119140625
117,2367.99,0.697585,10.44982,11.29164,0.724033,466.844,-2999.476318359375
118,1782.19,0.547196,13.17135,13.67113,0.770725,433.314,-2757.185546875
119,333.364,0.226655,3.54059,4.07425,1.54706,5.30463,-3875.617919921875
120,3290.78,0.78339,11.29433,14.60504,0.575839,1521.77,-2497.82568359375
121,4458.96,0.764911,9.19719,12.34896,0.480455,1237.31,-2513.134033203125
122,319.532,0.197535,4.94412,5.40904,1.5909,31.0201,-4002.14599609375
123,710.721,0.319341,3.54793,5.89574,1.34286,75.0005,-3237.3251953125
124,1923.44,0.58603,5.40264,7.32565,0.994311,258.612,-3322.875732421875
125,2332.16,0.681904,7.16148,8.13779,0.783917,291.611,-3371.48486328125
126,341.97,0.25238,3.70725,4.30748,1.50797,5.57415,-3684.7353515625
127,515.26,0.276198,3.75506,5.82008,1.30962,91.7972,-2945.21728515625
128,540.228,0.244715,4.38312,5.03833,1.39948,30.4299,-3204.951416015625
129,720.007,0.43919,4.43745,4.78458,1.05056,20.1122,-3942.999267578125
130,1110.23,0.504482,4.01427,7.5193,1.29411,199.77,-3299.104736328125
131,4797.69,0.750479,5.59261,7.14616,0.572848,867.703,-3016.61083984375
132,3627.32,0.784157,6.91898,12.68724,0.600983,2860.87,-2841.95458984375
133,977.214,0.378013,3.65801,5.1825,1.22935,115.155,-3346.8115234375
134,2477.8,0.582859,5.08234,7.22032,0.881489,371.27,-2980.083740234375
135,5298.24,0.890719,12.08293,18.60066,0.333653,5932.81,-2229.943115234375
136,4449.41,0.853468,10.33931,16.30612,0.391557,3341.93,-2335.64501953125
137,3197.23,0.631566,5.71265,6.62477,0.745787,342.797,-3380.69970703125
138,2509.65,0.617416,5.99643,7.92312,0.827335,348.229,-3099.839111328125
139,5592.45,0.809915,9.12041,11.15601,0.394036,2845.04,-2485.520751953125
140,6044.03,0.88209,11.90508,18.41802,0.274788,4727.74,-2074.37060546875
141,1155.73,0.466679,6.12478,6.82798,1.14378,101.104,-3645.960693359375
142,732.637,0.388915,4.07472,4.3677,1.33418,14.7449,-4095.473876953125
143,2630.98,0.588562,5.76746,6.81674,0.761637,420.424,-3080.793212890625
144,520.365,0.256285,3.88232,4.45765,1.38529,15.5167,-3737.00927734375
145,2437.21,0.722869,8.70286,9.66424,0.713157,419.173,-3187.10986328125
146,5246.22,0.789707,9.71551,11.26351,0.404102,1731.19,-2538.561767578125
147,986.115,0.371295,7.41172,9.58012,1.21523,625.532,-2686.632080078125
148,369.537,0.172195,3.59174,4.32452,1.35617,8.05492,-3724.8212890625
149,226.763,0.160204,3.53502,4.39043,1.55827,17.4951,-3255.01513671875
150,230.222,0.184431,3.90773,4.30291,1.37973,22.7429,-2612.01025390625
151,2149.05,0.589953,4.77059,5.91231,0.954609,344.474,-3273.134765625
152,3380.17,0.708333,6.37819,10.0828,0.737696,1044.47,-2834.85791015625
153,2439.54,0.64266,4.46185,8.84358,0.870869,561.822,-3520.51220703125
154,3143.91,0.658243,5.48542,7.41173,0.784229,946.085,-3075.919921875
155,1611.11,0.520447,4.00055,6.02697,1.09325,325.384,-3058.69384765625
156,3440.29,0.69073,5.42974,7.71828,0.701381,996.37,-3225.32568359375
157,132.081,0.132091,3.68497,4.19547,2.03111,5.4432,-3477.352783203125
158,1737.08,0.676129,10.41874,10.75057,0.965782,441.989,-3063.93896484375
159,2703.48,0.717203,13.23809,13.64979,0.594785,859.08,-2867.0859375
160,1413.79,0.494744,4.38404,6.43021,1.03557,95.8967,-3531.84814453125
161,2539.11,0.642452,5.47848,11.28324,0.802661,1075.87,-2979.0712890625
162,5464.57,0.907075,14.68596,17.04907,0.26818,10284.7,-2076.253662109375
163,386.243,0.205148,3.84845,5.81821,1.4358,51.7063,-2957.1845703125
164,2136.08,0.713122,6.36208,12.34916,1.03173,1337.53,-2691.294677734375
165,371.96,0.229092,4.23004,4.96735,1.9839,31.1586,-3060.297119140625
166,827.514,0.446166,3.93992,4.67093,1.1825,23.5519,-3507.992431640625
167,4672.62,0.818789,10.47578,14.5492,0.421448,3051.49,-2555.13720703125
168,1902.83,0.551202,4.75454,7.8725,0.941513,216.99,-3298.308349609375
169,712.517,0.281592,4.08357,6.86415,1.1794,86.5373,-3334.760009765625
170,1325.34,0.510493,3.56362,11.49673,1.10616,490.73,-3017.214599609375
171,2161.2,0.575307,3.80861,7.08398,0.907793,233.069,-3459.61767578125
172,1010.38,0.488132,4.74496,5.38728,1.04743,40.8371,-3676.2548828125
173,640.764,0.306198,3.59539,5.10411,1.27516,11.8074,-3246.300537109375
174,2859.62,0.689018,7.18074,10.08037,0.725803,711.609,-3098.334228515625
175,845.297,0.219273,4.42518,5.18017,0.977715,77.7676,-3037.119873046875
176,6681.0,0.959796,25.83458,27.19613,0.107681,32921.8,-1306.33544921875
177,3327.88,0.717951,5.58933,8.45106,0.700831,501.565,-3185.0380859375
178,2352.15,0.626506,13.28878,15.13677,0.77125,3382.71,-2479.860595703125
179,1946.53,0.620216,19.98833,20.33657,0.586948,1128.81,-2066.62744140625
180,1208.79,0.478435,5.47677,6.26825,1.19298,119.482,-3290.027587890625
181,3687.08,0.693719,7.67445,11.26188,0.543492,1843.93,-2609.382080078125
182,637.523,0.270163,4.82155,5.44654,1.40228,88.5499,-3182.359619140625
183,3738.29,0.778622,8.52778,14.47928,0.550748,2964.76,-2511.28369140625
184,2711.83,0.594338,5.05823,7.3019,0.815171,210.175,-2950.12353515625
185,5807.05,0.850196,9.74038,12.81295,0.333604,3595.13,-2409.76806640625
186,3470.1,0.698444,6.53066,11.26341,0.716566,1251.94,-2827.220458984375
187,294.136,0.146138,3.83703,6.08571,1.42839,39.85,-3132.77294921875
188,2499.49,0.69201,9.87708,10.25996,0.695348,430.813,-3014.831787109375
189,920.266,0.406466,6.40506,6.83783,1.26074,105.0,-3630.206298828125
190,3911.85,0.71671,5.33982,7.66437,0.662692,827.089,-3187.3828125
191,3511.67,0.835139,12.54746,19.78958,0.538167,5418.85,-2322.403076171875
192,849.371,0.346854,5.15513,7.36955,1.43398,101.533,-3230.969482421875
193,2961.71,0.769381,21.64376,22.11682,0.44445,3138.44,-1926.751708984375
194,2946.22,0.65517,5.33267,7.21008,0.858867,238.791,-2939.0634765625
195,3675.13,0.715661,9.50156,14.9251,0.54203,2346.0,-2352.33642578125
196,1253.83,0.431129,6.26411,7.27854,1.03798,160.25,-3388.4208984375
197,4166.03,0.727303,5.63393,8.23505,0.67988,328.395,-2834.212158203125
198,283.495,0.141567,3.39938,4.47087,1.356,16.7556,-3161.136962890625
199,2676.73,0.596838,7.57508,8.98712,0.72516,401.795,-3079.694580078125
200,2197.18,0.752802,10.58314,11.64559,0.904924,1351.67,-2766.90478515625
201,604.138,0.318318,3.39833,5.08104,1.24934,39.8451,-3306.606201171875
202,2617.62,0.675155,4.96131,11.44225,0.834226,816.472,-2981.92333984375
203,476.553,0.307834,3.9639,4.7092,1.75762,19.4345,-3559.390625
204,4767.49,0.872905,12.33041,18.35662,0.3563,6795.64,-2144.05810546875
205,3314.06,0.727988,8.97366,10.66248,0.651925,1338.98,-2763.768310546875
206,3321.49,0.775292,7.84047,15.27218,0.625165,4207.56,-2586.50439453125
207,94.9576,0.0992947,3.42474,3.91177,1.62611,2.12814,-3426.190185546875
208,5313.54,0.861286,14.05254,15.60895,0.328217,2907.25,-2250.25048828125
209,1153.31,0.55097,16.46281,16.82435,0.98992,730.228,-2351.876953125
210,845.86,0.396906,3.6655,4.48127,1.21909,36.4497,-3768.856201171875
211,4018.22,0.736959,9.8978,11.74237,0.52794,860.25,-2440.78369140625
212,2624.35,0.818814,15.55152,17.13657,0.675371,2961.21,-2308.7978515625
213,479.579,0.31439,4.12881,5.49822,1.51359,130.733,-2816.224853515625
214,453.256,0.228297,4.16341,4.8816,1.29528,32.4308,-3593.45068359375
215,810.97,0.474014,3.39878,7.08861,1.54858,147.191,-3093.99560546875
216,3168.98,0.788407,8.38066,16.20892,0.663072,4677.0,-2813.2529296875
217,468.051,0.255217,3.74339,6.38309,1.3364,135.601,-3256.349853515625
218,1123.17,0.596914,3.33941,8.68128,1.02955,289.164,-3245.82568359375
219,358.496,0.226024,4.53526,4.84094,1.41273,25.4803,-3614.006103515625
220,540.963,0.499162,3.40163,7.51498,1.46727,110.638,-3402.499755859375
221,768.68,0.400575,3.95797,4.57978,1.15689,12.1759,-3387.325439453125
222,3257.69,0.61532,7.65489,8.17116,0.646299,513.761,-2681.4775390625
223,1476.45,0.528434,6.61362,7.68688,1.05204,261.208,-3114.863037109375
224,1260.3,0.691147,10.77502,11.53666,1.2432,390.467,-3169.612060546875
225,264.681,0.211578,3.55656,5.63864,1.70155,17.2408,-3619.304443359375
226,2023.92,0.637301,9.1875,10.21483,0.798928,568.155,-3025.703369140625
227,5298.85,0.916283,16.42275,24.2276,0.23486,13103.7,-1832.1773681640625
228,1031.56,0.485418,3.54481,7.47854,1.29936,166.101,-2934.318115234375
229,324.008,0.207834,3.55725,3.90061,1.31947,2.53054,-3228.232177734375
230,1515.64,0.57025,4.68182,8.33648,1.15936,409.849,-3136.21337890625
231,1090.1,0.453782,3.67692,4.42744,1.22749,40.9056,-3303.44287109375
232,1293.96,0.481308,3.7662,5.77442,1.22248,117.266,-3397.575927734375
233,1851.42,0.615721,4.93399,7.36311,1.17069,766.219,-3361.381591796875
234,685.398,0.305161,5.38984,7.37537,1.44749,186.014,-3514.62744140625
235,3203.31,0.849119,15.26868,20.59592,0.489763,6172.06,-2243.3955078125
236,2030.35,0.597814,8.40053,9.1782,0.806366,305.513,-3218.689697265625
237,5842.47,0.903184,14.34732,20.24627,0.239504,4718.19,-2114.85595703125
238,2574.03,0.588649,6.36142,7.94995,0.789252,249.753,-2921.631103515625
239,3196.03,0.718786,9.84058,13.15285,0.6273,1839.18,-2744.2822265625
240,2878.39,0.782509,13.9312,14.12816,0.559847,827.721,-2971.470458984375
241,484.523,0.203739,3.99418,4.71739,1.42217,28.2919,-3258.169189453125
242,2097.4,0.681026,7.62501,12.01807,0.912328,1609.55,-2872.658935546875
243,3059.43,0.65981,6.72225,8.08784,0.690584,1012.39,-3302.769287109375
244,870.206,0.366853,4.52391,5.36545,1.2572,37.2043,-3378.626953125
245,4206.24,0.798798,9.22083,15.28434,0.477817,2604.13,-2440.653076171875
246,3609.51,0.774611,10.87024,11.56356,0.55846,1129.84,-3103.0244140625
247,738.158,0.334764,4.15654,5.26025,1.21753,42.3189,-3329.276123046875
248,2530.61,0.656639,5.61256,9.11963,0.811111,968.229,-3378.67138671875
249,1075.18,0.469326,4.71416,5.52976,1.14207,167.533,-3468.427001953125
250,3446.47,0.752674,10.13124,10.58972,0.589423,1007.54,-3063.85546875
251,2526.57,0.569152,5.07566,6.79459,0.890625,147.414,-3163.22802734375
252,2110.14,0.559931,5.22401,5.90662,0.877189,154.64,-3302.51171875
253,1059.34,0.482609,5.29587,6.9552,1.18052,75.1948,-3817.294677734375
254,802.43,0.283025,4.01625,4.6549,1.15682,19.407,-3229.68359375
255,1093.79,0.393129,4.98135,6.03909,1.12289,190.597,-3604.6982421875
256,1557.53,0.445844,5.26843,5.78183,0.992244,109.522,-3333.74072265625
257,2140.91,0.64303,6.52406,8.93578,0.900168,631.577,-3089.767578125
258,213.609,0.227109,3.85757,4.24837,2.29446,8.39492,-3885.285888671875
259,2186.73,0.69731,7.09094,7.66812,0.806521,274.466,-3362.92724609375
260,405.242,0.273033,3.49737,4.8338,1.29003,30.3175,-3234.802001953125
261,1151.14,0.372418,6.88632,7.36137,1.02833,101.737,-3048.804443359375
262,1950.43,0.491212,3.49546,6.89403,0.893207,187.655,-3176.9501953125
263,1518.09,0.530539,14.17546,14.43442,0.811532,580.211,-2729.775634765625
264,585.869,0.449581,4.29562,4.57337,1.33347,11.424,-4180.78857421875
265,4341.28,0.85847,15.33451,20.6228,0.367077,6383.74,-2116.82470703125
266,2858.37,0.796082,9.21859,13.38562,0.692885,1752.5,-2510.80517578125
267,3775.07,0.74101,6.29143,13.48192,0.617967,1825.43,-2737.359130859375
268,1077.8,0.448229,6.85494,7.67884,1.14958,74.5068,-3512.196533203125
269,422.025,0.252069,4.7696,4.8832,1.67327,17.0669,-3483.01025390625
270,652.745,0.318454,3.66631,4.32341,1.28965,36.2822,-3513.7734375
271,1831.58,0.584877,7.17673,7.97435,0.851816,238.129,-3282.8408203125
272,1527.46,0.637219,6.48818,6.96229,1.00547,106.133,-3861.976806640625
273,201.795,0.234141,3.42525,3.95936,1.72081,2.93235,-3677.787353515625
274,3601.36,0.768025,9.67229,10.76037,0.565402,3327.62,-2555.89111328125
275,1547.17,0.561204,19.85248,20.00488,0.794872,1018.45,-2238.50732421875
276,2832.49,0.654483,5.69206,7.40254,0.855852,550.384,-2907.103271484375
277,2887.17,0.792649,35.3453,35.68187,0.320098,4978.03,-1478.3486328125
278,4349.59,0.823357,10.66541,11.74806,0.477893,1912.08,-2628.328857421875
279,1081.86,0.442933,3.44528,5.40842,1.25365,129.742,-3211.083984375
280,2695.48,0.653141,4.97766,9.18803,0.83294,1010.26,-2952.86181640625
281,3289.4,0.784787,6.82851,21.05813,0.542719,4470.09,-2573.3837890625
282,4625.87,0.846244,11.99207,14.38768,0.388694,4182.86,-2467.23779296875
283,1433.15,0.43262,3.89776,5.17051,1.12827,33.1499,-2958.05712890625
284,4413.18,0.819598,9.85243,14.7477,0.430891,3847.38,-2462.164306640625
285,384.863,0.296168,3.70463,4.48424,1.77239,14.1484,-3574.590087890625
286,3730.87,0.794562,10.70838,11.75092,0.550994,1142.61,-3200.94921875
287,554.652,0.256826,3.43359,4.08061,1.34037,10.1591,-3321.217041015625
288,318.418,0.200002,3.37845,4.14797,1.268,8.69285,-2652.72021484375
289,48.9807,0.0659079,3.40601,3.73737,2.26152,0.980918,-3357.38623046875
290,2038.03,0.497585,3.99968,6.62876,0.963051,131.881,-2954.633056640625
291,1705.28,0.675114,6.79971,7.43259,0.968707,154.378,-3998.8330078125
292,437.849,0.331812,3.66914,4.72672,1.36501,14.4661,-2760.228271484375
293,748.231,0.331024,5.98548,6.99877,1.47601,95.457,-3254.953369140625
294,1552.58,0.585501,5.94197,8.45019,1.25867,506.647,-2802.00537109375
295,156.467,0.1268,3.80446,4.05646,1.70187,5.32432,-3166.835693359375
296,1199.54,0.463706,13.64902,14.54279,0.895267,1292.15,-2549.967041015625
297,1498.82,0.503405,3.80388,5.69288,1.07048,227.847,-3326.03857421875
298,2913.23,0.682064,7.51695,8.55351,0.821242,508.568,-3180.037841796875
299,5256.23,0.939204,20.84148,21.52472,0.185596,18394.7,-1579.853759765625
300,3503.17,0.760407,7.41763,9.94522,0.635874,785.835,-3003.644775390625
301,684.878,0.470156,3.38816,7.36094,1.38705,132.374,-3133.876953125
302,3220.98,0.750842,8.81861,13.29118,0.741301,1424.98,-2773.998046875
303,292.596,0.227562,3.90257,4.90626,1.65753,43.8119,-4298.681640625
304,1947.12,0.587539,14.40656,14.5701,0.667241,470.935,-2734.322265625
305,2608.84,0.590911,5.97507,7.23475,0.806006,684.295,-2590.385986328125
306,1976.56,0.599984,6.06291,7.94843,0.90963,712.937,-3548.9365234375
307,1930.41,0.581039,6.38638,7.82162,0.864685,208.748,-3512.466796875
308,1175.23,0.408384,4.94701,6.19871,1.11572,141.433,-3399.76513671875
309,2600.61,0.697995,4.86843,10.27299,0.822247,1014.42,-3187.358642578125
310,960.324,0.485611,3.62904,7.60193,1.36043,162.998,-3078.438232421875
311,4795.39,0.825919,8.17594,12.7084,0.444537,6134.82,-2791.79638671875
312,2412.99,0.652106,7.66575,9.52473,0.883366,722.543,-2834.89697265625
313,1277.95,0.356259,6.05335,6.43625,1.0598,500.14,-2987.496337890625
314,4289.71,0.782272,7.56196,9.85365,0.581987,1035.41,-2784.54248046875
315,2101.89,0.634157,7.73561,8.92901,0.907498,261.53,-3101.397705078125
316,945.449,0.462751,4.98592,5.9101,1.26342,50.2151,-3527.87841796875
317,2116.13,0.544564,5.9516,7.04354,0.885089,261.256,-3316.935302734375
318,3367.24,0.660121,4.98775,6.28048,0.799691,570.902,-3270.82958984375
319,1678.7,0.541754,6.93368,7.50483,0.954512,302.369,-3639.33837890625
320,1207.94,0.523771,4.72495,6.0965,1.13387,329.964,-3384.112060546875
321,1765.85,0.689267,13.1001,13.60694,0.83039,1305.61,-2687.210205078125
322,302.574,0.202239,3.33009,4.165,1.42755,6.83391,-3040.511962890625
323,1955.96,0.60837,15.29644,15.63912,0.635472,700.273,-2535.392822265625
324,2721.32,0.748017,14.02508,14.36802,0.6033,921.137,-2862.55419921875
325,994.278,0.469008,4.71701,6.62044,1.22381,63.2374,-3684.5126953125
326,851.464,0.427402,3.41077,4.21849,1.17835,15.2765,-3524.532470703125
327,825.246,0.465636,4.02707,5.18692,1.39716,38.8761,-3477.61865234375
328,678.947,0.342753,9.59364,10.04299,1.22632,190.304,-3380.193115234375
329,280.483,0.197637,3.37052,4.17113,1.46199,4.30249,-3296.8388671875
330,3695.96,0.761354,9.83735,14.77529,0.495984,2239.45,-2342.72412109375
331,3115.11,0.727952,6.78479,11.54615,0.686683,2211.26,-2906.33251953125
332,1467.02,0.573246,13.41138,13.79527,0.886346,456.53,-2706.231689453125
333,2900.47,0.729948,10.86442,12.47002,0.701636,1382.82,-2626.84765625
334,1898.85,0.581209,5.90501,6.97294,0.968152,257.713,-3255.9150390625
335,2256.13,0.636999,9.64885,9.89918,0.76458,1120.46,-3111.7294921875
336,3558.14,0.781428,9.46245,10.79164,0.618419,1839.32,-2890.560791015625
337,4339.21,0.864114,13.95374,20.40129,0.394408,6047.07,-2392.279052734375
338,5640.38,0.908293,15.30371,20.56672,0.244069,5202.25,-1963.7979736328125
339,2816.69,0.661415,5.7537,9.8195,0.742366,877.285,-2962.547607421875
340,1969.29,0.719614,8.41824,10.74135,1.0534,1140.71,-2542.014892578125
341,5747.19,0.904832,15.32987,19.94357,0.257754,10903.6,-2029.9461669921875
342,2523.17,0.660379,7.71848,13.0156,0.77726,1622.02,-2743.140869140625
343,2249.27,0.586318,8.43976,8.84605,0.738886,497.573,-2822.024169921875
344,886.813,0.590898,5.18451,6.08683,1.01775,330.968,-3187.884033203125
345,2575.15,0.788815,15.71163,16.57915,0.552321,1520.92,-2499.719970703125
346,178.251,0.149435,3.32193,3.74039,1.34147,1.71679,-3633.453369140625
