,Acc. Surface Area [m^2/g],Void Fraction,PLD,LCD,Density,Channel Volume,H_ads [kJ/mol]
1244,1625.64,0.603154,4.74008,5.30395,1.0423,89.5139,-3841.85400390625
1245,407.173,0.243021,3.92283,4.52785,1.52157,28.5272,-3784.200927734375
1246,357.306,0.287952,3.33858,4.3724,1.53433,10.1195,-4018.74658203125
1247,82.2719,0.0766605,3.5371,3.88595,1.65631,1.70669,-3156.03564453125
1248,2411.63,0.584106,4.97823,7.13964,0.792651,523.097,-3290.395751953125
1249,1172.1,0.504433,5.51627,6.06516,1.25548,234.267,-3346.7216796875
1250,471.252,0.216905,4.12656,4.60701,1.33147,17.0942,-3323.82958984375
1251,1453.98,0.507912,6.41234,8.04773,0.97344,223.399,-3599.337646484375
1252,382.526,0.341096,3.84832,4.3814,1.64861,4.85413,-3378.777587890625
1253,1925.8,0.647041,16.37472,16.62431,0.647581,746.982,-2565.062255859375
1254,4758.53,0.824753,9.14182,12.32021,0.430171,2602.9,-2474.68798828125
1255,1768.01,0.550845,6.73169,7.82355,0.966669,236.24,-3247.765869140625
1256,1529.94,0.619542,6.95688,7.15871,0.985662,110.67,-4014.133056640625
1257,2479.83,0.626904,7.37077,9.4629,0.797708,390.061,-2984.015625
1258,2905.74,0.727709,11.81476,12.02329,0.612591,607.269,-3093.463623046875
1259,936.59,0.38327,4.71696,5.44827,1.14603,86.9782,-3243.931396484375
1260,953.167,0.423727,8.25087,8.56844,1.28845,142.226,-3134.682373046875
1261,219.213,0.145734,3.70094,4.15476,1.73271,8.27648,-3956.05517578125
1262,291.644,0.197681,4.12694,4.44588,1.68865,9.07454,-3463.8955078125
1263,1389.16,0.473782,4.31887,5.35824,1.09933,108.128,-3658.5224609375
1264,244.447,0.157936,3.80219,4.25336,1.34809,7.42745,-3800.9892578125
1265,1818.89,0.621575,7.67058,8.05657,0.97937,320.263,-3244.343017578125
1266,5375.03,0.802979,7.33862,10.51885,0.460508,889.507,-2675.4091796875
1267,1550.35,0.469472,3.96374,6.40936,1.03674,242.707,-3581.65283203125
1268,4425.79,0.852627,13.45077,16.33155,0.378467,5556.36,-2231.81005859375
1269,2048.14,0.591311,6.42215,7.22876,1.11557,244.374,-3648.793212890625
1270,878.254,0.382953,5.25243,5.53767,1.20553,51.929,-3397.40576171875
1271,1097.99,0.390426,5.58582,6.5659,1.05132,80.7481,-3449.554443359375
1272,794.939,0.325202,6.26585,6.99516,1.26755,142.749,-3329.05810546875
1273,5008.56,0.819739,9.96499,13.36613,0.384243,3172.76,-2382.712646484375
1274,334.117,0.135972,5.57796,6.85843,1.39102,53.1357,-2926.17919921875
1275,3799.53,0.777871,7.0379,15.27945,0.531829,2469.8,-2648.77294921875
1276,2170.45,0.606515,7.77193,8.51295,0.845119,1166.02,-3251.14794921875
1277,2211.93,0.784812,15.3351,15.92089,0.655473,963.445,-2909.235107421875
1278,335.596,0.191153,4.14521,4.9505,1.57422,14.1083,-3735.058837890625
1279,2393.33,0.690213,7.8397,9.90424,0.835666,646.642,-3024.08984375
1280,2862.47,0.728803,6.52184,13.30637,0.74404,1525.94,-2813.67578125
1281,648.247,0.288414,5.23177,5.53214,1.24993,70.819,-3711.8515625
1282,223.862,0.170694,4.81448,5.18604,2.1918,13.333,-3186.8701171875
1283,3585.75,0.81635,9.00308,16.28511,0.585121,5334.59,-2592.969482421875
1284,841.39,0.359861,6.61719,6.9388,1.29465,55.5198,-3226.4736328125
1285,5235.97,0.862191,14.59092,18.57784,0.324623,5435.67,-2250.087646484375
1286,2242.51,0.570637,4.73434,6.42533,0.894441,517.402,-3127.807373046875
1287,1024.33,0.408804,4.39281,5.52553,1.06252,29.5285,-3456.301513671875
1288,416.254,0.256323,3.60433,4.84376,1.84551,18.6946,-3134.648681640625
1289,1796.43,0.592762,6.16317,8.1793,1.06142,892.255,-3319.96728515625
1290,2726.58,0.742576,8.61904,11.31815,0.745226,1126.63,-2743.645263671875
1291,514.869,0.499213,3.385,7.5389,1.48862,104.034,-3569.1552734375
1292,5250.8,0.918676,17.16845,18.61303,0.234669,12670.1,-1808.5538330078125
1293,4135.69,0.85707,9.62308,16.33447,0.442453,3137.33,-2298.6376953125
1294,2629.52,0.638667,5.22978,7.67636,0.927758,477.773,-3088.78515625
1295,1873.16,0.591964,5.81552,7.64999,1.00126,880.666,-3234.060546875
1296,1695.53,0.574183,3.75556,4.83883,1.13678,190.483,-4013.03125
1297,1393.4,0.535185,5.63804,6.46999,1.1426,74.1422,-3534.692138671875
1298,4854.69,0.740432,6.42114,8.99566,0.576885,553.193,-2798.234130859375
1299,1549.34,0.522098,10.40235,10.52048,0.86429,193.33,-3364.886474609375
1300,2266.43,0.657866,5.64742,11.53447,0.893424,1109.15,-2899.59033203125
1301,660.172,0.314342,5.03188,6.12838,1.06388,74.5527,-3272.06201171875
1302,3351.59,0.790041,7.81963,16.17017,0.633186,4808.07,-2713.28857421875
1303,1923.34,0.588943,3.98273,7.57726,1.00191,440.364,-3431.564208984375
1304,2897.96,0.834097,19.9329,20.7973,0.439487,2162.05,-2350.220947265625
1305,2782.02,0.698723,10.03042,10.65287,0.702528,464.348,-2934.60888671875
1306,190.708,0.105406,3.95257,4.30826,1.56348,11.3495,-2649.282958984375
1307,4538.82,0.739132,7.00942,8.91376,0.562285,1191.19,-2708.36767578125
1308,1281.38,0.515921,14.65194,15.16486,0.929715,642.412,-2661.524658203125
1309,3413.07,0.817436,8.09034,16.26227,0.617329,5269.56,-2657.443115234375
1310,2599.68,0.723667,13.66792,14.14306,0.614612,765.339,-2772.0986328125
1311,341.55,0.2553,3.43557,4.23423,1.45439,7.98242,-3577.988037109375
1312,631.302,0.335315,4.7017,5.38223,1.49564,25.6071,-3444.011962890625
1313,1012.29,0.516735,4.95656,6.41493,1.36874,109.263,-3525.9873046875
1314,2096.66,0.543306,4.38531,5.45362,0.982636,137.162,-3253.013671875
1315,4652.82,0.82567,11.56288,18.03241,0.444334,5316.83,-2449.965576171875
1316,2086.78,0.685271,8.77204,8.99695,1.00173,801.722,-2981.791259765625
1317,1997.56,0.639496,11.3491,12.09911,0.776118,923.714,-2722.79345703125
1318,2706.61,0.733349,8.48917,11.62637,0.905711,2202.23,-2639.94140625
1319,1596.93,0.581661,7.65006,7.98597,0.946136,229.797,-3318.668701171875
1320,2486.27,0.716648,11.15831,11.75063,0.653543,554.97,-3024.83984375
1321,826.955,0.430532,4.51535,5.63695,1.29919,39.4135,-3334.821533203125
1322,1504.28,0.508438,9.99552,10.1547,0.900599,177.098,-3062.609130859375
1323,2474.96,0.617248,5.10514,10.34455,0.832061,915.456,-3096.288330078125
1324,244.165,0.109246,4.14383,5.48807,1.29184,32.6998,-2683.51708984375
1325,1678.74,0.563534,6.61021,7.79597,1.12027,70.817,-3333.636962890625
1326,605.738,0.362409,3.36087,4.66693,1.25974,13.6813,-4108.4853515625
1327,4234.64,0.856536,14.19197,20.49178,0.401734,6185.06,-2107.996337890625
1328,901.943,0.440851,6.28705,6.5693,1.34242,105.94,-3307.77734375
1329,2361.35,0.824544,12.80722,20.16319,0.710552,5632.9,-2357.912841796875
1330,5745.15,0.886976,12.40421,17.21859,0.27118,4498.67,-2147.392822265625
1331,4349.72,0.8474,15.16141,20.33613,0.374087,6063.52,-2119.52392578125
1332,1524.54,0.465112,5.5655,8.10787,1.07458,293.1,-3072.133544921875
1333,820.464,0.469629,3.47769,7.54839,1.51106,170.857,-3134.182861328125
1334,2727.39,0.603079,5.02845,7.04348,0.793936,674.375,-3197.23974609375
1335,1831.56,0.622437,4.48032,5.65189,1.00755,89.8752,-3621.0205078125
1336,5546.96,0.841394,12.56842,16.59127,0.334837,2515.5,-2270.1015625
1337,1217.14,0.461206,3.40265,5.92198,1.04999,81.0009,-3184.637939453125
1338,1669.45,0.563984,4.79282,5.82422,1.01105,199.536,-3441.79638671875
1339,4022.63,0.713743,6.36161,9.24431,0.645372,1416.33,-2886.05224609375
1340,3226.15,0.749657,6.74002,13.14474,0.679361,1533.9,-2483.28515625
1341,1634.94,0.681008,20.49738,20.79491,0.748628,1316.32,-2071.6943359375
1342,528.651,0.279191,3.45669,4.93453,1.39376,42.7908,-3273.3818359375
1343,1303.49,0.532967,6.44348,8.92958,1.31326,1421.6,-3033.661376953125
1344,3180.87,0.676767,5.97229,9.22958,0.710585,1312.09,-3111.73095703125
1345,2392.71,0.669599,4.98468,10.94609,0.967842,516.92,-3083.707275390625
1346,1947.93,0.679897,12.39127,13.23374,0.799948,1228.76,-2684.465576171875
1347,728.675,0.325382,3.43664,4.7143,1.2459,18.5774,-3104.63037109375
1348,448.758,0.288906,4.27272,4.61456,1.69401,26.6593,-3226.10595703125
1349,2784.19,0.610591,4.91004,8.2179,0.842284,241.06,-2957.39990234375
1350,2794.59,0.801985,21.37278,22.32701,0.461215,2422.44,-2196.066650390625
1351,372.47,0.237295,4.68955,5.2437,1.61152,29.8732,-3339.867431640625
1352,1515.56,0.552592,6.90115,7.58347,0.955662,156.982,-3394.36083984375
1353,105.093,0.101582,3.43979,4.25823,1.87721,3.65254,-3386.13427734375
1354,3413.63,0.76831,10.85487,12.41181,0.58279,1399.4,-2717.45654296875
1355,3375.33,0.727117,9.14271,9.8592,0.664051,845.045,-3069.26513671875
1356,1797.95,0.543787,5.75538,7.20604,0.945119,159.448,-3189.02685546875
1357,4588.52,0.766496,9.24353,13.40682,0.427944,2294.76,-2388.16455078125
1358,1290.14,0.440099,4.15914,6.59171,1.05705,97.1974,-3396.5146484375
1359,3794.44,0.825273,8.71165,16.26947,0.553458,5419.45,-2679.89111328125
1360,2656.86,0.598405,4.7875,6.71358,0.938518,736.12,-2924.734130859375
1361,2008.68,0.566843,8.62064,9.67783,0.887405,741.706,-2864.397705078125
1362,2670.17,0.610721,7.44322,8.7689,0.74184,377.262,-2799.6298828125
1363,3122.91,0.668683,7.27232,10.46375,0.660978,1770.75,-2756.081787109375
1364,553.064,0.236488,3.82381,4.88356,1.26647,13.7634,-3368.436279296875
1365,5852.99,0.931658,18.90643,23.49077,0.194037,15141.3,-1711.5106201171875
1366,428.515,0.289344,4.89826,7.10171,1.91471,115.022,-3767.253662109375
1367,2186.06,0.540257,7.07627,7.37295,0.890532,252.657,-3247.29052734375
1368,3365.93,0.693913,8.19119,13.26425,0.58609,1634.06,-2474.04150390625
1369,2256.27,0.549604,6.48205,7.79318,0.812362,710.635,-2971.547607421875
1370,443.737,0.239494,3.57855,5.02753,1.43644,25.8948,-3381.384033203125
1371,2320.81,0.599349,3.78754,5.26245,0.936991,299.017,-3684.044677734375
1372,450.602,0.304799,5.86377,7.14984,1.53706,71.0717,-3531.006103515625
1373,1688.94,0.550806,7.19564,7.87585,0.989095,198.966,-3266.505126953125
1374,1719.08,0.602076,4.84035,8.46366,1.10914,472.465,-3072.4814453125
1375,328.078,0.17582,3.5155,4.79699,1.41075,27.6758,-3415.345947265625
1376,2901.42,0.71699,11.09332,11.36151,0.640402,617.532,-2973.04443359375
1377,339.603,0.211885,3.4741,4.21242,1.47081,7.40858,-3488.011962890625
1378,4688.22,0.841228,12.99712,16.93268,0.341662,3091.55,-2242.175048828125
1379,4790.46,0.834678,14.57874,17.3175,0.387141,5128.25,-2282.986328125
1380,301.989,0.247774,3.38441,4.39974,1.35384,9.61322,-3437.5322265625
1381,825.624,0.412583,3.71777,5.44349,1.44759,82.4465,-3602.875244140625
1382,602.589,0.332101,3.41961,4.63389,1.3842,35.9376,-3253.045654296875
1383,927.017,0.429087,9.40117,9.66962,1.23116,152.813,-2985.309814453125
1384,628.317,0.273829,4.07762,5.33397,1.31441,49.6843,-3091.2900390625
1385,392.081,0.232991,3.33536,4.61045,1.35164,21.3278,-3103.32958984375
1386,1781.03,0.483028,4.50683,5.58499,0.97224,213.113,-3304.6142578125
1387,2957.61,0.763081,7.20029,15.2358,0.70593,3943.18,-2695.314697265625
1388,5046.9,0.842734,8.06458,13.31211,0.423392,5953.72,-2414.668212890625
1389,5113.54,0.839129,13.06132,15.28909,0.373318,2092.06,-2469.874267578125
1390,1679.47,0.571648,4.05074,4.77888,1.11262,401.861,-3392.272216796875
1391,444.927,0.228609,3.7557,4.9079,1.24372,24.8799,-3568.04296875
1392,2361.43,0.598562,7.01676,8.85741,0.791394,1717.62,-3297.099853515625
1393,592.912,0.342874,3.85093,4.53193,1.98883,30.4414,-3705.74267578125
1394,756.301,0.420085,9.17664,10.05133,1.33547,329.131,-3251.173828125
1395,4996.37,0.755156,9.07037,10.84434,0.442279,2599.76,-2555.778564453125
1396,3380.97,0.81375,10.22132,13.48327,0.54755,3783.03,-2523.00244140625
1397,856.803,0.34551,3.60645,4.29186,1.15356,86.1542,-4031.60791015625
1398,5109.58,0.878178,12.64974,15.85616,0.33301,3390.59,-2248.964599609375
1399,1402.69,0.487502,5.56693,7.12878,0.992557,164.434,-3342.874267578125
1400,970.298,0.334791,5.59583,5.75077,1.14194,44.4105,-3153.259765625
1401,872.793,0.401377,3.91078,4.70562,1.21473,33.4501,-3672.256103515625
1402,728.946,0.451467,5.1553,6.34985,1.63687,63.7631,-3644.814697265625
1403,3942.12,0.770192,8.39357,14.63967,0.525748,2236.53,-2497.615478515625
1404,889.282,0.465411,4.96181,5.55311,1.41009,109.336,-2813.9892578125
1405,674.883,0.294855,4.05342,5.87232,1.21559,71.2109,-3212.029541015625
1406,2530.23,0.62274,5.3108,6.1103,0.920338,149.803,-3135.84228515625
1407,2353.29,0.733599,11.86093,12.54541,0.75628,587.098,-3028.524658203125
1408,3318.82,0.876666,30.47021,31.10577,0.305623,4868.18,-1729.0592041015625
1409,1904.26,0.548241,4.73536,6.65322,1.02552,445.775,-3461.012939453125
1410,1210.52,0.463297,4.14008,6.5699,1.10042,73.9899,-3499.547607421875
1411,704.625,0.305479,7.23862,8.41483,1.47798,311.195,-2785.557861328125
1412,2245.67,0.691209,10.39083,11.69955,0.752291,475.209,-3165.66796875
1413,643.515,0.321968,3.69784,5.25205,1.31441,74.7192,-3437.609130859375
1414,3448.81,0.753778,8.42089,8.9106,0.639461,682.439,-3266.8798828125
1415,2595.88,0.606451,5.33279,7.3636,0.817045,433.996,-3016.858642578125
1416,513.448,0.184342,4.34616,5.69281,1.43484,33.3864,-2336.605224609375
1417,4873.39,0.838152,12.17548,16.96652,0.341071,3261.38,-2314.885009765625
1418,1039.95,0.434488,9.54543,9.88221,1.04916,453.257,-2856.945068359375
1419,1344.78,0.428677,3.73328,7.46151,1.14766,234.271,-2938.86474609375
1420,4678.35,0.86306,14.45453,18.76661,0.320539,3663.6,-2187.214111328125
1421,642.742,0.305465,4.07072,7.45897,1.46736,146.864,-3321.505126953125
1422,407.499,0.177117,4.3574,5.09729,1.38013,31.7995,-3009.21728515625
1423,407.622,0.304967,3.46875,4.47461,1.66414,6.00423,-4195.41064453125
1424,3027.15,0.73136,10.60515,12.95665,0.70619,1443.46,-2434.589111328125
1425,1324.36,0.499887,5.399,6.85326,1.08747,261.852,-3440.571044921875
1426,1263.02,0.587021,4.93949,6.15197,1.43335,109.462,-3478.9228515625
1427,272.949,0.207383,3.73285,4.44778,1.81287,10.2769,-3805.75341796875
1428,4270.94,0.843063,12.1127,13.88632,0.432499,4084.71,-2468.733642578125
1429,2829.47,0.78597,13.15606,13.60274,0.567252,796.257,-2943.950439453125
1430,438.231,0.307149,4.03021,4.95758,1.77517,26.9883,-2958.412109375
1431,3193.95,0.707279,7.57362,9.67605,0.719323,337.381,-3097.021728515625
1432,2732.17,0.602807,5.7333,7.92752,0.776911,319.349,-2954.76513671875
1433,1486.96,0.512279,4.21963,5.62486,0.941354,41.8258,-3632.73779296875
1434,5150.23,0.785568,8.54242,11.05766,0.430906,2815.69,-2494.7568359375
1435,3629.05,0.812729,8.536,16.2676,0.580979,5210.25,-2674.86474609375
1436,1540.85,0.531952,7.14213,7.81218,1.04288,195.691,-3181.759765625
1437,2349.52,0.727891,8.70234,9.68422,0.898844,1486.06,-2950.30078125
1438,2946.55,0.709362,5.58697,10.19414,0.792895,1287.62,-2834.733642578125
1439,399.589,0.258531,5.21368,6.98088,1.80262,108.86,-3206.499755859375
1440,361.593,0.221908,3.33135,4.81984,1.44745,21.4426,-4019.8623046875
1441,1353.87,0.567976,20.36627,20.7271,0.770473,1162.8,-2106.91943359375
1442,3524.09,0.625439,4.71791,7.47934,0.758551,340.395,-3020.29052734375
1443,1843.97,0.6163,21.77952,21.92083,0.58411,1231.87,-2054.1357421875
1444,2096.01,0.568854,7.19309,7.73374,0.805778,334.354,-3074.4033203125
1445,1195.47,0.585338,4.61685,5.40796,1.22116,48.0884,-3872.549072265625
1446,1766.1,0.531874,4.23431,6.33047,1.15469,114.998,-3264.770751953125
1447,556.047,0.311188,3.6949,5.15294,1.17819,25.9561,-3450.659423828125
1448,3863.09,0.825635,11.6494,17.90942,0.442988,3762.44,-2291.222412109375
1449,2475.33,0.727746,7.6483,7.84087,0.738765,316.861,-3537.703369140625
1450,695.022,0.385068,3.45001,4.29034,1.42314,17.239,-3572.5595703125
1451,3100.77,0.702086,8.05973,11.19486,0.64985,2327.86,-2910.4912109375
1452,992.149,0.436659,5.06218,5.42132,1.08628,105.384,-3531.4423828125
1453,1726.37,0.572795,6.54375,7.1012,0.936766,106.421,-3496.55810546875
1454,954.546,0.449343,4.19349,5.6157,1.241,43.6667,-3653.09716796875
1455,1322.67,0.672995,9.77158,10.99378,1.20175,364.86,-3344.359375
1456,4219.92,0.655452,6.03014,8.98694,0.560723,716.968,-2744.437744140625
1457,873.73,0.279594,4.50085,5.1152,1.26166,88.9201,-3359.12451171875
1458,1358.26,0.498891,7.38345,7.90401,1.00615,188.8,-3257.859375
1459,327.683,0.205376,4.35491,4.96478,1.49095,22.3882,-3448.977294921875
1460,1213.89,0.517033,3.89522,5.74705,1.47019,216.745,-3414.47998046875
1461,4059.64,0.79671,8.44198,12.86755,0.539812,2098.24,-2571.05126953125
1462,1658.09,0.67425,8.07242,8.90646,1.00308,202.965,-3292.452880859375
1463,642.971,0.305823,4.43132,4.94811,1.23956,72.1691,-3953.82275390625
1464,972.302,0.363301,3.783,4.54958,1.09811,19.1451,-3912.249755859375
1465,4560.03,0.830782,11.84625,13.73339,0.439457,3605.99,-2574.51025390625
1466,2298.5,0.625669,7.19477,9.36838,0.849505,361.164,-2956.13330078125
1467,2856.14,0.581602,5.43912,6.90328,0.847498,190.728,-2994.858154296875
1468,2170.59,0.519452,4.50916,6.17197,0.861904,252.483,-3003.6689453125
1469,1234.91,0.451771,5.31486,7.01098,1.23414,158.214,-3312.1748046875
1470,2034.57,0.614256,5.33665,7.74972,1.037,917.045,-3301.448486328125
1471,3433.15,0.662538,7.81311,8.7931,0.646236,431.959,-2782.8388671875
1472,2269.58,0.624589,6.78363,8.35606,0.818216,729.042,-3274.649169921875
1473,1018.05,0.463294,12.45807,12.60434,1.04605,647.916,-2721.080322265625
1474,5367.64,0.792249,9.53409,13.42908,0.38675,2049.08,-2406.01318359375
1475,3444.71,0.680486,6.15335,7.83213,0.695047,538.838,-3010.024658203125
1476,734.471,0.257747,4.46619,5.61721,1.29583,106.648,-2967.29052734375
1477,2198.22,0.640728,6.27606,8.31363,0.915764,798.921,-3202.46240234375
1478,4768.07,0.836029,11.47111,14.65133,0.373633,3841.94,-2303.115478515625
1479,3027.36,0.792538,13.68532,13.90311,0.520271,953.813,-2786.2998046875
1480,2623.55,0.844066,14.90902,20.64025,0.600278,6095.97,-2239.370361328125
1481,2736.3,0.530548,4.21575,5.82586,0.857921,111.711,-3174.380859375
1482,1294.94,0.476024,4.62536,5.86419,1.15475,132.039,-3310.89111328125
1483,937.659,0.483548,3.41819,7.51088,1.3705,162.593,-3066.715576171875
1484,2318.62,0.542516,5.74357,7.18852,0.841893,233.995,-2900.88330078125
1485,4187.88,0.818738,9.27939,16.51191,0.422742,4156.15,-2274.656005859375
1486,3061.12,0.728821,9.16041,10.25482,0.69421,1083.83,-2964.071533203125
1487,4043.23,0.701183,6.22793,8.47586,0.617348,1065.94,-2827.761962890625
1488,2541.89,0.626883,4.8153,9.03275,0.844731,731.457,-2919.16650390625
1489,2136.89,0.658275,4.23205,10.13679,0.888353,863.34,-3128.162109375
1490,1008.45,0.358664,3.53673,4.71699,1.15393,50.1255,-3590.8095703125
1491,2832.03,0.800751,10.40624,12.2639,0.745598,2318.02,-2755.72216796875
1492,829.07,0.349521,4.05748,4.70866,1.25377,13.3909,-3443.09814453125
1493,861.11,0.428056,6.46527,7.20057,1.36989,106.203,-3385.322265625
1494,1137.94,0.458952,4.44446,6.92325,1.06204,309.406,-3395.08935546875
1495,2244.37,0.533119,4.81447,6.23895,0.812374,418.374,-3273.811279296875
1496,1243.3,0.449032,3.87731,5.02899,1.11581,70.9358,-3713.8251953125
1497,3029.5,0.75678,9.41954,10.96959,0.73105,1294.59,-2888.714599609375
1498,439.634,0.29232,3.82976,5.11423,2.054,72.7213,-3227.83984375
1499,967.477,0.512258,4.30007,7.80705,1.10005,429.252,-3347.1962890625
1500,299.814,0.13293,3.97588,6.02115,1.45626,26.4696,-2660.685302734375
1501,1608.48,0.609034,4.51927,8.44381,1.17693,955.533,-3187.263671875
1502,1128.75,0.511025,3.75132,7.50835,1.29675,195.771,-3221.66357421875
1503,1907.84,0.630926,6.78669,7.22543,0.89114,109.707,-3622.92138671875
1504,1385.24,0.494551,5.33065,7.04919,1.02798,110.845,-3486.83544921875
1505,1460.12,0.639365,7.06189,7.315,1.10516,115.05,-3906.6416015625
1506,5423.2,0.865442,13.53214,17.2207,0.310209,3219.85,-2246.572021484375
1507,1239.83,0.420398,9.22586,9.4234,0.995264,182.809,-3215.6474609375
1508,4862.76,0.830522,10.71027,14.99859,0.371226,2025.2,-2419.6455078125
1509,3228.91,0.606978,5.11677,8.10919,0.76881,813.446,-2856.655029296875
1510,2234.3,0.726033,7.21068,14.49949,0.936676,1915.56,-2629.3203125
1511,2044.51,0.637552,9.68665,10.4549,0.826927,394.596,-3040.023193359375
1512,818.72,0.385614,4.78991,5.54071,1.30739,90.422,-3139.331298828125
1513,1207.15,0.462569,3.99481,6.93748,1.30964,119.287,-3103.513671875
1514,2353.52,0.64703,8.44079,8.79723,0.738215,334.497,-3290.40087890625
1515,3387.52,0.795102,10.15851,13.83164,0.620428,2113.07,-2621.87841796875
1516,4111.3,0.845981,9.50164,14.60444,0.458849,1965.44,-2500.80712890625
1517,878.663,0.501554,4.84562,5.29606,1.35898,27.0934,-3319.031005859375
1518,2374.51,0.736697,9.45025,9.7686,0.744206,416.169,-3211.4892578125
1519,1365.63,0.463831,5.6962,6.71995,1.0085,178.8,-3269.802734375
1520,2997.33,0.64526,5.90265,7.7696,0.704814,883.2,-3133.285888671875
1521,2893.3,0.69942,4.69949,10.21322,0.832415,1127.2,-2981.989013671875
1522,216.702,0.14189,3.61746,4.27626,1.51339,6.01851,-3234.012939453125
1523,624.185,0.333833,4.31513,5.8543,1.5663,69.6057,-3359.675537109375
1524,2314.27,0.677413,6.72464,7.43138,0.776702,274.273,-3417.29443359375
1525,4250.14,0.743702,7.31379,9.74935,0.578999,1917.03,-2779.57666015625
1526,3066.62,0.64952,5.49423,7.57804,0.763188,392.888,-2961.7841796875
1527,1491.68,0.524945,7.22475,7.90891,0.983387,219.772,-3345.783935546875
1528,493.433,0.191445,4.289,4.67015,1.41629,18.0912,-3707.541748046875
1529,4807.64,0.778918,8.08295,9.57219,0.527529,1755.49,-2835.04345703125
1530,1316.22,0.527957,4.531,7.8456,1.32604,158.645,-3079.509521484375
1531,1160.3,0.423945,4.60805,5.69744,1.11717,166.205,-3408.745849609375
1532,4307.36,0.787826,7.96898,11.59461,0.505981,1002.63,-2716.753662109375
1533,259.509,0.173499,3.73563,4.62214,1.48477,22.5151,-3346.14453125
1534,2442.33,0.650176,4.50163,9.17139,0.935962,631.237,-2943.569580078125
1535,1153.93,0.495585,4.09745,8.5636,1.27169,195.277,-3138.251708984375
1536,3794.11,0.8257,8.71891,16.25684,0.552864,5400.02,-2678.666748046875
1537,2815.41,0.785464,7.45498,16.28499,0.746687,4741.78,-2650.108642578125
1538,1520.17,0.565754,5.81268,10.11095,1.05186,1265.8,-3255.97998046875
1539,444.971,0.277966,8.17089,8.80222,1.74629,102.448,-3009.04150390625
1540,1045.55,0.372095,8.28511,8.71421,1.08971,113.486,-2990.8388671875
1541,713.711,0.465322,3.50727,4.99124,0.989693,27.7349,-3659.388916015625
1542,1580.3,0.601993,6.10155,7.77488,1.0041,142.036,-3857.270263671875
1543,3743.04,0.711966,6.28651,7.19164,0.63051,779.627,-3081.433837890625
1544,325.829,0.206816,3.31467,4.64593,1.32463,24.7139,-3603.456787109375
1545,415.524,0.219215,5.29661,5.65332,1.53978,22.0958,-2805.373291015625
1546,3072.56,0.857554,33.2377,33.69244,0.311789,6968.48,-1605.217529296875
1547,1357.08,0.374925,3.81931,5.68407,0.928702,84.6387,-2930.12939453125
1548,5055.91,0.841444,12.1684,14.1512,0.369772,2298.86,-2393.779541015625
1549,3145.64,0.69445,5.42003,7.53052,0.776024,266.82,-2944.205322265625
1550,2294.06,0.634741,5.59125,5.9477,0.91783,280.083,-3534.583984375
1551,572.437,0.318339,3.4516,4.18085,1.17601,2.68345,-3596.577392578125
1552,3093.87,0.734683,7.55353,9.65816,0.782142,546.323,-2749.10693359375
1553,2784.61,0.768537,5.41116,14.78382,0.776843,2398.49,-2966.180419921875
1554,217.142,0.303389,3.42081,4.09905,1.61355,1.49829,-2937.595458984375
1555,1828.22,0.544403,4.56495,5.74943,0.968319,293.324,-3366.813232421875
1556,605.951,0.460218,3.39184,4.66132,1.01232,19.3079,-3384.286865234375
1557,2349.55,0.599287,5.50647,7.23016,0.879586,780.519,-3171.00390625
1558,2407.42,0.505751,4.01664,5.58846,0.851523,186.777,-2988.837646484375
1559,2510.08,0.67395,8.73683,10.45254,0.741843,976.467,-2776.824951171875
1560,1374.08,0.469268,4.02698,5.31072,1.06245,53.2626,-3530.90380859375
1561,1932.32,0.589561,8.30433,10.24738,0.980188,971.809,-2557.308349609375
1562,1283.35,0.45463,5.95566,7.5555,1.23418,315.08,-3220.78173828125
1563,3376.15,0.688303,6.47562,9.17897,0.719375,1343.45,-2677.001220703125
1564,2991.12,0.798686,7.53491,16.26355,0.709105,4950.25,-2632.3349609375
1565,2156.14,0.560943,4.88321,6.56681,0.967025,589.611,-3096.237548828125
1566,299.575,0.159504,5.62949,7.09084,1.74158,112.686,-2915.8896484375
1567,4303.8,0.833723,10.14929,13.18032,0.449642,2481.32,-2582.622802734375
1568,3746.68,0.781516,9.63484,10.8205,0.579348,839.977,-2876.375732421875
1569,394.145,0.283483,3.64682,4.0302,1.35475,16.9945,-4287.02099609375
1570,1358.41,0.425795,4.00139,5.33438,1.13701,91.08,-3303.756103515625
1571,2528.89,0.756052,4.93831,12.22436,0.967744,1365.06,-3100.14013671875
1572,986.088,0.498677,3.31834,7.49929,1.34045,173.267,-3163.3203125
1573,2105.98,0.639044,8.97369,10.27145,0.89631,683.959,-2783.61865234375
1574,1342.48,0.702478,10.90331,11.59526,1.14284,408.94,-3294.3271484375
1575,2841.79,0.761705,7.03778,15.22121,0.735218,3914.51,-2686.917724609375
1576,374.849,0.195315,3.79301,4.37552,1.29182,22.5283,-4314.68994140625
1577,326.558,0.205091,3.82375,4.28948,1.3446,5.06405,-3725.02294921875
1578,869.734,0.373373,4.1661,5.5655,1.19586,46.3241,-3522.213134765625
1579,3660.18,0.720935,7.77949,10.42147,0.586497,2057.03,-2762.426513671875
1580,3176.2,0.819847,12.68906,14.6359,0.612289,3689.51,-2328.350830078125
1581,2053.32,0.706805,22.15464,22.45961,0.563088,1363.17,-2109.082763671875
1582,823.705,0.327819,5.83256,7.96297,1.44325,114.25,-2965.9990234375
