Current density (A/cm2),Voltage (V),Faradaic efficiency,CO conversion,Crossover rate,Capture energy (MJ/kgCO2),Electricity price (USD/kWh),Membrane cost (USD/m2),Current (A)
182.984138267944,2.78612630473174,0.921518257985895,0.386488400929384,0.474498487487979,3.66739839834161,0.0801502628082331,458.743279665693,25958629.1704698
166.896322404296,3.09186809324442,0.729145288755818,0.266965461049922,0.205126208527414,2.68877970550411,0.0633630247907046,107.196057272281,32807385.7182723
116.793210000594,3.07594509126481,0.72984904080303,0.22813089002484,0.385615491009515,4.78515807633523,0.0171520286515458,520.871140394055,32775751.4164207
197.230214220671,3.27504282167107,0.555668085334653,0.479189215518557,0.112639275537572,3.11673879141675,0.0447188120149998,1286.62355875675,43049711.4450373
278.212392098598,3.31440768215548,0.500735259161063,0.475949630428071,0.282693483082239,3.09770650955485,0.0640650489315373,1533.73346075761,47772451.2009625
228.869684043477,2.88305226741192,0.77087601515594,0.180623479492813,0.234392580533863,3.54392209641704,0.0574615770555017,1756.53818646018,31031385.4142085
112.591928256882,2.53332857755214,0.610604509666966,0.44221273017319,0.411411441366131,3.3093199169343,0.0922453028110971,1196.01623266924,39176505.1750441
250.162158395496,2.23549086091207,0.662476798064757,0.123841555891891,0.246883699009463,2.90177018828091,0.0478798364863393,897.898066098097,36108963.8199448
127.023368904472,3.22353181274158,0.601357328854967,0.312544348938077,0.209861857197172,3.20260815460051,0.0207493219990695,888.466863112882,39778929.4069491
182.158624606125,2.14242944865255,0.586548320851521,0.238645268392193,0.434958474730749,2.60811888145876,0.0758022294663466,1809.65837277117,40783256.6942573
264.496506777687,3.10670794192081,0.877122834131817,0.411429556275184,0.326981947383864,3.58191642845498,0.0283085230572247,436.467834688409,27272520.7941379
154.880485939253,3.2744494794582,0.742714222053436,0.221691791137297,0.103903621164613,3.90108159870691,0.0669944937532051,554.255125092769,32208014.9034121
195.923773634225,2.81335163077852,0.691308217438915,0.349873580816843,0.420163270892735,4.4516311976568,0.0890708176835224,1669.85189777133,34603018.0597223
214.840003021297,2.42697903566918,0.701826881220655,0.424370923707726,0.206068033335006,4.427306364633,0.044079173032953,1679.89150694104,34084403.679819
139.661449448383,2.78049040278636,0.972514380659402,0.168153914471046,0.225587249302597,3.59424069521698,0.0299364054332842,1712.83277227124,24597426.2269043
278.158558989302,3.42908595467992,0.624636428415223,0.334500201946836,0.266690914504763,4.49103427138238,0.0147780135685514,490.650863714498,38296438.7676916
271.324453177148,2.30118645367898,0.747786904854635,0.264510665799225,0.45201349046905,3.07507427646901,0.037551028047264,1667.54045390164,31989528.8050322
274.411481702111,2.92290598140512,0.888989423252451,0.309331935649919,0.468016238957995,2.62032185909154,0.00125508595335955,1769.04240894719,26908476.1946376
131.243588349165,3.37852488829291,0.813922957298082,0.135329760209981,0.230792032633646,3.07956079180391,0.0889577498623409,1840.28015486593,29390190.4576854
224.989712323393,2.39725084648885,0.940047718997688,0.463379142368039,0.388655924288227,4.29136803321132,0.0234444153967391,684.692111797608,25446953.6486711
201.540646322225,3.15138034362835,0.592926253038765,0.452675644400169,0.175770689678089,3.14459157640353,0.00436510902064576,1320.55454821679,40344563.2745649
231.804477455508,2.02152755212502,0.519782169854578,0.249749787073986,0.239771019955415,2.84581683288262,0.0783543624224782,215.509971707204,46021876.3170845
138.498749946675,2.72847138760902,0.861524279918485,0.175016141981902,0.36115766236725,4.93254022729046,0.0341810669766949,1536.76991390037,27766310.5851602
239.646443356215,2.03507353985882,0.803681298046974,0.327057987672033,0.310605696066342,3.24865922550105,0.0309654578625073,619.465244956822,29764722.3980506
294.332272286975,2.01789880380113,0.848181842049402,0.486721108892469,0.444148434099168,3.84922433410102,0.0787130431905223,892.730343565716,28203092.2462024
161.651982475655,2.95052992210901,0.603649758794998,0.344394797147341,0.314696654527573,3.21132910935845,0.0268056619123149,144.346295142189,39627864.3109621
102.810100312412,2.60149575165125,0.641484759358257,0.283929406464555,0.188213939149796,2.65834601146313,0.00360952927757736,731.049805759275,37290598.6991868
173.47956645848,2.89876227870597,0.755001486006134,0.154399620902017,0.314153852320362,3.00065164388767,0.0100291972309563,1198.07854189071,31683845.8946806
123.734197106464,3.30438446607905,0.822242453138145,0.476680392626819,0.19853723226707,2.96027324944306,0.0930818236614597,1701.836233803,29092818.8414204
283.195055546239,2.92757876172933,0.993683012559124,0.254954181261177,0.284912860629562,4.60144303348749,0.0959519087444077,748.152006833019,24073422.2388147
281.171776949435,2.77060132493792,0.610122426331591,0.16654454138262,0.472815272082444,3.49569375828335,0.0356259691901314,1133.40346006941,39207460.1759883
283.0893716969,2.03318361529958,0.918029116436648,0.357415822004642,0.355003295801419,3.7966717954649,0.0201051440094624,153.995178789881,26057289.8011388
107.414461132695,2.10716758651286,0.741767562588977,0.230285737564035,0.371540872097984,4.29365421326761,0.0557695031643162,690.120196009294,32249119.4537828
230.890421161861,2.29424209609816,0.952725778865069,0.490611130183794,0.326713938099907,4.66417000162626,0.00333954957479785,568.464113197312,25108327.3524617
131.730157885334,2.34823224818364,0.940507933054986,0.36993296273013,0.276488729820668,4.97602057938891,0.080328845924369,1574.30518723028,25434501.8177264
135.933030128915,2.24963477758915,0.842193765860936,0.461170201140828,0.390055867862669,3.15441704547518,0.0212350626069969,90.6567469751029,28403618.8612955
263.021587281517,3.08837952199416,0.50384191984234,0.223273618691628,0.28263294376654,4.92210994086701,0.00916571310576209,1381.78229099192,47477888.9782703
180.091646646634,2.45861853153904,0.796151252905442,0.204113975732484,0.476749940826616,3.48656130604625,0.0751342564940765,1766.37615273291,30046238.8843521
216.1350955839,3.10142613014339,0.639278833366284,0.345032250647997,0.357297477595032,2.85960922929597,0.0234656860700282,1954.8813573372,37419275.4152508
186.14959929188,2.34184460464096,0.705519815982785,0.273590944256181,0.118875586537102,3.31596640553181,0.00443260635565183,1334.24981282542,33905994.1208751
234.04875504169,3.45506436605858,0.734183708026722,0.324037819317113,0.152641715472164,3.98027914235968,0.0381618003373437,931.121459115546,32582241.299207
132.176165398773,3.03499688724358,0.655864470589877,0.123930802207226,0.349091482012378,4.89561103020113,0.0950083087428341,111.464014089524,36473008.9912609
120.535324326625,2.07386209375478,0.751146618023284,0.160795209846806,0.155510971958482,3.94734535115233,0.0523663805288516,239.534577775201,31846446.697483
176.964291736112,3.42166856990692,0.753118424346746,0.11560890322776,0.236826351180301,3.90590292795167,0.042017586325818,1178.03444532041,31763066.6832013
113.660186140666,2.79454538385276,0.912497451139553,0.468305648237349,0.249849649865716,4.520063007887,0.0223837751757984,1903.98314602874,26215252.1116629
280.401266847825,2.99862722966061,0.82621115016197,0.25655438022722,0.133950054859807,3.01136933683623,0.0193659087818141,1863.80039417417,28953071.7761236
148.736694756442,2.42074135364073,0.864526182923995,0.490687070054323,0.230462925482334,2.70652350777933,0.0736442260334774,304.268620365432,27669897.3441921
199.384171812687,3.08554049052493,0.962302496248571,0.359171725374708,0.406793067191072,4.54828321541773,0.045178323288081,397.012224268444,24858452.3329493
264.866763222887,2.65573424461895,0.947276590253025,0.331642698109292,0.126118511662686,4.87990014227322,0.0843559817486217,398.950692535192,25252762.4761461
110.890996025321,3.44302856109463,0.501615152670921,0.253901004747753,0.173562187041593,3.19995958241798,0.0239762039659821,1802.24179327698,47688652.5566473
100.457596871112,2.93845984023931,0.589599539210605,0.110008262015653,0.391318037804112,4.49735314018964,0.0838008087418757,780.864742041282,40572200.5225796
147.038281303915,2.60390997873033,0.90954093430136,0.407150621472837,0.144733419725859,4.52065301810691,0.0117119694009293,756.332776042742,26300466.345968
195.132669864296,2.6396088318477,0.98246088597625,0.261430785579229,0.416198751673747,4.78442569704525,0.0947655475749469,1576.25182928339,24348400.0984966
267.923810277164,2.65619733375553,0.93677765772485,0.146898634884508,0.122185422344387,4.70380091327508,0.0758995641889536,1555.71298305568,25535782.7288184
174.490306114529,3.32218180109104,0.888027515700361,0.396884579890867,0.400530301656197,4.28834312842293,0.0481995141244236,522.005013440347,26937623.3393029
109.707239138007,3.40027942690464,0.654988192629403,0.400040531958188,0.232105410741575,3.26730758517431,0.0432585534859902,832.1082365785,36521804.5180977
181.26417736376,3.09287035326171,0.855590630953702,0.188922792794813,0.172533658959273,2.73323136868734,0.0865783650285423,775.274488924364,27958874.1010508
131.501311861236,3.25977706183725,0.657518469644287,0.137819893092346,0.299020529170992,2.75804092019204,0.0983976354056425,121.190145582959,36381260.5078827
284.767885505683,3.30532218054848,0.595155771578446,0.370282124952053,0.469330477251905,4.56985397072883,0.0131175639325164,1991.38777560631,40193428.1329912
253.273180813896,2.57937673569984,0.972844495184309,0.222334705640332,0.170325878989204,3.61475923846914,0.00616366620863738,1773.94304545179,24589079.6024304
224.598825929844,2.05233602532999,0.81751749307574,0.137369364556047,0.399204160787804,3.22880129334601,0.0176591244510444,251.500597375317,29260964.9768766
262.725351835396,2.14772582705157,0.860442976383578,0.488339482704325,0.284799435539942,3.30775769466181,0.0957703981038223,960.461288934984,27801204.018672
189.557744626004,2.9400296462903,0.95093987468706,0.475675813851686,0.220142997493551,2.92912887915229,0.0538649263929096,1850.04914304829,25155481.8234385
281.247605144588,2.57349372550438,0.850077730039905,0.29159816750073,0.369198454094141,3.01904241839103,0.0170314465498527,1631.465942614,28140192.2289509
134.374047141759,3.12377562735673,0.825624522173783,0.33064181014906,0.126538954832822,3.50008999046672,0.0544033245184571,789.85319006459,28973643.6968839
137.99459566435,3.36300088878576,0.824505140572715,0.326995396579704,0.205208587764259,3.98588985296083,0.0722141535186252,1720.033328051,29012979.4900454
192.418470334885,3.15989544575322,0.510790247396513,0.105788276370509,0.39575640425992,4.49529059967809,0.0101437421139456,877.133478104767,46832042.8097439
179.326146759397,2.48407961196059,0.64870430541242,0.424553000339801,0.305770037876351,3.88299219901935,0.0836829734847813,504.573268396903,36875584.9672756
190.057285587003,2.77663023353536,0.983308336731209,0.301425857300599,0.23332414480082,4.88280852572295,0.0874146122307727,1125.09843955471,24327415.7650228
136.075794030244,2.7691224663998,0.897642874016175,0.302470276519456,0.292249365540414,3.42924648966881,0.0463675377245043,1150.9524553051,26649073.2843963
102.268991152413,2.55798803043896,0.98365048512106,0.184018595280073,0.1298216964548,4.76648717714365,0.0923324895348333,850.214064743987,24318953.8303629
264.335434567486,2.13252981996197,0.569860157470867,0.105846474172433,0.206208847490627,3.95942099086148,0.0956618968582295,1533.34859076977,41977580.6735464
288.16592989216,3.11304145348645,0.691511766061764,0.115877231848421,0.152018848610448,2.65410701766931,0.017407851445536,1184.75545269055,34592832.5545463
258.317539069145,2.87789515810403,0.506044435262012,0.454169187646162,0.294733668732625,2.87677620995076,0.0684245504365975,1078.54274305208,47271245.4993949
286.594231658124,2.04796548272085,0.686824918515168,0.476532096594458,0.27788905069261,2.792459776665,0.0511021293982558,295.274564620904,34828891.7422918
177.215157167057,3.41520378192529,0.543926352693793,0.254837831097344,0.288332516641728,4.91917920984081,0.00430347095048483,766.082670035173,43979025.1279476
101.930694920424,2.69251821555773,0.872601682906381,0.165653520329609,0.111068244659858,3.45449042369607,0.0580427102256781,1806.03066332955,27413826.0348045
199.190153401785,3.08497091838875,0.99565947493415,0.261606318552452,0.321153017105941,4.32803926104397,0.0849613574385353,113.071132809401,24025634.6020865
188.038417696029,2.78503837182858,0.530482083733461,0.147445155635704,0.241073886665438,4.01483582043544,0.0627707996178513,188.014630777259,45093607.2421484
273.624476807706,2.93490150923016,0.858155174355051,0.385391882081748,0.244838873525801,4.20427572699864,0.0753458940122828,1117.13810124443,27875320.7435373
280.580756785904,2.74948130111849,0.685341448228655,0.430522961646816,0.350349097551703,3.51719280439553,0.0314259355945678,1827.99603072684,34904281.3544996
187.654834232776,2.54770693730573,0.952892131103532,0.111747640651597,0.141358958034535,3.82480088419897,0.0933895343786994,1985.85668897866,25103944.0373699
198.452555501362,3.18630113468989,0.558085866747814,0.442501984154643,0.100526833178192,4.56182456653647,0.0898075973253539,1435.90377830368,42863208.2591023
139.082184814025,3.30726956682434,0.788017287522125,0.124236146064133,0.467906865163009,3.25472848645289,0.0906055443433897,117.124642885757,30356378.1044608
188.243646062711,2.76022393067113,0.63913481097342,0.453264771665437,0.349331624933175,2.61783281834879,0.0208112420698491,1750.78640945693,37427707.4604031
107.214612311953,2.00251204389843,0.981931025886938,0.454010632674993,0.320902605749344,3.93108205989438,0.0371255047634794,1759.04261004509,24361538.7458259
