,Acc. Surface Area [m^2/g],Void Fraction,PLD,LCD,Density,Channel Volume,CO2 Uptake [g/g]
0,3247.67,0.759906,8.63647,14.99836,0.596568,2133.2,898.4962158203125
1,1216.27,0.455216,6.42473,8.69704,1.24311,279.924,242.0955352783203
2,1159.51,0.412831,8.60619,8.80218,1.08576,536.493,250.16445922851562
3,460.682,0.267865,5.37127,5.95497,1.59015,48.7912,100.52161407470703
4,4487.68,0.782606,7.68602,9.42926,0.564412,1553.01,975.2232666015625
5,3276.43,0.765398,5.14858,9.98441,0.745628,1478.44,761.1636962890625
6,639.479,0.286471,4.54244,6.04581,1.37677,91.8256,113.62020111083984
7,1857.27,0.525051,4.55803,5.74176,1.09555,85.6296,349.100830078125
8,200.021,0.17239,3.77791,4.10979,2.14595,14.3505,62.846317291259766
9,1221.66,0.549134,4.31069,5.52593,1.25252,150.082,275.7856140136719
10,2081.71,0.518445,5.46555,6.11996,0.806879,296.984,432.4963073730469
11,4954.62,0.820375,9.13864,10.25326,0.462919,2553.73,1233.747802734375
12,1454.89,0.536841,5.67776,6.69227,1.33247,125.254,272.67889404296875
13,652.986,0.275323,3.66087,5.00042,1.29956,45.7894,144.96458435058594
14,5253.6,0.835703,10.18807,15.28634,0.379341,3118.63,1521.618408203125
15,1939.96,0.564731,7.46344,9.29123,0.798505,696.326,509.6637878417969
16,3438.09,0.784474,8.5345,16.23244,0.615628,4842.76,920.6116333007812
17,2620.24,0.676122,8.9453,9.17433,0.773465,527.879,642.4567260742188
18,4727.15,0.787416,8.70608,13.69434,0.426753,2703.36,1254.281494140625
19,1059.27,0.3293,7.2375,7.6109,1.06551,84.3891,206.38368225097656
20,2563.12,0.662775,5.30255,7.16967,0.7894,685.522,575.537109375
21,842.275,0.339579,6.41644,7.32309,1.39079,121.873,203.6280517578125
22,662.048,0.249821,5.67629,7.40167,1.22102,270.296,155.19532775878906
23,1666.66,0.498092,7.17405,7.57502,0.899225,204.328,347.7199401855469
24,2274.43,0.610465,6.1789,7.51783,0.856536,921.621,511.9167175292969
25,224.679,0.138683,3.97018,4.65096,1.48585,16.686,55.43301010131836
26,1353.19,0.48123,9.10484,9.55225,0.94268,167.544,356.51910400390625
27,296.954,0.196004,3.69344,4.40645,2.14875,9.20605,69.03895568847656
28,719.319,0.292887,3.81609,5.23818,1.32525,47.0815,184.2487335205078
29,3399.61,0.65701,6.55386,8.12338,0.657562,701.935,668.2294921875
30,4332.57,0.830944,8.96189,11.88119,0.480964,1931.43,1230.9404296875
31,4574.15,0.847695,10.95663,15.44361,0.353837,5227.52,1557.3939208984375
32,1146.4,0.627848,3.38199,9.2995,0.910036,454.259,487.16412353515625
33,2395.41,0.65804,8.09366,9.51153,0.730207,1423.46,637.9401245117188
34,2758.88,0.761193,13.51556,13.78673,0.584356,765.947,927.0630493164062
35,832.912,0.422194,6.27344,7.08636,1.4046,103.381,207.22613525390625
36,2350.41,0.568904,4.81318,9.8787,0.861126,1640.44,452.5867614746094
37,563.082,0.270221,3.96623,5.43833,1.74541,82.3953,106.6623306274414
38,3950.84,0.780574,7.19935,14.50041,0.534302,2869.22,1032.649169921875
39,3279.35,0.760824,12.21529,12.40146,0.563971,698.028,990.917724609375
40,1261.62,0.486148,5.9997,6.8747,1.10164,107.852,324.83892822265625
41,1065.03,0.522049,4.29624,5.02664,1.22735,30.4158,282.378173828125
42,846.674,0.474204,3.4159,6.71853,1.33856,53.3373,237.7345428466797
43,1103.76,0.492853,3.72103,7.3058,1.27848,174.427,253.1913604736328
44,468.113,0.253205,4.48133,5.01974,1.61666,28.1149,93.4800033569336
45,5097.98,0.824427,9.83236,13.21542,0.359306,3515.45,1499.2911376953125
46,4422.03,0.76575,8.6907,13.89179,0.468591,2631.43,1107.4080810546875
47,2925.03,0.713108,7.50441,11.90696,0.768092,1442.54,664.280029296875
48,2181.63,0.618318,4.97692,7.78903,0.998405,796.414,427.9183349609375
49,2710.2,0.671814,8.6958,10.22544,0.853031,1679.98,535.2245483398438
50,1011.52,0.518451,5.29594,6.41193,1.53417,374.727,241.68975830078125
51,361.852,0.198524,3.34085,4.38027,1.21763,13.9873,125.92922973632812
52,771.848,0.337053,4.16009,4.98124,1.40222,60.7624,185.1782989501953
53,701.256,0.325441,4.1971,6.00996,1.51886,76.6259,155.8645477294922
54,731.172,0.369008,5.18935,6.70833,1.34719,238.202,175.8371124267578
55,5201.5,0.732434,7.28004,9.90876,0.478056,2063.23,1012.4580078125
56,955.021,0.325109,3.69596,4.96763,1.03944,88.4628,199.7317657470703
57,2118.57,0.708652,23.06154,23.37898,0.532871,1430.27,837.196044921875
58,4059.59,0.723615,5.93588,7.7495,0.615626,934.151,846.5524291992188
59,848.959,0.384324,3.97812,5.63611,1.15884,36.6339,244.37855529785156
60,4241.76,0.835701,9.05534,16.19555,0.4334,3468.51,1303.4986572265625
61,4964.09,0.867727,11.48138,18.87171,0.353115,6692.83,1638.418212890625
62,2782.81,0.632409,4.85371,6.80037,0.810333,596.188,535.061767578125
63,523.936,0.282599,3.33456,4.70048,1.38344,39.5347,122.12366485595703
64,4202.81,0.728724,7.77732,9.16905,0.568074,552.528,892.3413696289062
65,3059.91,0.718266,7.74543,8.99236,0.742029,975.395,694.4944458007812
66,3261.66,0.691719,6.24907,6.95657,0.776881,440.526,681.7324829101562
67,5415.11,0.856949,12.40361,16.16395,0.306213,5165.44,1758.83935546875
68,1421.76,0.556828,5.23546,7.06434,1.01132,169.404,358.0177001953125
69,1106.95,0.548329,5.16415,8.39743,1.69629,1173.59,212.60887145996094
70,623.405,0.298711,6.03566,6.40707,1.26464,109.937,169.2450408935547
71,5153.55,0.860766,10.62307,14.33658,0.339994,2344.34,1691.2479248046875
72,518.121,0.264625,3.99641,4.68884,1.28491,20.0045,127.39965057373047
73,2336.45,0.53932,4.47069,5.98075,0.904617,206.774,387.9831848144531
74,279.071,0.28578,3.38677,4.03941,1.4788,4.87885,146.38453674316406
75,2180.49,0.681437,10.44088,11.84137,0.777818,478.619,629.5702514648438
76,540.719,0.277301,3.92289,4.75672,1.28498,17.6865,173.7491455078125
77,517.752,0.298623,3.6625,4.06681,1.46423,14.578,147.3192138671875
78,5908.23,0.82718,9.04749,13.79209,0.373492,1941.31,1531.6756591796875
79,879.412,0.473132,9.38996,9.67881,1.3361,399.713,248.323486328125
80,1805.61,0.65481,7.12762,7.85627,0.932587,216.832,515.51806640625
81,2906.33,0.774967,14.317,14.60431,0.558988,838.778,985.1356201171875
82,2808.39,0.674207,5.88637,8.02115,0.903407,637.968,546.9517822265625
83,1491.52,0.496385,4.29882,6.1464,1.1959,234.83,315.1633605957031
84,2720.43,0.742715,6.59478,15.01757,0.726002,3620.72,711.2608642578125
85,5191.91,0.85628,14.23238,17.69651,0.325148,5341.89,1733.988525390625
86,2222.01,0.631424,4.33966,8.77129,0.917965,505.078,505.4972229003906
87,4694.7,0.881507,10.86081,13.88082,0.380968,4953.8,1561.0167236328125
88,3883.57,0.708229,11.72724,12.95546,0.508256,1145.14,918.342529296875
89,4486.51,0.793665,9.32835,14.73782,0.46575,2500.49,1151.7305908203125
90,1342.78,0.588491,6.11891,6.29797,1.15987,81.5649,307.7712097167969
91,953.58,0.429296,3.71043,5.41098,1.17904,33.2002,184.04803466796875
92,5212.1,0.884269,12.51312,16.38006,0.310085,3274.89,1813.9757080078125
93,279.559,0.171054,3.44292,4.65433,1.41079,9.89499,104.923095703125
94,2050.89,0.586607,6.47866,7.0501,0.807828,254.129,527.3745727539062
95,4494.53,0.84056,9.91218,14.58177,0.416311,1961.79,1398.86865234375
96,6214.91,0.876889,11.16171,15.33368,0.300723,2105.79,1985.55908203125
97,1150.04,0.413377,8.71411,9.28808,1.02858,138.552,273.47528076171875
98,1427.6,0.427086,3.88694,5.73732,1.10551,73.346,265.4602966308594
99,2094.32,0.595695,5.06754,6.86832,0.881737,544.566,481.0908508300781
100,2266.29,0.663214,7.76399,8.22025,0.77135,294.878,634.2850341796875
101,798.929,0.391614,10.34029,10.58098,1.33531,228.265,235.7346954345703
102,3224.0,0.828103,35.05235,35.69315,0.311994,7458.99,1295.7100830078125
103,1138.63,0.508628,4.53064,5.77113,1.14359,286.14,289.79144287109375
104,1665.65,0.622323,5.93281,7.34246,0.986513,126.206,441.6473693847656
105,3718.89,0.786418,12.57395,15.59001,0.538275,3812.62,1028.7171630859375
106,3254.9,0.645102,8.30154,9.96929,0.639911,1104.85,725.003173828125
107,3172.82,0.711352,6.42244,14.0095,0.679504,1447.43,708.3327026367188
108,1330.07,0.46516,5.36413,6.78088,1.00127,74.2881,293.8094482421875
109,899.765,0.427262,3.57045,5.3686,1.31605,91.6038,220.78109741210938
110,4051.56,0.821037,9.72716,11.1681,0.484625,1386.38,1226.7303466796875
111,316.883,0.18142,3.52111,4.18919,1.35803,12.487,101.38813781738281
112,6744.58,0.953332,23.86773,32.41084,0.121656,30000.0,3067.227783203125
113,450.303,0.276434,5.26466,5.4862,1.5775,40.766,89.65068817138672
114,371.669,0.195606,5.42889,5.99199,1.50056,58.7417,78.68570709228516
115,116.565,0.115039,3.53045,3.93033,1.5557,1.57814,58.462398529052734
116,4398.04,0.733523,5.45071,7.64703,0.621235,720.695,842.197021484375
117,2367.99,0.697585,10.44982,11.29164,0.724033,466.844,677.1746215820312
118,1782.19,0.547196,13.17135,13.67113,0.770725,433.314,509.96844482421875
119,333.364,0.226655,3.54059,4.07425,1.54706,5.30463,98.0733871459961
120,3290.78,0.78339,11.29433,14.60504,0.575839,1521.77,920.7401733398438
121,4458.96,0.764911,9.19719,12.34896,0.480455,1237.31,1078.2723388671875
122,319.532,0.197535,4.94412,5.40904,1.5909,31.0201,64.82054138183594
123,710.721,0.319341,3.54793,5.89574,1.34286,75.0005,138.28289794921875
124,1923.44,0.58603,5.40264,7.32565,0.994311,258.612,411.1311340332031
125,2332.16,0.681904,7.16148,8.13779,0.783917,291.611,634.9027099609375
126,341.97,0.25238,3.70725,4.30748,1.50797,5.57415,119.77484130859375
127,515.26,0.276198,3.75506,5.82008,1.30962,91.7972,146.8129119873047
128,540.228,0.244715,4.38312,5.03833,1.39948,30.4299,97.60970306396484
129,720.007,0.43919,4.43745,4.78458,1.05056,20.1122,280.40777587890625
130,1110.23,0.504482,4.01427,7.5193,1.29411,199.77,260.93621826171875
131,4797.69,0.750479,5.59261,7.14616,0.572848,867.703,902.621826171875
132,3627.32,0.784157,6.91898,12.68724,0.600983,2860.87,973.7797241210938
133,977.214,0.378013,3.65801,5.1825,1.22935,115.155,231.5503692626953
134,2477.8,0.582859,5.08234,7.22032,0.881489,371.27,427.85174560546875
135,5298.24,0.890719,12.08293,18.60066,0.333653,5932.81,1787.9927978515625
136,4449.41,0.853468,10.33931,16.30612,0.391557,3341.93,1463.384033203125
137,3197.23,0.631566,5.71265,6.62477,0.745787,342.797,630.55126953125
138,2509.65,0.617416,5.99643,7.92312,0.827335,348.229,502.1121520996094
139,5592.45,0.809915,9.12041,11.15601,0.394036,2845.04,1383.5584716796875
140,6044.03,0.88209,11.90508,18.41802,0.274788,4727.74,2003.4078369140625
141,1155.73,0.466679,6.12478,6.82798,1.14378,101.104,294.4066162109375
142,732.637,0.388915,4.07472,4.3677,1.33418,14.7449,205.3186798095703
143,2630.98,0.588562,5.76746,6.81674,0.761637,420.424,594.1852416992188
144,520.365,0.256285,3.88232,4.45765,1.38529,15.5167,120.20553588867188
145,2437.21,0.722869,8.70286,9.66424,0.713157,419.173,706.7999267578125
146,5246.22,0.789707,9.71551,11.26351,0.404102,1731.19,1313.6297607421875
147,986.115,0.371295,7.41172,9.58012,1.21523,625.532,200.06675720214844
148,369.537,0.172195,3.59174,4.32452,1.35617,8.05492,114.73075866699219
149,226.763,0.160204,3.53502,4.39043,1.55827,17.4951,68.9637222290039
150,230.222,0.184431,3.90773,4.30291,1.37973,22.7429,79.82674407958984
151,2149.05,0.589953,4.77059,5.91231,0.954609,344.474,394.7509460449219
152,3380.17,0.708333,6.37819,10.0828,0.737696,1044.47,698.1484985351562
153,2439.54,0.64266,4.46185,8.84358,0.870869,561.822,536.2687377929688
154,3143.91,0.658243,5.48542,7.41173,0.784229,946.085,566.9024047851562
155,1611.11,0.520447,4.00055,6.02697,1.09325,325.384,313.4782409667969
156,3440.29,0.69073,5.42974,7.71828,0.701381,996.37,679.295654296875
157,132.081,0.132091,3.68497,4.19547,2.03111,5.4432,52.12978744506836
158,1737.08,0.676129,10.41874,10.75057,0.965782,441.989,496.6418762207031
159,2703.48,0.717203,13.23809,13.64979,0.594785,859.08,865.3359375
160,1413.79,0.494744,4.38404,6.43021,1.03557,95.8967,334.582763671875
161,2539.11,0.642452,5.47848,11.28324,0.802661,1075.87,564.2600708007812
162,5464.57,0.907075,14.68596,17.04907,0.26818,10284.7,2098.602783203125
163,386.243,0.205148,3.84845,5.81821,1.4358,51.7063,61.61112594604492
164,2136.08,0.713122,6.36208,12.34916,1.03173,1337.53,485.343505859375
165,371.96,0.229092,4.23004,4.96735,1.9839,31.1586,64.17523193359375
166,827.514,0.446166,3.93992,4.67093,1.1825,23.5519,214.26327514648438
167,4672.62,0.818789,10.47578,14.5492,0.421448,3051.49,1342.861572265625
168,1902.83,0.551202,4.75454,7.8725,0.941513,216.99,428.5841979980469
169,712.517,0.281592,4.08357,6.86415,1.1794,86.5373,154.2259521484375
170,1325.34,0.510493,3.56362,11.49673,1.10616,490.73,315.45440673828125
171,2161.2,0.575307,3.80861,7.08398,0.907793,233.069,480.8647766113281
172,1010.38,0.488132,4.74496,5.38728,1.04743,40.8371,351.2940979003906
173,640.764,0.306198,3.59539,5.10411,1.27516,11.8074,146.2747344970703
174,2859.62,0.689018,7.18074,10.08037,0.725803,711.609,663.7410888671875
175,845.297,0.219273,4.42518,5.18017,0.977715,77.7676,134.7130584716797
176,6681.0,0.959796,25.83458,27.19613,0.107681,32921.8,3013.197509765625
177,3327.88,0.717951,5.58933,8.45106,0.700831,501.565,743.66552734375
178,2352.15,0.626506,13.28878,15.13677,0.77125,3382.71,535.522705078125
179,1946.53,0.620216,19.98833,20.33657,0.586948,1128.81,636.2418823242188
180,1208.79,0.478435,5.47677,6.26825,1.19298,119.482,273.617431640625
181,3687.08,0.693719,7.67445,11.26188,0.543492,1843.93,859.8011474609375
182,637.523,0.270163,4.82155,5.44654,1.40228,88.5499,134.01608276367188
183,3738.29,0.778622,8.52778,14.47928,0.550748,2964.76,958.3592529296875
184,2711.83,0.594338,5.05823,7.3019,0.815171,210.175,505.77996826171875
185,5807.05,0.850196,9.74038,12.81295,0.333604,3595.13,1730.8179931640625
186,3470.1,0.698444,6.53066,11.26341,0.716566,1251.94,719.56103515625
187,294.136,0.146138,3.83703,6.08571,1.42839,39.85,57.13926696777344
188,2499.49,0.69201,9.87708,10.25996,0.695348,430.813,667.8318481445312
189,920.266,0.406466,6.40506,6.83783,1.26074,105.0,248.630126953125
190,3911.85,0.71671,5.33982,7.66437,0.662692,827.089,805.7131958007812
191,3511.67,0.835139,12.54746,19.78958,0.538167,5418.85,1031.936767578125
192,849.371,0.346854,5.15513,7.36955,1.43398,101.533,190.30767822265625
193,2961.71,0.769381,21.64376,22.11682,0.44445,3138.44,1062.0244140625
194,2946.22,0.65517,5.33267,7.21008,0.858867,238.791,548.0695190429688
195,3675.13,0.715661,9.50156,14.9251,0.54203,2346.0,868.5616455078125
196,1253.83,0.431129,6.26411,7.27854,1.03798,160.25,295.0943603515625
197,4166.03,0.727303,5.63393,8.23505,0.67988,328.395,736.4203491210938
198,283.495,0.141567,3.39938,4.47087,1.356,16.7556,70.50004577636719
199,2676.73,0.596838,7.57508,8.98712,0.72516,401.795,571.0181884765625
200,2197.18,0.752802,10.58314,11.64559,0.904924,1351.67,593.6966552734375
201,604.138,0.318318,3.39833,5.08104,1.24934,39.8451,133.75851440429688
202,2617.62,0.675155,4.96131,11.44225,0.834226,816.472,572.6921997070312
203,476.553,0.307834,3.9639,4.7092,1.75762,19.4345,131.7978973388672
204,4767.49,0.872905,12.33041,18.35662,0.3563,6795.64,1578.9111328125
205,3314.06,0.727988,8.97366,10.66248,0.651925,1338.98,821.0098876953125
206,3321.49,0.775292,7.84047,15.27218,0.625165,4207.56,860.43994140625
207,94.9576,0.0992947,3.42474,3.91177,1.62611,2.12814,48.62302017211914
208,5313.54,0.861286,14.05254,15.60895,0.328217,2907.25,1719.795166015625
209,1153.31,0.55097,16.46281,16.82435,0.98992,730.228,361.3144226074219
210,845.86,0.396906,3.6655,4.48127,1.21909,36.4497,248.0680694580078
211,4018.22,0.736959,9.8978,11.74237,0.52794,860.25,926.0584716796875
212,2624.35,0.818814,15.55152,17.13657,0.675371,2961.21,818.1053466796875
213,479.579,0.31439,4.12881,5.49822,1.51359,130.733,146.1534423828125
214,453.256,0.228297,4.16341,4.8816,1.29528,32.4308,100.97527313232422
215,810.97,0.474014,3.39878,7.08861,1.54858,147.191,197.70823669433594
216,3168.98,0.788407,8.38066,16.20892,0.663072,4677.0,870.8435668945312
217,468.051,0.255217,3.74339,6.38309,1.3364,135.601,113.58707427978516
218,1123.17,0.596914,3.33941,8.68128,1.02955,289.164,405.25567626953125
219,358.496,0.226024,4.53526,4.84094,1.41273,25.4803,100.29300689697266
220,540.963,0.499162,3.40163,7.51498,1.46727,110.638,234.6548309326172
221,768.68,0.400575,3.95797,4.57978,1.15689,12.1759,221.3580780029297
222,3257.69,0.61532,7.65489,8.17116,0.646299,513.761,632.9859008789062
223,1476.45,0.528434,6.61362,7.68688,1.05204,261.208,354.3647155761719
224,1260.3,0.691147,10.77502,11.53666,1.2432,390.467,420.0258483886719
225,264.681,0.211578,3.55656,5.63864,1.70155,17.2408,62.01374816894531
226,2023.92,0.637301,9.1875,10.21483,0.798928,568.155,586.6135864257812
227,5298.85,0.916283,16.42275,24.2276,0.23486,13103.7,2242.47509765625
228,1031.56,0.485418,3.54481,7.47854,1.29936,166.101,241.17648315429688
229,324.008,0.207834,3.55725,3.90061,1.31947,2.53054,112.67339324951172
230,1515.64,0.57025,4.68182,8.33648,1.15936,409.849,354.1561279296875
231,1090.1,0.453782,3.67692,4.42744,1.22749,40.9056,273.10150146484375
232,1293.96,0.481308,3.7662,5.77442,1.22248,117.266,290.5713195800781
233,1851.42,0.615721,4.93399,7.36311,1.17069,766.219,364.3187255859375
234,685.398,0.305161,5.38984,7.37537,1.44749,186.014,148.1925811767578
235,3203.31,0.849119,15.26868,20.59592,0.489763,6172.06,1140.50390625
236,2030.35,0.597814,8.40053,9.1782,0.806366,305.513,522.9312744140625
237,5842.47,0.903184,14.34732,20.24627,0.239504,4718.19,2376.00732421875
238,2574.03,0.588649,6.36142,7.94995,0.789252,249.753,490.421142578125
239,3196.03,0.718786,9.84058,13.15285,0.6273,1839.18,806.7325439453125
240,2878.39,0.782509,13.9312,14.12816,0.559847,827.721,1007.71533203125
241,484.523,0.203739,3.99418,4.71739,1.42217,28.2919,110.8626480102539
242,2097.4,0.681026,7.62501,12.01807,0.912328,1609.55,540.0061645507812
243,3059.43,0.65981,6.72225,8.08784,0.690584,1012.39,678.3395385742188
244,870.206,0.366853,4.52391,5.36545,1.2572,37.2043,173.87075805664062
245,4206.24,0.798798,9.22083,15.28434,0.477817,2604.13,1141.6651611328125
246,3609.51,0.774611,10.87024,11.56356,0.55846,1129.84,1069.146240234375
247,738.158,0.334764,4.15654,5.26025,1.21753,42.3189,148.11941528320312
248,2530.61,0.656639,5.61256,9.11963,0.811111,968.229,578.5780029296875
249,1075.18,0.469326,4.71416,5.52976,1.14207,167.533,242.86289978027344
250,3446.47,0.752674,10.13124,10.58972,0.589423,1007.54,957.5756225585938
251,2526.57,0.569152,5.07566,6.79459,0.890625,147.414,460.94073486328125
252,2110.14,0.559931,5.22401,5.90662,0.877189,154.64,421.8639831542969
253,1059.34,0.482609,5.29587,6.9552,1.18052,75.1948,317.6292419433594
254,802.43,0.283025,4.01625,4.6549,1.15682,19.407,169.5829315185547
255,1093.79,0.393129,4.98135,6.03909,1.12289,190.597,224.17501831054688
256,1557.53,0.445844,5.26843,5.78183,0.992244,109.522,308.3337707519531
257,2140.91,0.64303,6.52406,8.93578,0.900168,631.577,519.3333129882812
258,213.609,0.227109,3.85757,4.24837,2.29446,8.39492,64.99311828613281
259,2186.73,0.69731,7.09094,7.66812,0.806521,274.466,627.2293701171875
260,405.242,0.273033,3.49737,4.8338,1.29003,30.3175,132.36376953125
261,1151.14,0.372418,6.88632,7.36137,1.02833,101.737,231.5485076904297
262,1950.43,0.491212,3.49546,6.89403,0.893207,187.655,422.63165283203125
263,1518.09,0.530539,14.17546,14.43442,0.811532,580.211,476.6872253417969
264,585.869,0.449581,4.29562,4.57337,1.33347,11.424,211.3837127685547
265,4341.28,0.85847,15.33451,20.6228,0.367077,6383.74,1489.2320556640625
266,2858.37,0.796082,9.21859,13.38562,0.692885,1752.5,792.7928466796875
267,3775.07,0.74101,6.29143,13.48192,0.617967,1825.43,839.7335205078125
268,1077.8,0.448229,6.85494,7.67884,1.14958,74.5068,275.1881103515625
269,422.025,0.252069,4.7696,4.8832,1.67327,17.0669,97.80632781982422
270,652.745,0.318454,3.66631,4.32341,1.28965,36.2822,167.74496459960938
271,1831.58,0.584877,7.17673,7.97435,0.851816,238.129,490.5656433105469
272,1527.46,0.637219,6.48818,6.96229,1.00547,106.133,450.7078552246094
273,201.795,0.234141,3.42525,3.95936,1.72081,2.93235,107.98326110839844
274,3601.36,0.768025,9.67229,10.76037,0.565402,3327.62,971.1500244140625
275,1547.17,0.561204,19.85248,20.00488,0.794872,1018.45,508.00897216796875
276,2832.49,0.654483,5.69206,7.40254,0.855852,550.384,515.7518310546875
277,2887.17,0.792649,35.3453,35.68187,0.320098,4978.03,1054.736572265625
278,4349.59,0.823357,10.66541,11.74806,0.477893,1912.08,1221.797607421875
279,1081.86,0.442933,3.44528,5.40842,1.25365,129.742,246.24392700195312
280,2695.48,0.653141,4.97766,9.18803,0.83294,1010.26,537.8013916015625
281,3289.4,0.784787,6.82851,21.05813,0.542719,4470.09,1019.9688110351562
282,4625.87,0.846244,11.99207,14.38768,0.388694,4182.86,1504.9239501953125
283,1433.15,0.43262,3.89776,5.17051,1.12827,33.1499,250.83584594726562
284,4413.18,0.819598,9.85243,14.7477,0.430891,3847.38,1283.5228271484375
285,384.863,0.296168,3.70463,4.48424,1.77239,14.1484,115.77689361572266
286,3730.87,0.794562,10.70838,11.75092,0.550994,1142.61,1117.780029296875
287,554.652,0.256826,3.43359,4.08061,1.34037,10.1591,154.25936889648438
288,318.418,0.200002,3.37845,4.14797,1.268,8.69285,84.4184799194336
289,48.9807,0.0659079,3.40601,3.73737,2.26152,0.980918,28.302398681640625
290,2038.03,0.497585,3.99968,6.62876,0.963051,131.881,378.7016296386719
291,1705.28,0.675114,6.79971,7.43259,0.968707,154.378,491.7449035644531
292,437.849,0.331812,3.66914,4.72672,1.36501,14.4661,147.1583709716797
293,748.231,0.331024,5.98548,6.99877,1.47601,95.457,181.18026733398438
294,1552.58,0.585501,5.94197,8.45019,1.25867,506.647,308.829833984375
295,156.467,0.1268,3.80446,4.05646,1.70187,5.32432,53.10601043701172
296,1199.54,0.463706,13.64902,14.54279,0.895267,1292.15,357.77044677734375
297,1498.82,0.503405,3.80388,5.69288,1.07048,227.847,293.8791809082031
298,2913.23,0.682064,7.51695,8.55351,0.821242,508.568,613.6121826171875
299,5256.23,0.939204,20.84148,21.52472,0.185596,18394.7,2407.345947265625
300,3503.17,0.760407,7.41763,9.94522,0.635874,785.835,870.3255615234375
301,684.878,0.470156,3.38816,7.36094,1.38705,132.374,223.13067626953125
302,3220.98,0.750842,8.81861,13.29118,0.741301,1424.98,752.2589111328125
303,292.596,0.227562,3.90257,4.90626,1.65753,43.8119,76.47055053710938
304,1947.12,0.587539,14.40656,14.5701,0.667241,470.935,604.1344604492188
305,2608.84,0.590911,5.97507,7.23475,0.806006,684.295,443.8421630859375
306,1976.56,0.599984,6.06291,7.94843,0.90963,712.937,457.52191162109375
307,1930.41,0.581039,6.38638,7.82162,0.864685,208.748,527.9859619140625
308,1175.23,0.408384,4.94701,6.19871,1.11572,141.433,260.947265625
309,2600.61,0.697995,4.86843,10.27299,0.822247,1014.42,608.61376953125
310,960.324,0.485611,3.62904,7.60193,1.36043,162.998,240.88302612304688
311,4795.39,0.825919,8.17594,12.7084,0.444537,6134.82,1317.5455322265625
312,2412.99,0.652106,7.66575,9.52473,0.883366,722.543,527.4041748046875
313,1277.95,0.356259,6.05335,6.43625,1.0598,500.14,217.76828002929688
314,4289.71,0.782272,7.56196,9.85365,0.581987,1035.41,941.378173828125
315,2101.89,0.634157,7.73561,8.92901,0.907498,261.53,495.5919494628906
316,945.449,0.462751,4.98592,5.9101,1.26342,50.2151,212.9606475830078
317,2116.13,0.544564,5.9516,7.04354,0.885089,261.256,445.20355224609375
318,3367.24,0.660121,4.98775,6.28048,0.799691,570.902,582.6865844726562
319,1678.7,0.541754,6.93368,7.50483,0.954512,302.369,419.08978271484375
320,1207.94,0.523771,4.72495,6.0965,1.13387,329.964,297.3066711425781
321,1765.85,0.689267,13.1001,13.60694,0.83039,1305.61,601.2399291992188
322,302.574,0.202239,3.33009,4.165,1.42755,6.83391,88.7365493774414
323,1955.96,0.60837,15.29644,15.63912,0.635472,700.273,653.330322265625
324,2721.32,0.748017,14.02508,14.36802,0.6033,921.137,895.0247192382812
325,994.278,0.469008,4.71701,6.62044,1.22381,63.2374,274.9350280761719
326,851.464,0.427402,3.41077,4.21849,1.17835,15.2765,278.26123046875
327,825.246,0.465636,4.02707,5.18692,1.39716,38.8761,187.49266052246094
328,678.947,0.342753,9.59364,10.04299,1.22632,190.304,191.4702606201172
329,280.483,0.197637,3.37052,4.17113,1.46199,4.30249,82.49980926513672
330,3695.96,0.761354,9.83735,14.77529,0.495984,2239.45,1017.8087768554688
331,3115.11,0.727952,6.78479,11.54615,0.686683,2211.26,750.4506225585938
332,1467.02,0.573246,13.41138,13.79527,0.886346,456.53,444.24993896484375
333,2900.47,0.729948,10.86442,12.47002,0.701636,1382.82,725.285888671875
334,1898.85,0.581209,5.90501,6.97294,0.968152,257.713,452.0182189941406
335,2256.13,0.636999,9.64885,9.89918,0.76458,1120.46,637.061767578125
336,3558.14,0.781428,9.46245,10.79164,0.618419,1839.32,905.4283447265625
337,4339.21,0.864114,13.95374,20.40129,0.394408,6047.07,1502.35888671875
338,5640.38,0.908293,15.30371,20.56672,0.244069,5202.25,2234.829345703125
339,2816.69,0.661415,5.7537,9.8195,0.742366,877.285,596.1600952148438
340,1969.29,0.719614,8.41824,10.74135,1.0534,1140.71,462.1581115722656
341,5747.19,0.904832,15.32987,19.94357,0.257754,10903.6,2174.482177734375
342,2523.17,0.660379,7.71848,13.0156,0.77726,1622.02,612.3543701171875
343,2249.27,0.586318,8.43976,8.84605,0.738886,497.573,547.1883544921875
344,886.813,0.590898,5.18451,6.08683,1.01775,330.968,375.22119140625
345,2575.15,0.788815,15.71163,16.57915,0.552321,1520.92,1007.320068359375
346,178.251,0.149435,3.32193,3.74039,1.34147,1.71679,102.54571533203125
347,3626.78,0.856869,44.41555,44.88935,0.245098,11993.6,1439.2021484375
348,196.568,0.224679,3.80726,4.17339,2.35317,7.14205,62.42943572998047
349,2421.89,0.694431,9.34269,10.07397,0.723678,684.461,664.0848388671875
350,4770.54,0.828474,12.83274,16.14514,0.347971,2950.94,1555.45654296875
351,1386.68,0.678486,9.67097,10.64442,1.16091,405.112,434.5987854003906
352,2762.33,0.728549,9.30049,15.00535,0.649838,2199.33,767.224365234375
353,2859.74,0.764871,11.3675,11.52676,0.611593,540.726,926.86279296875
354,2716.84,0.779287,14.43105,14.88088,0.588216,2329.67,924.0210571289062
