x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,CO2_emission
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.925,0.485,-0.0056763305488851
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.9,0.485,-0.0056811183799038
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.1,0.485,0.1522896733039909
75.0,75.0,210.0,210.0,5.0,1.6,0.6,34.92875,1.0,1.3,83.0,208.0,280.0,1.2,0.1,0.485,0.152281667932699
75.0,75.0,210.0,210.0,5.0,1.6,0.6,34.8575,1.0,1.3,83.0,208.0,280.0,1.2,0.1,0.485,0.1522671827814568
75.0,75.0,210.0,210.0,5.0,1.6,0.6,34.78625,1.0,1.3,83.0,208.0,280.0,1.2,0.1,0.485,0.1522512638951546
75.0,75.0,210.0,210.0,5.0,1.6,0.6,34.715,1.0,1.3,83.0,208.0,280.0,1.2,0.1,0.485,0.1522330386279522
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.9,0.485,-0.0056811360681734
75.0,75.0,210.0,210.343,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8985000000000001,0.485,-0.0047034675514123
75.0,75.0,210.0,210.686,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.897,0.485,-0.0037210562900347
75.0,75.0,210.0,211.029,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8955,0.485,-0.0027370210397711
75.0,75.0,210.0,211.372,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.894,0.485,-0.0017424610444726
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8,0.485,-0.0057008002940435
75.0,75.0,210.0,210.49025,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.789,0.485,-0.0043064707703466
75.0,75.0,210.0,210.9805,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.778,0.485,-0.0029027813113833
75.0,75.0,210.0,211.47075,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.767,0.485,-0.0014936943296154
75.0,75.0,210.0,211.961,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.756,0.485,-7.735758327655813e-05
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,284.02325,1.2,0.98825,0.485,-0.0051955452808072
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,284.7135,1.2,0.9765,0.485,-0.0051179023012117
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,285.40375,1.2,0.96475,0.485,-0.0050404523015428
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,286.094,1.2,0.953,0.485,-0.0049631895628791
82.92824999999999,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.97425,0.485,-0.006139783539574
82.5235,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.9485,0.485,-0.0061442442617269
82.11875,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.92275,0.485,-0.0061492671551561
81.714,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.897,0.485,-0.0061544114857767
78.00925000000001,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.9945,0.485,-0.006213320739466
78.2405,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.989,0.485,-0.0062138628761442
78.47175,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.9835,0.485,-0.0062144068905004
78.703,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.978,0.485,-0.0062149509199431
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6,0.485,-0.005742947161305
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,206.812,280.0,1.2,0.605,0.485,-0.0056064491163367
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,205.624,280.0,1.2,0.61,0.485,-0.0054699012031553
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,204.436,280.0,1.2,0.615,0.485,-0.0053333022795754
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,203.248,280.0,1.2,0.62,0.485,-0.0051966540179803
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.7,0.485,-0.00572135746644
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.69875,0.485,-0.0057216183435222
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6975,0.485,-0.0057218784767296
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6962499999999999,0.485,-0.0057221398598105
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.695,0.485,-0.0057224019304257
75.48125,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,232.832,1.2,0.99325,0.485,-0.0113463223356406
75.9625,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,232.331,1.2,0.9865,0.485,-0.0107143515128854
76.44375,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,231.83,1.2,0.97975,0.485,-0.0107889157114909
76.925,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,231.329,1.2,0.973,0.485,-0.0108634701862583
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.7,0.485,-0.00572135746644
75.0,75.30425,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.69625,0.485,-0.0057199975295251
75.0,75.60849999999999,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6925,0.485,-0.0057186462526248
75.0,75.91275,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.68875,0.485,-0.0057173023488287
75.0,76.217,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.685,0.485,-0.0057159669242501
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6,0.485,-0.005742947161305
75.0,75.73725,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.61,0.485,-0.0057355547140495
75.0,76.4745,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.62,0.485,-0.0057282069275515
75.0,77.21175,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.63,0.485,-0.0057209009902551
75.0,77.949,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.64,0.485,-0.0057136411144806
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6,0.485,-0.005742947161305
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.30725,83.0,208.0,280.0,1.2,0.61125,0.485,-0.005675837150872
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3145,83.0,208.0,280.0,1.2,0.6225,0.485,-0.0056056410651465
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.32175,83.0,208.0,280.0,1.2,0.63375,0.485,-0.0055322043321326
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.329,83.0,208.0,280.0,1.2,0.645,0.485,-0.0054553690812185
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6,0.485,-0.005742947161305
75.0,76.4635,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.60925,0.485,-0.0057306549412392
75.0,77.92699999999999,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6185,0.485,-0.0057185026112974
75.0,79.3905,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.62775,0.485,-0.0057064845770797
75.0,80.854,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.637,0.485,-0.0056945997268988
75.0,75.0,210.0,250.0,5.0,1.6,0.52875,35.0,1.0,5.5,83.0,208.0,280.0,3.0,0.83125,0.50975,0.2279842858774563
75.0,75.0,210.0,250.0,5.0,1.6,0.5525,35.0,1.0,7.0,83.0,208.0,280.0,3.0,0.6625,0.5945,0.2869884061503004
75.0,75.0,210.0,250.0,5.0,1.6,0.5762499999999999,35.0,1.0,8.5,83.0,208.0,280.0,3.0,0.4937499999999999,0.67925,0.3711588265720474
75.0,75.0,210.0,250.0,5.0,1.6,0.6,35.0,1.0,10.0,83.0,208.0,280.0,3.0,0.325,0.764,0.5004639014340957
75.0,75.0,210.0,250.0,5.0,1.6,0.52875,35.0,1.0,5.5,83.0,208.0,280.0,3.0,0.83125,0.50975,0.2279842858774563
75.0,75.0,210.0,250.0,5.0,1.6,0.5525,35.0,1.0,7.0,83.0,208.0,280.0,3.0,0.6625,0.5945,0.2869884061503004
75.0,75.0,210.0,250.0,5.0,1.6,0.5762499999999999,35.0,1.0,8.5,83.0,208.0,280.0,3.0,0.4937499999999999,0.67925,0.3711588265720474
75.0,75.0,210.0,250.0,5.0,1.6,0.6,35.0,1.0,10.0,83.0,208.0,280.0,3.0,0.325,0.764,0.5004639014340957
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.7,0.485,-0.00572135746644
75.0,75.58500000000001,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.689,0.485,-0.0057195554997017
75.0,76.17,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6779999999999999,0.485,-0.0057177902848976
75.0,76.755,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.667,0.485,-0.0057160627498203
75.0,77.34,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.656,0.485,-0.0057143715539436
75.0,75.0,210.0,250.0,5.0,1.6,0.52875,35.0,1.0,5.5,83.0,208.0,280.0,3.0,0.83125,0.50975,0.2279842858774563
75.0,75.0,210.0,250.0,5.0,1.6,0.5525,35.0,1.0,7.0,83.0,208.0,280.0,3.0,0.6625,0.5945,0.2869884061503004
75.0,75.0,210.0,250.0,5.0,1.6,0.5762499999999999,35.0,1.0,8.5,83.0,208.0,280.0,3.0,0.4937499999999999,0.67925,0.3711588265720474
75.0,75.0,210.0,250.0,5.0,1.6,0.6,35.0,1.0,10.0,83.0,208.0,280.0,3.0,0.325,0.764,0.5004639014340957
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.5,0.485,-0.0057657319381786
75.0,77.072,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.50575,0.485,-0.0057499624785254
75.0,79.144,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.5115000000000001,0.485,-0.0057344547269562
75.0,81.216,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.51725,0.485,-0.0057192036209909
75.0,83.288,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.523,0.485,-0.0057041930559258
75.0,75.0,210.0,250.0,5.0,1.6,0.52875,35.0,1.0,5.5,83.0,208.0,280.0,3.0,0.83125,0.50975,0.2279842858774563
75.0,75.0,210.0,250.0,5.0,1.6,0.5525,35.0,1.0,7.0,83.0,208.0,280.0,3.0,0.6625,0.5945,0.2869884061503004
75.0,75.0,210.0,250.0,5.0,1.6,0.5762499999999999,35.0,1.0,8.5,83.0,208.0,280.0,3.0,0.4937499999999999,0.67925,0.3711588265720474
75.0,75.0,210.0,250.0,5.0,1.6,0.6,35.0,1.0,10.0,83.0,208.0,280.0,3.0,0.325,0.764,0.5004639014340957
75.0,75.0,210.0,250.0,5.0,1.6,0.52875,35.0,1.0,5.5,83.0,208.0,280.0,3.0,0.83125,0.50975,0.2279842858774563
75.0,75.0,210.0,250.0,5.0,1.6,0.5525,35.0,1.0,7.0,83.0,208.0,280.0,3.0,0.6625,0.5945,0.2869884061503004
75.0,75.0,210.0,250.0,5.0,1.6,0.5762499999999999,35.0,1.0,8.5,83.0,208.0,280.0,3.0,0.4937499999999999,0.67925,0.3711588265720474
75.0,75.0,210.0,250.0,5.0,1.6,0.6,35.0,1.0,10.0,83.0,208.0,280.0,3.0,0.325,0.764,0.5004639014340957
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8,0.485,-0.0057008002940435
75.0,75.45675,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8047500000000001,0.485,-0.0056966150857752
75.0,75.9135,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8095,0.485,-0.0056924455121574
75.0,76.37025,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8142499999999999,0.485,-0.0056882913419164
75.0,76.827,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.819,0.485,-0.0056841529069564
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8,0.485,-0.0057008002940435
75.0,77.789,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8005,0.485,-0.005681200327329
75.0,80.578,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.801,0.485,-0.0056620752762404
75.0,83.367,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8015000000000001,0.485,-0.0056433981154399
75.0,86.156,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.802,0.485,-0.0056251433197906
75.1035,77.83525,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.9865,0.50125,-0.0060114575553387
75.207,77.89250000000001,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.973,0.5175000000000001,-0.0064050909920777
75.3105,77.94975000000001,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.9595,0.5337500000000001,-0.0068260211391986
75.414,78.007,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.946,0.55,-0.0072761081655455
75.0,75.0,152.622,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,274.44325000000003,1.2,0.98925,0.485,0.1605838802500135
75.0,75.0,153.577,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,268.8865,1.2,0.9785,0.485,0.1573962951256549
75.0,75.0,154.53199999999998,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,263.32975,1.2,0.96775,0.485,0.1541978821723778
75.0,75.0,155.487,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,257.773,1.2,0.957,0.485,0.1509885610040593
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6,0.485,-0.005742947161305
75.0,75.0,210.0,212.20475,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.59725,0.485,0.0005679236993963
75.0,75.0,210.0,214.4095,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.5945,0.485,0.0070531881598258
75.0,75.0,210.0,216.61425,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.59175,0.485,0.0134865287859004
75.0,75.0,210.0,218.819,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.589,0.485,0.0203239433180055
75.0,75.0,179.381,210.0,5.516,1.6,0.6,35.0,1.0,1.3,76.90549999999999,208.0,226.2455,1.2,0.992,0.485,0.0998940378663941
75.0,75.0,178.64499999999998,210.0,5.343999999999999,1.6,0.6,35.0,1.0,1.3,78.937,208.0,226.452,1.2,0.984,0.485,0.1022024649456703
75.0,75.0,177.909,210.0,5.172,1.6,0.6,35.0,1.0,1.3,80.9685,208.0,226.6585,1.2,0.976,0.485,0.0978282591076932
75.0,75.0,177.173,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,226.865,1.2,0.968,0.485,0.0850893580401412
75.0,75.0,205.99025,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,200.0,1.2,0.93625,0.485,-0.0025241245608148
75.0,75.0,201.9805,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,200.0,1.2,0.8725,0.485,0.0094279301518215
75.0,75.0,197.97075,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,200.0,1.2,0.80875,0.485,0.0213313078620505
75.0,75.0,193.961,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,200.0,1.2,0.745,0.485,0.0331843973785082
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8,0.485,-0.0057008002940435
75.0,75.0,210.0,211.1285,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8027500000000001,0.485,-0.0024715798964805
75.0,75.0,210.0,212.257,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8055000000000001,0.485,0.000804120502926
75.0,75.0,210.0,213.3855,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.80825,0.485,0.0041204548559541
75.0,75.0,210.0,214.514,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.811,0.485,0.0074822091278066
75.0,94.43825,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.99275,0.485,-0.0055361597299655
75.0,94.4325,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.9855,0.485,-0.0055375591459998
75.0,94.42675,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.97825,0.485,-0.0055389629829066
75.0,94.421,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.971,0.485,-0.0055403739482318
75.0,75.0,210.0,244.9365,5.0,1.6575000000000002,0.6,35.0,1.0,1.308,83.0,208.0,280.0,1.205,0.921,0.485,0.0945912160599508
75.0,75.0,210.0,245.429,5.0,1.715,0.6,35.0,1.0,1.316,83.0,208.0,280.0,1.21,0.8420000000000001,0.485,0.0973991203996833
75.0,75.0,210.0,245.9215,5.0,1.7725,0.6,35.0,1.0,1.324,83.0,208.0,280.0,1.215,0.763,0.485,0.1002971761195754
75.0,75.0,210.0,246.414,5.0,1.83,0.6,35.0,1.0,1.332,83.0,208.0,280.0,1.22,0.684,0.485,0.1031928880921849
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8,0.485,-0.0057008002940435
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8015000000000001,0.485,-0.0057004982832522
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.803,0.485,-0.0057001950765174
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8045,0.485,-0.0056998932074327
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.806,0.485,-0.0056995906800065
75.0,76.1995,210.0,228.002,5.0,1.626,0.6,35.0,1.0,1.3010000000000002,83.0,208.0,280.0,1.20125,0.95975,0.485,0.0506056985437382
75.0,77.399,210.0,228.226,5.0,1.652,0.6,35.0,1.0,1.302,83.0,208.0,280.0,1.2025,0.9195,0.485,0.0514498092486172
75.0,78.5985,210.0,228.45,5.0,1.678,0.6,35.0,1.0,1.303,83.0,208.0,280.0,1.20375,0.87925,0.485,0.0523011649304824
75.0,79.798,210.0,228.674,5.0,1.704,0.6,35.0,1.0,1.304,83.0,208.0,280.0,1.205,0.839,0.485,0.0531533639123485
75.0,76.5895,210.0,227.52225,5.0,1.60275,0.6,35.0,1.0,1.303,83.0,208.0,280.0,1.20125,0.95125,0.485,0.0490193988228936
75.0,78.179,210.0,227.2665,5.0,1.6055,0.6,35.0,1.0,1.306,83.0,208.0,280.0,1.2025,0.9025,0.485,0.048294615664925
75.0,79.7685,210.0,227.01075,5.0,1.60825,0.6,35.0,1.0,1.3090000000000002,83.0,208.0,280.0,1.20375,0.85375,0.485,0.0475607286419092
