Feature,Mean_SHAP,Abs_Mean_SHAP,Mean_Abs_SHAP
Current density (A/cm2),0.011971788065049139,0.011971788065049139,0.011971788065049139
Voltage (V),0.0006468156150329108,0.0006468156150329108,0.0006468156150329108
Faradaic efficiency,0.005419151252148,0.005419151252148,0.005419151252148
CO conversion,0.00012821984850714814,0.00012821984850714814,0.00012821984850714814
Crossover rate,0.0005350763114232782,0.0005350763114232782,0.0005350763114232782
Capture energy (MJ/kgCO2),0.0005854916188559299,0.0005854916188559299,0.0005854916188559299
Electricity price (USD/kWh),0.0010110939578820005,0.0010110939578820005,0.0010110939578820005
Membrane cost (USD/m2),0.0005432659870044474,0.0005432659870044474,0.0005432659870044474
