,Current density (A/cm2),Voltage (V),Faradaic efficiency,CO conversion,Crossover rate,Capture energy (MJ/kgCO2),Electricity price (USD/kWh),Membrane cost (USD/m2)
Current density (A/cm2),0.0,-0.0001475285559543234,0.02549309778657314,-0.002155721632475216,-0.006277283946702817,0.0007213359964099177,-0.0012456323143391936,0.001179756700259253
Voltage (V),-0.0001475285559543234,0.0,0.0003177921961790685,0.0005933448550831507,-0.0021254402952123716,0.0003210384836062581,-0.0011314766618069853,-0.0005979765173832027
Faradaic efficiency,0.02549309778657314,0.0003177921961790685,0.0,-0.0005510725007690879,-0.0009997995387680107,0.00023842053039335864,-0.0004541907473866226,0.0001266534981668757
CO conversion,-0.002155721632475216,0.0005933448550831507,-0.0005510725007690879,0.0,-0.00016060408931454465,0.001221112093932338,-0.00024782738157162336,0.00035586783009355097
Crossover rate,-0.006277283946702817,-0.0021254402952123716,-0.0009997995387680107,-0.00016060408931454465,0.0,-0.0003864347055593565,-0.0016587346703424931,-0.0019403642621387137
Capture energy (MJ/kgCO2),0.0007213359964099177,0.0003210384836062581,0.00023842053039335864,0.001221112093932338,-0.0003864347055593565,0.0,0.00012283260700403684,0.0006901724201940614
Electricity price (USD/kWh),-0.0012456323143391936,-0.0011314766618069853,-0.0004541907473866226,-0.00024782738157162336,-0.0016587346703424931,0.00012283260700403684,0.0,0.001062889093246918
Membrane cost (USD/m2),0.001179756700259253,-0.0005979765173832027,0.0001266534981668757,0.00035586783009355097,-0.0019403642621387137,0.0006901724201940614,0.001062889093246918,0.0
