Current density (A/cm2),Voltage (V),Faradaic efficiency,CO conversion,Crossover rate,Capture energy (MJ/kgCO2),Electricity price (USD/kWh),Membrane cost (USD/m2)
0.05997100621955313,-0.004431382684562951,-0.0842953558621892,-0.009654901941329074,0.006767107596871715,0.0035369686649412238,0.0018842753674448084,-0.0027245948121667994
0.09710865999026011,-0.0018206178765878686,-0.07913499801274429,-0.006716648307450785,-0.001967006767426595,0.00673666382053565,0.00026063490405182563,0.0047953136099201195
-0.07545134301410997,-0.0023430214131412775,-0.0669319019374688,0.014027048856325122,0.0026887462145753216,-0.0012754546122531888,-0.003011780854624387,-0.0017467467896239723
-0.02204287995567836,-0.004586409865944668,-0.04785761796411096,-0.009943450907846221,-6.919562190969841e-05,-0.001227893500661187,0.016023347448592917,0.0016305118345730546
0.010094463251639006,0.005121966895506492,-0.07498301041876215,0.00034660043227375186,0.006950484079165195,0.005801709026871712,-0.018274082024595573,-0.00043805046344738696
0.13242669287106656,-0.001910167854087009,-0.05667729127219457,-0.008957988206264653,0.009636275321826883,-0.00024696872815280907,-0.01876599685420719,0.005682178472981938
0.13570215411565242,0.008841631838492235,-0.09345208078413518,-0.005229159185732192,-0.0015155133415109367,0.006276018338298153,-0.020128198952748314,0.0009510098008034922
-0.036298815160592086,0.01005398580655856,0.13707696126998775,0.010534232309921017,0.0027698217467913705,0.002487800773982832,-0.02351572152843016,-0.0009209332543627519
0.005934226159328159,0.012601398332661093,0.14337286643925468,-0.012355259104927959,0.001172135372421047,-0.0016020052416409747,0.06045007500097633,-0.0016231577733829836
-0.0840075051064396,0.004898320363177865,-0.06293533376985998,-0.01730057268483517,-6.24894808083365e-05,-0.0009876131509176489,-0.022919059187659983,-0.002225060662922732
0.11519521690210315,-0.005991111253267011,-0.005783865406237459,-0.002104595657847405,-0.0018439142307247714,0.0015587854204862778,-0.020199018696222516,-0.0019093386189186373
-0.07182596203059195,0.012740762883506899,0.0022346136191561416,0.00960394912586325,0.0016056701487488308,0.0021863361025523777,0.027214802824799947,-8.372584126310062e-05
-0.014360752995815204,0.0007542551198454067,-0.08678331070044616,-0.0036726616923056093,-0.0007610803520755637,0.0014417292228906626,-0.020462495352561574,0.002306445198997758
0.13318730991179772,-0.008715965882787767,0.06426087476625764,0.017834553147087543,-0.002308820810052866,0.0032656682142973258,0.019949837045047974,-0.002130758228446411
0.27779047723010547,0.005317821362076221,0.14671334817824855,-0.006648282223471,0.0008558462576701564,0.005773159972521112,-0.04533990437807639,-0.001561153743325868
-0.12018334798596346,0.0007159604797693247,0.04732684414745485,0.016169810103592797,-0.00011406010790365739,-0.0005547296086522553,-0.037933650779761206,0.003004830048765628
-0.11953093820589619,-0.0013047790549191862,0.03787969265169512,-0.010073495124771216,0.005150109931309623,0.0022269977763363443,-0.027388792759257277,0.002160676541859703
-0.10547498665679189,-0.008403583170428174,-0.0064312893042647,-0.0018033642234235516,0.0025162555146114977,0.002125264469199954,0.04139728601786246,0.0010738394049846223
-0.10269361829132954,0.003440909020832707,0.02878921961223306,0.002619039488873794,-0.0015227367286933208,-0.0011872371429524644,0.02667923757774827,-0.000813036501788364
0.00042931593063088376,0.0029470923754594627,0.027761421563707193,0.0001379911617147211,-0.0017879347279145601,0.0019437177931299816,-0.031030952079463034,-0.001367496521716429
-0.06114272533946238,0.004938931004040317,-0.06749305131162213,0.014914291674637231,0.002023773967305184,0.003086707895074125,0.03542865641848681,-0.0021028081486409583
0.062226147785374164,-0.0010154543345362102,-0.09125916539904884,-0.013618124481411233,-0.0019161650907782038,-0.0021115856092007415,0.05234229349577493,0.012010379079688672
-0.01426378400106322,0.000401445576987243,0.017822566493864486,0.010070149671332995,0.00688841750950799,-0.0018734523804163714,-0.02957419515324939,0.002186570800505859
0.046063677258859466,-0.007017950597451411,0.08949985220874684,-0.002156262321805881,-0.0004029362570608097,-0.0029872258459171163,-0.000746473565453794,0.0022045464303476585
-0.08846665334358869,-0.00468505848979205,-0.027972933870625164,-0.009713466339523314,0.0018112753450071684,0.00047049702785012526,-0.002014194951948713,-0.0024352108500515983
