S1_Current density (A/cm2),S1_Voltage (V),S1_Faradaic efficiency,S1_CO conversion,S1_Crossover rate,S1_Capture energy (MJ/kgCO2),S1_Electricity price (USD/kWh),S1_Membrane cost (USD/m2),ST_Current density (A/cm2),ST_Voltage (V),ST_Faradaic efficiency,ST_CO conversion,ST_Crossover rate,ST_Capture energy (MJ/kgCO2),ST_Electricity price (USD/kWh),ST_Membrane cost (USD/m2)
0.6738959144710681,-0.0034867665743867813,0.324389650854803,-0.01682548848689351,-0.00634229941304639,-0.01462675326871827,0.030140513721155726,-0.012572713232965662,0.4755007034696286,1.0208827519195427,0.7406974736595034,0.9969565799462772,1.0058735151929876,1.011916153896397,0.9513407139317404,1.0115002598317624
0.6247570755182402,0.009417499359199711,0.31836967845100606,0.012927703190984813,0.015329843998584983,0.00465333811438401,0.04060884813895977,0.005585704509793361,0.4358219784398626,0.985561133260384,0.7088323719008964,0.9858086927145224,0.9859704449502242,0.9901341033991501,0.9426957676108005,0.9866919588117901
0.6401503166683699,0.01602966474057995,0.3691033564923063,0.03049743740734802,0.020174667168120355,0.0069508000960572065,0.05804144279661695,0.013647708669068167,0.41667158163309304,0.9841773387030143,0.7000772862450451,0.9807901637863574,0.9873120809486302,0.9856350144669465,0.9440536334863987,0.9875240635090283
0.6266039106803108,-0.0019381497166365343,0.322731421508303,0.006986688379290605,-0.0028828226322075647,-0.0036464475791771105,0.028717271132684977,-0.007886456939386334,0.4795010170285099,1.0058054949070458,0.7038299001613482,1.0069493618088297,1.002673043924939,1.0073780016428961,0.9556956748367108,1.004443688956428
0.5775614810207621,0.021261351952906567,0.36895890716269264,0.018295762107821724,0.015486111473553388,0.014246997419739926,0.07908930698880007,0.015547387014883134,0.4055611469369913,0.9885153201088414,0.696513550582498,0.9760880857691996,0.9810460863162555,0.98764371610913,0.9589011970779668,0.9875371499068032
0.628060738665021,0.004467977433291154,0.32659624324851066,0.0014130113585375638,0.005215291220508298,-0.0009165824916530295,0.04923301428604577,0.00757412981420107,0.4271392724286335,0.9966772592043285,0.683326730168533,0.9851094733858291,0.9945204657671854,0.9995796175913628,0.9615696711377765,0.998978659129327
0.5836542362897447,0.014733071129500341,0.29727684121298503,0.025151963938690892,0.01998113469719322,0.014107371012366015,0.04618811438668395,0.008988178507252335,0.3925888101869771,0.981550432951216,0.6480125267060152,0.9798244274110831,0.9820277690626968,0.9880019219073014,0.9413453839511492,0.9878888607878995
0.5598872733358112,0.02302536790806605,0.33502083935942145,0.015028770172850254,0.023983390002048643,0.015182951719480833,0.06689635152931411,0.014753417058601543,0.3459055424750651,0.9863329708668008,0.6975064310693754,0.9666625804422442,0.9749188316814111,0.9858457778413913,0.9463471881230218,0.9856138305398615
0.5845277284870374,0.01601899649101576,0.40895304464605414,0.029988225931519903,0.021467532899406182,0.01698371232050656,0.0644748105113871,0.013266840352788505,0.3749542874301791,0.9837223029980308,0.7358589763582803,0.9834606430140415,0.9867755807620933,0.98777893472441,0.9636722429966175,0.9900355966509823
0.6485994703209896,-0.010715343431239205,0.23174118426094545,-0.0006906921542294811,-0.014781249108944077,-0.02047367245716702,0.029863076856805615,-0.022494184343468157,0.5158802538812144,1.0198394300471143,0.666752368060072,1.0120921120100048,1.0131684592787085,1.012075772113697,0.974921673018874,1.0172224063744149
