Log (x0),Linear (x1)
0.6359454482848204,-0.8536597574558549
-0.1864248292092815,-0.8846228460837292
-0.2715215206909003,-0.632452867137028
0.07496044849411532,-0.7425938477302114
0.699892536726687,0.9619415196805414
-0.028873381408959897,-0.33262030889534033
-0.16919689295389717,-0.8074286246455082
-1.6678025079507106,0.23755699552081122
0.4268968425791517,-0.5338392408950854
-0.5939240271072861,0.8800478655236206
0.4902649076566772,-0.8427271220210999
0.6809868001686401,0.554153164766146
0.5962847358451124,0.5967286147664284
0.55758590139745,-0.09561062511332175
0.6583007902048827,0.7465546655967741
-0.3145664858384387,0.5659889419188378
0.03667569575417007,0.8141024381682094
-0.12970604288932974,-0.9519527045321607
0.7035332165348183,-0.9235857220805217
0.5068432428874612,0.6877890155598156
0.2831396448573891,0.02807512454314276
0.11645182826084755,0.14005319082469825
0.23846133532313085,0.18073498761833284
0.5344780307550223,0.14627412593860867
0.24273442560292646,-0.9540106353672042
0.541977637630604,0.5459799702120716
-0.031381071886062095,-0.019194049888735965
0.5856431203427279,0.1652275294217116
0.708155231921628,0.04823155491752895
0.17600831615463308,-0.6059625496232828
0.5247620018308736,0.0014549895010320668
0.49704732029526655,-0.9339046621373908
0.5329976851096097,0.34916152988227744
0.6622990145296896,-0.4232304751797493
0.5305373649019749,-0.8177904125080178
0.6923557234536113,-0.5821541399410375
-1.6208404868518702,-0.20559620263577272
0.6070948443890813,-0.6858169916886041
-1.673190347568204,-0.3083101827845456
-0.2508379089395141,-0.1436496530429494
0.411892096871584,0.08971611658908163
0.428291229549431,-0.9372266242445628
-1.3660481984734085,-0.8351777982385942
0.3392536033240894,-0.8013586710267859
0.2633032910698989,-0.689785728382013
-0.29558984180318926,0.5569362661192916
0.03416307359896176,-0.01461927703320165
0.224988799421308,-0.5119630616942521
0.3736206522369039,-0.028638191969706295
-0.0012329555732453201,0.21004363223410882
0.6343466950293468,-0.5935532504023282
0.4137938268681296,-0.1486057683283648
-0.8268629247605486,0.4265498323439545
0.14367752983977922,-0.8107188818083306
-0.20362348611443348,0.1325132770845694
0.6236522917392522,0.9385243195003583
-1.2278392177738122,-0.7980489605227308
0.340612493651407,0.9953049818804227
-0.32107939071690406,-0.7902109464841163
-0.6271681335521908,0.9248936681211992
0.667035715433649,-0.8598701443040566
-0.5975506924598765,-0.7071196782702128
0.3329451247584725,0.7264615405656047
0.2711600712146909,0.37978538120559757
-0.4404627338251259,0.8113833851578984
0.32447720778606803,0.08403613284193123
-0.9277860204821379,-0.11187864008154713
-0.15241849759920822,0.2530960611418023
0.7172373833396126,0.25785811038336104
0.4222501738688451,0.3155756027015686
-0.9025049104164536,-0.31205949876809747
