Feature,Total_Effect (ST),First_Order (S1)
Pd_C103,0.0018245612387074962,0.0018529561462297885
Pd_C301,0.00027555688589089546,0.0003159524868800449
HX100,0.057156904930513106,0.05719896163101685
T_E110,0.9251432174515513,0.92502398374631
L_R100,2.208748186618057e-05,7.311592520973837e-06
D_R100,4.574486611826399e-05,7.913421110819803e-05
F_S220,0.0007880017498005962,0.0007621946365419643
T_E120,2.0784823688718214e-06,-2.284256375867207e-05
P_V100,3.384560404816182e-06,5.724244117437469e-06
Pd_P150,0.0012594770650485826,0.0012856346171123405
HX150,0.005910056223109084,0.00588581760302518
HX220,0.00256733280465357,0.0025492408286625474
T_E220,0.002023766734698778,0.0019419497254310584
Rr_D200,0.0008516159336309387,0.000878505899999438
Pc_D200,0.0024599115475583155,0.002327069235513983
F_S220.1,5.0957311868055584e-06,2.5537758677233876e-06
