Feature,Total_Effect (ST),First_Order (S1)
Current density (A/cm2),3.549412869641013e-05,-1.3610831240323445e-05
Voltage (V),0.21864176538007737,0.21197029697276354
Faradaic efficiency,0.34273643001766047,0.3356425986183803
CO conversion,0.3882738500330741,0.37280913516066794
Crossover rate,3.680366017515229e-05,3.0143309288007026e-05
Capture energy (MJ/kgCO2),0.07318759825434658,0.057565232427467805
Electricity price (USD/kWh),0.00013764125753926124,6.927129712188441e-05
Membrane cost (USD/m2),2.4614142633636102e-05,4.196712516684422e-05
