Feature,Total_Effect (ST),First_Order (S1)
Unnamed: 0,1.6240479427280682e-05,1.0153685667935261e-07
Acc. Surface Area [m^2/g],0.23507607558033838,0.2342793091690601
Void Fraction,0.19113194304690756,0.19100804456140666
PLD,0.09315012861454099,0.09269677498257371
LCD,0.47779188760254915,0.47707983796227416
Density,0.0032439030157083043,0.003196586224132933
Channel Volume,0.0008959404723864083,0.0002653947066930036
