S1_Unnamed: 0,S1_Acc. Surface Area [m^2/g],S1_Void Fraction,S1_PLD,S1_LCD,S1_Density,S1_Channel Volume,ST_Unnamed: 0,ST_Acc. Surface Area [m^2/g],ST_Void Fraction,ST_PLD,ST_LCD,ST_Density,ST_Channel Volume
-0.02189454567875545,0.6376197720904293,-0.577694380651302,0.2042502708821944,0.6579525560526575,0.04065225047335239,0.1453871258054673,1.0203458138631103,0.2913204709412798,1.5308958013348015,0.7519426193119629,0.268288725092266,0.9583788534380603,0.8551952475330356
-0.01152163720420203,0.6395875588329425,-0.5110468439458067,0.21388966421350938,0.6847256912627249,0.04599363579651902,0.1521431311476612,1.0108481437707426,0.24935109492994756,1.597975813800669,0.7613435029833587,0.30636041144233994,0.9454717207946207,0.8527262691356252
0.02395228867564685,0.7660401361042996,-0.5595064626946815,0.3006569120342119,0.7800642366540722,0.09472626936035393,0.1949574515286365,0.9727145305364812,0.3709868166182424,1.4408136073978834,0.7751155471406515,0.34801535495484925,0.9219899878423881,0.8125129883112953
-0.009785491569541427,0.74994857854132,-0.5861976311781004,0.1564192690084118,0.5813358353470921,0.052258719220224764,0.14976448752583746,1.0092901121289006,0.33725616675366377,1.5479986719430447,0.6934757212679472,0.19898943929437796,0.9474288799726507,0.849690217764794
0.011137721272506906,0.8521832015187605,-0.7082944566656628,0.30130491779258006,0.8926277130059956,0.08396489099308635,0.19357169690800333,0.9877552915853596,0.45077121031268874,1.3438501119468933,0.8060270776825402,0.479761157983417,0.9413971027347462,0.8428549197333529
0.020734804252028442,0.668562032741944,-0.5253610146779797,0.23417981413145644,0.7439764718097311,0.08129516748204865,0.18567225698205037,0.9802440969112028,0.282262212459086,1.487935224438731,0.7250073087225716,0.3319347228346722,0.9199357464135933,0.832117811557472
-0.003440901596174913,0.5610557982022792,-0.4409778686426799,0.20592387518289554,0.6175303090455069,0.05079096380774773,0.15322100741448805,1.000647336887202,0.18173267809200955,1.6456153389512955,0.7215736666307019,0.2068901435467283,0.9320414438346111,0.8308648810082958
-0.007760076567242958,0.8122545541700711,-0.6036606980152417,0.2730730940531947,0.766989625494422,0.06492637695274728,0.16570845372720333,1.0089471600558726,0.41981387080286314,1.517859679717262,0.7960139309678553,0.3694627367602885,0.9557995679218925,0.851389652964216
-0.022014979114333682,0.6400658482926395,-0.48339939118913433,0.20019584735032867,0.6407758364204803,0.03896318144917428,0.13412217323494735,1.0193450887253854,0.2841215252466478,1.6599791401608688,0.7398319623545607,0.2479267841876991,0.9555966974802033,0.8508469117295027
-0.017355420456207856,0.6199745192839584,-0.4870937663951367,0.16994957711269787,0.5483749405437129,0.03915024953959924,0.136247061697889,1.0196707243318943,0.26437322349740444,1.6409080712796125,0.7163593866390601,0.1552136728257183,0.95098819381359,0.848851503667732
-0.012752715406054365,0.6485957990623274,-0.5284035427495912,0.19511166767322577,0.6155200823358421,0.044873630195942565,0.14157979996384001,1.0126115111343514,0.2980530703355123,1.5801979718598262,0.7317058756088064,0.20593635873634297,0.947685909132704,0.8317690187546627
0.010673817874075443,0.8270349714449354,-0.6066338793447742,0.2677566452388444,0.8021612105756045,0.08186264942618139,0.18462956018851973,0.9878052700006659,0.411108722723186,1.4497240516420713,0.7776558953265181,0.3963822823725177,0.9367529164770125,0.8416017338027814
-0.021655937258126447,0.7559449426819035,-0.6524088604736085,0.25277779547606116,0.7670561287456842,0.04773095373561482,0.16181382496280108,1.019680700380645,0.364023776995264,1.5005221509298878,0.8041232609843636,0.36441765126257086,0.9600524027040455,0.8622395325535837
0.014811529201332859,0.75402615578754,-0.5986769437340695,0.2860099944608642,0.7103804120344861,0.0814951994986825,0.1669364491665521,0.9866254728672622,0.35920266852437255,1.4542454332650467,0.7805748155552975,0.2880316497074351,0.9330536907178384,0.8191908658381084
0.0006710306638569739,0.7171676643088039,-0.5352265679439514,0.21267858020020283,0.6714653598584736,0.0656255127009336,0.1684369276254259,1.001775801194075,0.2933043706182066,1.5644123460094914,0.7362230748890893,0.2873348423569825,0.9410208061466491,0.8404706421549357
0.004652874183967748,0.7274193700858764,-0.584584890008433,0.3046151637004046,0.8626034422943817,0.07087156140165399,0.17868777583207152,0.9961634300086029,0.3621163254159466,1.4713286013061668,0.8087918297633151,0.44646551386198097,0.9432849813526702,0.8435603933077729
0.015818872408838093,0.6509728225854967,-0.44321064764162016,0.25713808801571053,0.6598961054150619,0.07106943697731594,0.16539292670230457,0.9846335664910275,0.2610945851710338,1.5990857457977667,0.7496984521402958,0.25505459356764393,0.9192698003154371,0.8256316753108588
-0.026458304117523167,0.5865726543479168,-0.5951297309577812,0.22575117302473277,0.6878858058797663,0.033239668242196464,0.13395094338731678,1.0212777644450968,0.22303208942860064,1.5642612498764796,0.7819836968986791,0.2920043733206874,0.9571515410087188,0.8539445315742082
1.4914604102487313e-05,0.7297890508788734,-0.5841095399528597,0.23398812074202624,0.686803664700822,0.06103971043617043,0.16309417618733105,1.001014523320627,0.3606485250345438,1.5023796862645493,0.7501428579079356,0.2674516360787378,0.9420308806680225,0.8391720298920943
-0.00022198081705263915,0.6130105353742782,-0.5133045266783135,0.21194380530268106,0.6592200119675466,0.06132679139233537,0.15650982818639464,0.9991126073855942,0.23522289150459064,1.5674510647555797,0.7281627092594433,0.25991184998490247,0.9370510529511262,0.8396642386705927
