Feature,Mean_SHAP,Abs_Mean_SHAP,Mean_Abs_SHAP
Unnamed: 0,-3.3060127265418044e-05,3.3060127265418044e-05,3.3060127265418044e-05
Acc. Surface Area [m^2/g],-0.0036203919370252197,0.0036203919370252197,0.0036203919370252197
Void Fraction,0.0034950176327603667,0.0034950176327603667,0.0034950176327603667
PLD,-0.001009220493477571,0.001009220493477571,0.001009220493477571
LCD,-0.002726418829886333,0.002726418829886333,0.002726418829886333
Density,-0.00023874405590888903,0.00023874405590888903,0.00023874405590888903
Channel Volume,-0.0003851911356324615,0.0003851911356324615,0.0003851911356324615
