Log (x0),Linear (x1)
0.628568629800482,-0.8952173110097417
0.16678983882584308,-0.9726351770459294
0.3382541037548834,-0.9130836390830206
0.16857389705164505,0.5148017737744299
-0.8122632114902563,-0.4011287464765153
0.3473724371331859,-0.4922720768592297
0.17385156915044164,0.3118337055611151
0.1480919147479538,-0.3315756571702524
0.5662355821855192,-0.5343487339989417
0.22455281108550107,-0.35646051725700856
-0.9368131472638106,-0.5649719887293696
-1.2163434954179506,0.23726912451329052
0.7609270366390859,0.4339468833717304
0.5114467482660803,0.5050698826176874
0.2896912478175713,-0.5454890386569851
0.46538329039957005,-0.4156902185988167
0.3589955387776729,-0.38824989908466456
0.6235729559849545,0.9631070771555752
-0.1030764333588352,-0.9073094250888434
0.5413515843967187,0.6375777682346411
-1.3828216864041538,-0.6570307970825318
-0.2190168612192005,0.7385020635120856
0.019451676015124875,0.15885427136861763
0.7439568682433062,0.2941101648720743
0.148861554454907,-0.27665476941316536
0.5119217368804685,-0.5076785666295287
0.05771355198553163,-0.8258258767337758
-1.475484262471698,-0.2684893349593467
0.19534846122371885,-0.7562533510397689
-0.17401217463977536,0.8127401959872964
0.5099601251748223,0.6217677219318529
0.06341501916174774,0.18342959476027776
-0.7705902432346659,0.40914626538101273
-1.284042831343617,-0.8871428643889461
0.042850890638662875,0.22075327951813994
0.10295871389771705,-0.5812986313008133
0.07078308108868159,0.8030078819867974
-0.33671305209951474,0.02527217411748084
0.10161547203467625,-0.675482675515932
0.35065366404695597,-0.05672807584803996
-1.198250505455881,0.4682812811940176
0.09332826821945339,-0.14147779193149512
-0.3857150774604394,-0.06772964804501735
0.3920531195125847,0.05050523801412843
0.6113742633244612,-0.9065197548884665
0.06075292767949736,0.23711718479177413
0.5178221202591331,0.7378977592452864
0.16358716129367057,-0.2919255696454379
0.10223917876218525,0.14120304963565355
0.7104414590523098,-0.16229335013235735
-1.400418308144318,0.6180190308983022
-1.1098946247707193,-0.18239739828658985
0.26725283879088524,-0.26599874087114994
0.6689673011892172,-0.5913643856539814
0.7215814678703865,0.8885529814380773
0.016299277611427243,0.13208600473382281
0.709370880909824,-0.6286255498638926
0.3693391302726312,-0.5214314977104386
-0.8111001766547912,-0.13978415866145144
-1.2516614179128935,0.7914766961811028
0.26200361351585144,-0.4976887719655627
-0.47341424769044704,0.5637081411975704
-1.3198499803991197,-0.18881504722883502
-0.7423433453947743,-0.3010696958754504
-1.0727064939618725,0.8956996968951891
0.49365529159755495,-0.8714744855718237
0.6253954142764375,-0.6742300765774483
-0.354580233928493,-0.8394276704913929
0.26629917467192876,0.10907336743365215
-0.5022738411707599,-0.16966259759940172
0.5229662014138887,0.6206991093730732
-0.30358977805454157,-0.453910105715855
-0.41950715015985995,-0.039832518668852845
-0.3019395761956931,0.09431396993685337
-0.034975297125744875,-0.8201243934250357
0.27074633981953466,-0.7573478379013578
0.15810186698612982,-0.5623518438468444
0.46367033580837025,-0.1457780184950821
-0.662163657231231,0.698374036179463
-0.4670001160580364,0.2583605337954886
-0.4116150207027631,0.1592995989225099
-0.7831626466762797,-0.4030864798029189
-1.5352248446504426,0.42164267775020936
0.0002689736701957379,-0.33262757091719974
-1.338757774260467,-0.7244573380656729
-0.6747021978054428,0.7415218428739718
-0.20356384305345943,-0.49721752997243485
0.691038366466824,-0.050889368432079474
-0.28696783934562675,0.8659597825960443
0.22137099399864257,-0.20787463324283517
0.5331130752236841,0.148834538081702
0.06039752211780658,0.29003140253834325
0.1739400130682105,0.4241343327860414
-0.12886556352722822,-0.5153586266451566
-0.21424482473475015,0.27392081451757333
0.6575434106059603,-0.15370538713957593
-0.35820181107675064,-0.014947884043014836
0.24773556212291026,0.691171424511339
0.3280709667349997,0.6910447317802293
0.3135525218059554,-0.6291512927468328
0.41091791308439496,0.5948341989360204
0.5651692275805384,-0.9871128894801475
-1.227542097383898,-0.6869675951533079
0.3355639560082897,-0.034514170125028665
0.46442098457260617,0.07999724508258899
0.7824366847990722,-0.5357143332047403
-0.7686126099788306,0.772588780507363
0.133992680103024,0.7322237429840304
-0.10301682162937986,0.5298463715103212
0.15398833852595994,-0.8050325852909725
-0.3749695963218247,-0.32951648610546536
-0.12648537382317349,-0.26155236986513275
-1.2279103436214491,0.43686553858502464
0.07366481569385708,-0.2135830664757592
-0.014924118825270005,-0.5646861130486196
-0.25138915679101825,0.6625720752341409
-0.042243424018900244,-0.38335384841220965
0.3817585443535283,0.0034115932987639486
0.6714310717385352,0.24353058963429808
0.12469846683943797,-0.7059932004667109
0.12926044487615318,0.615119042445043
0.5783562127610269,0.018028555872766194
0.3205596107824298,0.8125559777314417
-1.4594611428619189,-0.5784519183819192
-0.4411041848466284,0.6501183712366525
0.14025985139810193,0.10485190118674148
-0.3932728307219231,0.25034993192969446
0.3665972797972894,0.9202510590242157
-0.15679144715750737,-0.23608835992989774
-0.12019686158458165,-0.4569670443017271
0.6843477230576067,-0.15319803146372624
0.27138281343946846,0.3991298650210042
0.6931682658076548,0.03576823665357298
-0.403840175901655,0.9410843889385927
-0.0766693230491644,0.25075276427143467
-0.20602105198253806,0.38456181578331217
-1.5026767253336768,-0.9545106595961075
-0.8461284465052599,-0.012270121023665537
0.0440939460073666,0.7278092471772839
-0.32007334005945043,-0.6968443310790564
0.232743225359912,0.37047370101464705
0.67233212225346,-0.05414557600390357
0.3873384929610846,-0.020213819881436557
-0.9346829198945111,-0.4984575540854367
0.37832201510543473,-0.961405662047629
0.04247014540785354,0.7330547936905263
0.7126103508251267,-0.5480802482208615
0.5301411843365846,-0.3219630932576729
-0.08900889649652943,0.7977135579668546
0.670002108719157,0.8576965733246653
