Feature,Total_Effect (ST),First_Order (S1)
Current density (A/cm2),0.9236816006857437,0.8823404416024361
Voltage (V),0.0008812209643408221,7.86224035485439e-05
Faradaic efficiency,0.10040429133065634,0.06472665212946625
CO conversion,0.0032388414136020937,0.0023041039925892374
Crossover rate,0.00011582662721250329,0.0001867600351088463
Capture energy (MJ/kgCO2),0.000874420864027805,-0.00035267112551936534
Electricity price (USD/kWh),0.014705245975458438,0.01420784804803089
Membrane cost (USD/m2),0.0003309644439425509,0.0002824228790417739
