Feature,Total_Effect (ST),First_Order (S1)
Current density (A/cm2),2.075118127206536e-05,-4.649281908102752e-06
Voltage (V),0.21424284762788143,0.20820355674172503
Faradaic efficiency,0.3476362496997141,0.34161747729179887
CO conversion,0.38449975148667953,0.36627694057161336
Crossover rate,2.8711515271969193e-05,1.3928934971836347e-06
Capture energy (MJ/kgCO2),0.07813612404141326,0.05960603569583601
Electricity price (USD/kWh),9.095717949947216e-06,2.0786404147432023e-05
Membrane cost (USD/m2),3.937937396159571e-05,-3.9256031477070447e-05
