Current density (A/cm2),Voltage (V),Faradaic efficiency,CO conversion,Crossover rate,Capture energy (MJ/kgCO2),Electricity price (USD/kWh),Membrane cost (USD/m2)
0.0,-0.03951439594508752,0.055336344445361514,-0.09049224606524423,-0.00040084173117564323,0.037217046542167904,-0.00023976266205733704,0.0010256600946631294
-9.0068697762756e-05,0.05986310587279997,-0.003963501320961507,-0.06711696254051147,-0.00020019907472161705,-0.024350122937741626,-0.00032776479102672066,0.0010282162791459583
4.925445989630234e-05,0.0906103979665176,-0.0620427279580175,-0.02857469577478961,0.00032885052054370455,-0.0026205016550505467,0.00018848352684347095,-0.0006248873453971022
0.0006413247848470746,-0.04943717758025701,-0.05639532182625596,0.01650347244898206,0.0,-0.04576810092023073,0.00011295391722584419,-7.680749521712937e-05
-2.415585370971196e-05,0.016793798850556457,-0.051328713657822406,-0.06962192637041008,-0.00012055947279449283,-0.010626477783986305,0.0,-0.0001479363741854505
0.000647678826432779,0.0213197944599279,-0.00515165512659848,0.10592267575386154,0.0005603573202948258,0.05345479126608518,0.0,-0.00013405034551020045
0.00038418981527175576,-0.08547370053563712,0.038480186752004736,-0.015462523965227458,0.00026537931916316367,-0.03534214082937694,-9.938611369744721e-05,-0.0003415909814742422
0.0007055588424904022,0.055704329299047985,-0.06037198514290198,0.13893639738481367,-0.00029709435314476796,-0.054789954392128415,0.0,-6.429963065923694e-05
-9.279494116744965e-05,-0.03275079406613996,-0.08116991497562528,-0.06404691189620504,0.00047393596821924483,-0.026282328606863057,0.0001602630676771355,-0.00013404762661664818
-0.00047544579803875824,0.000974178185703582,-0.08786103412414939,-0.05402354828237387,0.0008597081116040191,0.03880159525876718,-0.00014788245848817988,-3.133802073036762e-05
0.0002155090133510451,-0.004978319128912224,-0.02102583411814796,-0.033480399226602856,0.0003266632881232553,-0.023760674278627235,0.0,-0.0006031959134919019
-0.00011065486167260996,0.07360816806954189,-0.05266900089669107,0.04902313562993259,0.0009017185393215254,0.05498309712704495,0.0,-0.00038190566560369524
0.0,0.0633540129181622,0.10939175840370614,-0.05203094764227725,-0.00023479831392720407,-0.021398375275297376,-0.00044087466279884603,0.00012180138136184959
0.0005741368191088288,-0.07055619645608588,0.12004568198869306,0.06240196348896595,0.0,-0.05257996676158947,0.0,-0.00021591355966031622
0.00030871098737828256,-0.044805936199544205,-0.08075019203542047,0.008955522978090038,0.0006147528964338257,-0.035132538550350874,-0.00024110090547100886,-5.330242660792073e-05
-0.0001785049859830412,0.08222103988741687,0.04396244544485894,0.003968296601364308,0.0,0.019864804794407186,0.0,-0.0004547158266211542
-0.0005380642690553889,-0.0760986483964727,-0.061417044497771946,0.01695023607751701,-0.0010582671000172693,-0.04204407627515339,-0.00011099964643703578,0.0001314883098214037
0.0003692895688608456,0.017127826844093252,-0.012539094060257196,-0.0563939554324119,0.00020611619456764734,0.0008382899094207555,-0.0001062584343577283,-0.0005435561049622447
-0.00011292423091384842,0.08946065004441747,0.01548360109348232,-0.028728853607722506,-0.00026971225946855994,-0.006697281714933019,-4.616884430892754e-05,0.000538077393871747
-0.0010159581552512892,-0.0820528408033008,-0.004308638627947984,0.025988940841066385,-0.00036068983504261576,0.02594678093725418,0.0,0.0
-6.626566362133435e-05,0.05957104480287009,0.1435744227909949,-0.04946136301990302,-0.00022613660734997353,-0.01594851091672235,0.00029651986606477293,0.000689009245830343
-9.243954194935418e-05,-0.006345385910076074,-0.06408219949581971,-0.022550600825154733,-0.0008815272750338711,0.020342993347169772,0.00015622751662796203,-4.6342572281254935e-05
0.0006095422910813719,0.04027642670388136,-0.022083049958362497,0.07102166923011193,-0.0007152467224871027,-0.017781537446255824,0.0,0.0
-0.0006072908877786172,-0.008015452303162331,-0.09175840672340649,0.023218174626766758,-0.00015564540410419874,-0.04444297012527423,0.00030160447855906436,0.0
