Exponent (x0),Linear (x1)
-0.10327891727667993,-0.8721072342425327
1.1766983629857108,0.5803230139552813
-1.2011745646497083,-0.11998413464381663
-0.9978872092438942,0.25473607045281255
-1.1212686958615208,0.7405405910922773
-0.8915291675775239,-0.38774694365828943
-1.4521024526247377,0.8029384236771642
-1.4202374818629018,-0.19507593507956056
1.416223529398168,-0.9344882642871797
1.9514443082441637,0.9565043493685017
1.0651054327390121,0.19761302003274395
1.680811516099522,0.9027805604054766
-1.410590670895274,-0.09234000862222302
-0.7782808350743424,-0.8626207737642042
-0.9784338724328485,0.19596340499664544
-1.6185526500170244,0.3394856505731614
-1.632372655233735,0.13639420761917576
-1.6105162387208636,0.3359878317821221
-1.4833872511609327,-0.4993388918921906
4.051756526384005,0.672092585542404
-0.8557503406359968,-0.5641203165213113
1.7065508931755198,-0.40529820671577976
-1.3688022346122164,-0.23666652262828136
-1.1238922161219007,-0.6761394436304686
-1.1154157856702192,0.4254700345386895
5.310959906633468,-0.2441946444737093
-1.4852615768448825,-0.7563923077995542
-1.484215234306907,-0.626403125308209
-1.4804326602402873,-0.033202446601861224
-0.5360744125472223,-0.9647369483482846
-1.675362746628114,-0.0950555712102481
-1.6258108842654533,0.5317475787195995
2.3518154372102473,0.3631173349312151
-1.6236842516259868,0.23780335530757424
-1.508959069152347,0.9648144153402254
-1.125084415207796,-0.8131021886543846
-1.2109127045980141,-0.18897383212431573
0.2817267008052281,-0.6256355458124933
-0.7963436631068731,0.4063851893541143
-1.226213354085354,-0.3359659039366969
3.0651074788839607,0.8131696883235726
0.6487211052031142,-0.7081427215282862
1.6483728495657108,-0.22538743462378896
-1.6310965072735801,-0.20389896263711083
-1.277930181586757,-0.9406489012846275
-0.709752559881541,0.7092393869576751
-1.5341443180553584,0.19274362704943715
-1.4830052960171325,-0.09854638518853154
-0.5941187770241343,-0.8224373084500292
2.589460264624446,-0.024294296328317255
-1.4459709212487528,0.919228920384723
-1.5837803478285506,0.265452686640651
1.8471046826754705,0.8046827380661685
-1.2584987428850951,-0.04832932782846666
0.6053701362471596,-0.2945317888213054
-0.922767616640398,-0.19607507202778707
-1.4865911325331849,0.7965464180198387
-0.5556401219612042,-0.009669296117082116
-1.5139564727432913,-0.07606754234237689
2.8917404696266176,0.3673147106529582
-1.547809361518465,-0.13115145195102285
3.081627160814006,-0.12859756764008656
1.008782457568154,0.15380090875159658
-0.31065639713168647,-0.9235038423543263
2.654526973116054,0.4215159636105317
-1.6302729789964698,0.059646131781992295
0.8896824977595965,0.7399911699798201
-0.11980737776804884,-0.9696649022993089
1.4381676940668862,0.47864062180723366
3.768073044112483,-0.3192806161590851
-1.4139723196940113,-0.24376355461563048
-0.5485414650783851,-0.05802261496153083
-1.6064277122303743,0.02972419673163662
-1.5080391962880122,-0.5913069728437672
-1.1380123649193146,0.25404373859350116
-1.3311329858390624,0.8101071477659523
1.2456879091004778,-0.5259335989122413
3.7148640108550954,0.44027283070367806
-1.5722868539495187,-0.7945398537387818
1.1756308201544015,0.9240113553551235
-1.531142736261824,0.7440220486983466
-1.110569977257478,-0.019137543765134657
3.166178097592539,0.8816180121488078
2.4830694878650386,0.16327911773500192
