Feature,S1,S1_conf,S1_CI_lower,S1_CI_upper,ST,ST_conf,ST_CI_lower,ST_CI_upper,S2_sum
Acc. Surface Area [m^2/g],0.19856385251655442,0.024103581942075902,0.17446027057447852,0.22266743445863033,0.1988177085037971,0.012754919235969683,0.1860627892678274,0.2115726277397668,0.0
Void Fraction,0.1709120610485057,0.022441017272559486,0.14847104377594622,0.19335307832106519,0.1704809763339698,0.010438677672460574,0.16004229866150924,0.18091965400643037,0.0
PLD,0.4683771818006473,0.040171943148526255,0.42820523865212107,0.5085491249491736,0.46835442003217365,0.031340971285981456,0.4370134487461922,0.4996953913181551,0.0
LCD,0.13614889029534316,0.019909121294298233,0.11623976900104493,0.1560580115896414,0.13617978993181235,0.009116512471668394,0.12706327746014395,0.14529630240348074,0.0
Density,0.019511625554758463,0.00800747459316877,0.011504150961589693,0.02751910014792723,0.019587743594770703,0.0013799764058769243,0.01820776718889378,0.020967720000647627,0.0
Channel Volume,0.0064483316826724904,0.004778565255227077,0.0016697664274454137,0.011226896937899567,0.006437007813026843,0.0004999983428535869,0.005937009470173256,0.006937006155880429,0.0
