Feature,Mean_SHAP,Abs_Mean_SHAP,Mean_Abs_SHAP
Acc. Surface Area [m^2/g],-0.003757858889025561,0.003757858889025561,0.1429895571117413
Void Fraction,-0.0008408524037652853,0.0008408524037652853,0.13462268697922664
PLD,0.008009977434263283,0.008009977434263283,0.22308056436595877
LCD,-0.011897523655875389,0.011897523655875389,0.11660739196496862
Density,-0.0020141708400653177,0.0020141708400653177,0.0442918455751889
Channel Volume,-0.0024723591337836664,0.0024723591337836664,0.025214416311291652
