Feature,Global_Attribution_Score
x4,0.99452806
x15,0.03185363
x2,0.014322549
x13,0.004953656
x10,0.0031813304
x1,0.00043451873
x11,0.00024844633
x3,2.7518603e-05
x5,0.0
x6,0.0
x8,0.0
x12,0.0
x14,0.0
