Feature,Total_Effect (ST),First_Order (S1)
Current density (A/cm2),3.0496466444283352e-05,2.3102904183379197e-05
Voltage (V),0.26516497259965943,0.25458092398988624
Faradaic efficiency,0.4341178222149323,0.4229308923411165
CO conversion,0.2630515926334899,0.25156949008265156
Crossover rate,6.503404558624194e-05,9.212100058608319e-05
Capture energy (MJ/kgCO2),0.057637669085327706,0.04746642588744516
Electricity price (USD/kWh),0.00013688764240732163,-0.00014023280227047765
Membrane cost (USD/m2),8.844977761310199e-06,-8.010558144426966e-05
