x0,x1
-0.027728543281551943,0.29262080669402746
0.04645181655883679,-0.021102514266966743
-0.3026113128662091,0.569025640487669
0.4031014585494983,-0.24367413043975716
-0.4267274904251108,-0.16186439990997226
-0.06277986526489343,-0.6522892665863029
-0.7029475784301749,-0.6602176380157481
0.40787273883819886,0.20722780704497978
0.03907470226288012,0.6836098432540876
0.2912190628051734,0.43581900596618883
-0.08035533905029357,-0.10726227760314888
0.31557253360748305,-0.4740754270553591
-0.41037343978882035,0.38186493873596383
0.020638771057128302,-0.9316660404205317
-0.1651279497146554,-0.22293770313263472
-0.05728887557983153,-1.5822730922699
0.38663581848144446,-0.5819104862213127
-0.7616025972366351,0.2293957471847552
-0.6030649995803756,-0.22075161457062542
-0.4949981832504262,0.37094486713409314
-0.6563069725036623,0.5686039066314699
0.0026147699356089404,-0.940820803642274
-0.6214735174179129,0.7666071748733572
-0.31548043727875186,0.2886103487014813
0.23334554672241037,-1.707110280990599
-0.5640942955017101,0.0660776233673106
-0.1230930662155183,-0.3557471227645843
0.15037853240966736,-0.12175526618957466
0.12759357929229775,0.18960772037506057
-0.3233188962936371,0.7601033258438079
-0.6417085790634163,-0.0678845548629754
0.33029321670531964,0.4747315692901637
-0.3680364751815768,0.5999735689163179
0.010855479240419186,0.5704411268234235
0.41306356430053803,0.746131067276
0.3022554349899256,-0.8112155199050868
-0.14164966106415022,0.240625481605532
-0.5402521705627468,0.7047053623199488
0.42032030582427815,0.763957867622377
0.2669025087356607,0.6219559717178305
-0.4733619642257647,0.010810532569880849
-0.39997907638550156,0.7029572772979771
-0.7864391374588022,0.6718300580978402
-0.04335849761962951,0.7652095317840582
-0.49722354888916076,-1.013968133926391
-0.6127075529098551,0.30484781742096345
-0.07521934986114154,-0.48830139636993763
-0.4761812257766742,0.030489802360536444
0.33613947391510024,0.7354563570022581
-0.14729233264923547,-0.5923129320144609
0.1856263351440468,0.6733344554901084
-0.3111719942092881,0.2749167966842636
-0.08391662597655802,0.3510576534271195
0.41851309299469097,-0.3529091978073131
-0.3388456916809126,-0.6421745967864947
-0.1485010910034159,-0.5304266452789328
-0.31468366622925004,0.5516714191436787
0.31945825576782205,0.44487992286682143
-0.3682679748535147,0.3301206874847402
-0.3699647951126135,0.524653315544132
-0.2353796577453613,0.6730071353912352
0.17785648345947003,0.3324924755096461
-0.5721797561645481,-0.3137019824981717
0.35804441928863096,0.7342223024368328
-0.3261842346191406,-0.29240357398986827
