x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0.32441742651803024,-0.13535501137990968,0.026061529432026553,0.09442520757706085,-0.08702154923999245,0.3449519595494358,0.34142583718375163,0.5552646733389968,0.15039763611081883,0.6546940325479631
0.38503369532690834,0.2611819581682708,0.07401133995964136,-0.011960571728055758,-0.013176956555201583,0.05945004390535071,-0.6891263082897855,-2.37369638453589,0.1038546673759567,0.03692649458325294
-0.6189469058172997,-0.2455635241705331,-0.02713478699941414,-0.028308950696668077,0.03617806681375546,-0.07740216501932091,-0.21090736908383,-0.9576998639485197,0.09500433705344818,-0.8322104534270297
0.4487841160183823,0.451414070447286,0.044522560937062874,-0.03872638245234127,-0.10412294112311374,-0.004647606440955299,0.32939396579681984,0.16355424217950937,0.30199794735984337,0.03920190685514169
0.23642988911886084,0.6720407577544912,0.06586798372722857,-0.023434416437905302,0.06073660007355733,-0.7850491751564858,0.27028526321289803,-0.014973630768911894,0.2789001268962058,0.640313354204571
0.3774247966191082,-0.8683485588951668,0.04428775607215041,-0.06305757772354703,0.1631347536662257,-1.0681109286111456,0.11236471893673733,-0.10505944554767996,0.18163520410325423,0.35593767829168294
-0.32455188238052857,-1.0915336020787536,0.03151405435895124,0.08305880693405472,-0.11043067420475296,0.024135791990492095,0.3928781696047094,0.4270696262480699,-0.17326136361985073,0.49091641463930635
0.0762466554641715,0.7557117346052112,0.058425049585007334,0.08512450882745153,0.0050151351292901936,-0.5564498796765749,-0.568797419532896,-0.6993418582734566,0.028299563998268433,-0.20760099043164967
0.04692960516611617,-1.7752253490175511,0.07950177524203315,0.04612157859499311,0.12004087071191201,-0.220572839101152,0.06287638965485556,0.660676188484069,-0.4390593285787656,-0.9208070567448906
-0.4275007064910138,0.5258344902159674,-0.05424267750694778,0.09465772802867747,-0.12189595435915017,-0.6499059265681678,-0.33693824217054846,-1.7276201480532447,0.2140960879401592,0.31426238112979477
0.03519799240051749,-0.269529868368118,0.02068191591898364,0.0021016025543214023,-0.24631242833818076,0.38096256378718674,-0.1271070322309228,0.5899152830366038,-0.17857227755349875,0.21631623286292997
0.31549246621510607,0.36021779802110265,-0.0638085058303139,0.06741233754536709,-0.24584264145200274,0.341694206570816,-0.6702756614079546,0.3760823373037664,-0.04843133955152795,-0.25947447672344254
-0.15663917081318196,0.13902087231287563,0.029268821004837187,-0.10487450263613751,0.11238739251333815,0.3137018386749985,-0.34903084820036284,0.3406896650980373,-0.2931385773855532,-0.655983612211919
-0.7172090085498841,-0.20219599637530716,-0.029210892071796057,-0.08125214594886432,-0.23211713538094456,0.4522287677583227,0.17193089700123207,-0.8058633938895321,0.1138459785703601,0.3373134412765487
-0.4167973979465559,-0.41106678611513203,0.07941328303019299,0.029855056036084404,0.12677615162682881,-0.40995764267633883,-0.28766761679876285,-0.28839208920796555,-0.4347878394656728,0.3172679402941751
-0.4665804180114946,0.38029280368865076,-0.06808075005667365,-0.025442268129378588,-0.14212902162945226,-0.0014951018076123923,-0.164719925517127,0.3169660583980497,-0.29194904869321925,0.6392788384452676
