Feature,Total_Effect (ST),First_Order (S1)
Pd_C103,0.010948961026671599,0.0014888486867831866
Pd_C301,0.06048224188519316,0.001982521429277118
HX100,0.05594325496660322,0.0008428600904221931
T_E110,0.09451285872238041,0.002212860434266088
L_R100,0.01788487869105678,-0.0010595195028096334
D_R100,0.010243239226440498,-0.0017739655018673502
F_S220,0.030832215243167312,0.00022667178918951602
T_E120,0.08198128481059169,0.003565614485913835
P_V100,0.00013562389086667725,-3.135553505826077e-05
Pd_P150,1.010802381016448,0.17666952243172143
HX150,0.5367855111262863,0.03088356082198271
HX220,0.0002114603115181419,0.00022763988549220684
T_E220,0.015017472859852709,-0.0029488686977327534
Rr_D200,0.04617679176678057,0.00026763714027667855
Pc_D200,0.01449452610265929,0.0006814640051949304
F_S220.1,4.622865782769199e-05,0.00012083352279798601
