Convex (x0),Denominator (x1)
-0.1381113621200222,-0.11302535386544213
0.41110810594937175,0.016547018937188518
-0.056452354516751735,-0.1279696507621459
0.39559761654378855,-0.3163527707345266
-0.17040504031593337,-0.09359235447258321
-0.9410797635783934,0.6714936632912252
1.675740959077607,2.0009690331093646
-0.19460352161026237,0.13849595300689196
-0.16622260837754282,-0.07925151452878088
-0.05621790818410834,-0.07586246606970783
0.25224892198498045,-0.09209963973451152
0.09194028986433964,-0.23466832813315291
0.2955820905619924,0.07165487468564036
0.35937042542832986,-0.2736813381114087
0.24296584324626702,-0.18593937975386388
-0.017800723657047296,-0.14616641039355505
-0.19701505530420524,-0.08095469731606367
0.2543310934205787,0.35615457178696497
-0.18139041782281226,-0.08513259449770802
-0.12229385783113078,-0.12743464370035673
-0.055426906371231044,-0.15702252049822796
0.18896329144218166,-0.24537391259154245
-0.11703153850548013,-0.11704177957612787
-0.12693569314127467,-0.1072608408489164
0.29773154980580185,-0.23465383782704913
-0.17374136485806124,-0.10168192707090207
-1.0141205879490949,0.9227194683991629
0.23339188383057388,-0.2901239460337167
-0.19779143095482177,-0.08052928562752637
-0.14126012226197104,-0.09475299688071845
0.5997183318860989,-0.04248021976625449
-0.7066585188798931,0.6234656578311077
-0.14477194120256098,-0.10722226676056318
0.06047521012073731,-0.14101688658855388
-0.14370274176594017,-0.10715231805299841
-0.8930956773348471,0.697205698292094
-0.2214373787203504,-0.05670514820604999
-0.3355510043856246,0.06868899289002944
-0.030989961187443932,-0.1636833829208063
-0.07337099177742298,-0.13336296822467059
0.12968066655130514,-0.25693204188954477
0.1910794864207471,0.20213733525019248
-0.25768707918586997,0.19832482529060202
-0.13899637751879235,0.01084356051752497
-0.13889609864940108,0.13446370199010108
-0.1578080992547548,0.15100560909698962
-0.22294092408198732,0.09823177647253767
-0.1403539644556525,-0.10459641629963298
0.22109531002690827,-0.10087745686497865
0.7016436793628461,0.6807187359300882
-0.22831706102519714,-0.048219314764560456
0.3268635409480898,-0.32983237070688515
-0.07172363521255584,-0.04095620427352897
-0.19504561206458357,-0.05777144089853578
-0.2060578421195398,-0.06732088177176415
-0.19209057265548207,-0.0857658193507343
-0.18669326971193617,-0.09136589492228059
-0.08559047141277783,0.07265125412221236
0.21458446806866013,-0.28535000315403736
-0.47331656783612913,0.32427826976395957
0.2720516260279715,-0.06985194567295877
-0.2196851985147834,-0.05450273815397011
0.09868683444771087,-0.09994063063297576
-0.24702315643819894,0.055727683888201596
0.29794943108408695,-0.34421930294518044
0.1330345959422469,-0.10241287343932318
-0.2612944791613985,0.003294541790383687
-0.0694845689687135,-0.12075430162895642
-0.03469744459442027,-0.04434477412515443
-0.18007179317681443,-0.09808994662070858
-0.04775803136127868,-0.15516497485827
-0.012680058234953273,-0.1718732086804466
-0.149979700264066,-0.08573163091494293
-0.12421814304046859,-0.07218050390867344
0.39547725203344186,-0.026356839517196085
0.04571940305471847,-0.19658238439688605
-0.18910377491981406,-0.08059438678659381
-0.16631223474583642,-0.10389557341840908
-0.30270547522815605,0.2581148811694153
-0.07612787604555296,-0.15295544006428974
-0.19280733639039394,-0.0854050699627843
-0.055514881564590335,-0.14671227075072968
0.25621765623418513,0.4197073666989677
0.4596087401575403,-0.18494359147568268
0.44101662045118806,-0.20406110613634737
-0.3133896885424223,0.08339044630597703
-0.29956030485237783,0.029795586153237852
-0.04884579349323073,-0.16604195613719186
0.31850786290143596,0.0836745552458174
-0.1917639943672327,-0.08532137829711536
0.12187493813764827,0.3086140830132687
-0.09445837867002826,-0.023060919607648778
-0.2602557635150614,0.011489781607873173
0.10199082376843097,-0.20605951469299022
-0.04637145063028672,-0.16145357077139613
-0.12258270790066905,0.10165737146651149
0.19093949983938777,-0.2132767175057174
-0.19275754932495162,-0.07098575790696157
0.06126945231102576,0.07163569432018119
0.14103744039598215,-0.14590400114459356
0.2855531145574545,-0.2495251840849424
0.3147176924455836,-0.32052321440467235
0.32651296005888053,-0.052491865218764866
0.5599912181071056,0.03487279586847447
-0.19291593120798964,0.005560333280037105
-1.0906188960075975,0.8471844150841745
0.043684008975378774,-0.20421581574084285
-0.23337241961282468,-0.04166302220992596
0.02493710336457483,0.3264933604051803
0.20092113930535788,-0.17783385117492767
-0.2006774808251843,-0.07203762117301701
-0.1612649913494429,-0.10818955407014846
0.07187036913152606,-0.19926550047906927
0.6412657834655043,0.6747930086897121
0.1999546806438796,-0.29941367912721084
0.15861825369396998,0.03318307906196094
-0.2504042472020658,0.010042749074341828
0.0847766299652081,-0.16213867599059983
0.046153972278087846,-0.16124261804437792
-0.12224297432579348,-0.05276056755818445
-0.04062721695373603,-0.16883612451414604
-0.23135583168956764,-0.04009863346663056
-0.17738011359114322,-0.0711140207246122
0.6177579365234562,0.22230138849761083
-0.08021755395209623,-0.10857752473973467
-0.17115955222054433,-0.10223203681861068
0.30804994862851176,-0.3570011163532643
-0.3477353369767351,0.0696370812651288
0.08421601612121782,-0.15104580151020464
0.09011742267332251,-0.15620246879369787
-0.19530007447033293,-0.07891432978972623
0.01728617732115653,-0.20392441948383355
0.16523526669511246,0.8623934315223891
-0.21574926133881533,-0.06215964885860481
-0.19802193496350415,-0.06497612314308857
-0.11488453220632434,0.0785064494924209
0.6805243535753039,0.07550289442890501
0.0510640732158284,-0.2015489598430042
0.3368320643623023,-0.08874680607863644
0.26963643249357383,-0.00383341395158171
0.18791824407313668,-0.25281255903905225
-0.11935025442967695,-0.12601066694417087
-0.1743006028913846,-0.08545671007505301
-0.2504412330946202,0.08741787574170498
-0.1856903051460826,-0.09081025035873319
-0.1359750370903442,-0.11232709231511365
-0.12127031845188194,-0.12287348520758815
-0.24274912306466656,0.014752188377885667
0.19015021662042766,-0.2861800628129718
-0.5179434805244576,0.24809343788157012
0.06661249312547257,-0.1961432352768423
-0.16380107878414452,-0.0926642066680246
0.2113741985455255,0.13544250556777024
0.4104957911409918,-0.29959502535037563
-0.1787016882123058,0.11586915170506101
-0.1957514933606683,-0.08189338548709549
0.3370163934313486,-0.32159312500857834
-0.1598289830380902,-0.10815385303823863
0.1745545776930666,-0.25709879284236603
0.006947890699433107,-0.18680801475582562
-0.22965235886057267,-0.024040169445000203
-0.18562932943707677,-0.07060025758380173
-0.1697090068798766,-0.10334417852800343
-0.06772174068323773,-0.1153312004650018
-0.1740501413648915,-0.08460799882895054
-0.005403733216332307,-0.1841547775519889
0.057277636778958585,-0.05609812030395067
-0.17442202922881456,-0.09287640465062241
-0.19282114137375023,-0.04906392459193981
0.0022553179482402985,1.6514384903794572
0.30213532948421545,-0.2648305315412205
1.7028045873388895,2.224892756028188
-0.09291490295450561,0.029528384242401368
-0.18393111886834831,-0.0925708236859342
1.7576800763092102,2.57379092747452
0.4881875278470665,-0.21138454196786982
-0.28955976454751653,0.04670046897474264
-0.1617992313294605,-0.10721463558462108
0.3297230723333352,-0.2462463866090085
0.39258216559895776,0.6939853558844001
0.035049819371944485,-0.1883195132462532
-0.25131964981339044,0.02292298631624251
0.05787767282386397,-0.012592055932008517
0.47493642023261584,0.5141709785512689
-0.29978740746883087,0.03491585472915815
-0.17496413033074415,-0.03263781477986294
0.3401537341386832,-0.2842741305407632
0.4819117656100025,0.11937265585643808
-0.041379856907557855,-0.16851153246749445
0.3110137942776588,-0.3111256820125902
-0.3443863802435283,0.06680972249423184
-0.2890364053886054,1.0589406298093778
-0.24265658271179685,0.14036848825855347
0.28802063249458837,-0.06754365332194967
-0.17824791940178197,-0.07099441604803064
0.9986212645469852,1.639835673801271
0.36844570249273806,-0.35963740746267614
-0.09285031234108522,-0.11059454560434483
0.21012470446982737,-0.30018213913032493
-0.11005407551981437,-0.11055686154172979
-0.19729619786770475,-0.07563445084881193
0.19701007053007913,-0.24870041627278497
0.0724338136039476,0.19255448679288042
0.11889995363426836,-0.24233465714969246
0.028955784297049952,-0.21330563943382355
0.19105858114539373,-0.16380046168872756
-0.020478238430580498,-0.17072926251471593
-0.26913060185085835,2.1132094383091715e-05
1.422131767632988,2.342800035599068
-0.15077395432480076,0.17114901122772228
-0.15053198302111817,-0.10787347467296524
-0.24280638946716254,-0.0344961219993678
0.42154162878272444,-0.13767098869396455
0.12059695903775375,-0.2095803311374623
-0.30082219969760104,0.20553874242939824
0.15369644568372692,-0.17228745011465763
-0.3460279281059384,0.06798280416190394
0.03260422115161951,-0.2038805190498611
-0.11299792737124406,-0.1317597680747545
-0.15058117026088458,-0.1104078015581933
0.16216590031700057,-0.26637858162087036
0.2995626182615474,-0.31153583043559885
-0.045262474456270935,-0.17059855900564916
0.04954793997554649,-0.19696488419795216
-0.11239564335581001,-0.07633072721598602
0.328782499165157,-0.29110828585693793
-0.13170789051309056,-0.11100581502416812
