Feature,Total_Effect (ST),First_Order (S1)
Current density (A/cm2),2.1865584532639107e-05,4.914179033193621e-05
Voltage (V),0.21438387842894205,0.2093879335165277
Faradaic efficiency,0.3454144807891215,0.3399790098477349
CO conversion,0.384499729001955,0.36891683103393075
Crossover rate,5.9190441136772315e-05,4.3821174494936274e-05
Capture energy (MJ/kgCO2),0.07605506012317059,0.060175225007400156
Electricity price (USD/kWh),5.3885076507765506e-05,0.00019161123052883114
Membrane cost (USD/m2),3.4860915184669726e-06,3.2761209401379317e-06
