Feature,Total_Effect (ST),First_Order (S1)
Pd_C103,0.00166209485288515,0.0016593542096689916
Pd_C301,0.00038425453165356953,0.0004715926556282114
HX100,0.05688307861161466,0.05699670645970762
T_E110,0.9262527569737768,0.9263623183973972
L_R100,2.1357186221424246e-05,1.7642820047118303e-05
D_R100,2.0113748564624012e-05,2.4137053941585217e-05
F_S220,0.0007057403013194616,0.000549968352768344
T_E120,1.89212063026966e-07,-1.5623306067305946e-05
P_V100,3.7679665732518747e-07,-9.271900447493238e-07
Pd_P150,0.0014161534084978747,0.0016538123119037263
HX150,0.005061820749264118,0.005145210574126865
HX220,0.0026026762526489403,0.0025883869921196523
T_E220,0.001811639319809304,0.0019537323716912803
Rr_D200,0.0007951357664961647,0.0007728311969262098
Pc_D200,0.0023998576519120777,0.002339933050584424
F_S220.1,2.364021226543656e-07,1.154088677660248e-05
