Feature,Mean_SHAP,Abs_Mean_SHAP,Mean_Abs_SHAP
Current density (A/cm2),-0.01380191546608611,0.01380191546608611,0.01380191546608611
Voltage (V),-0.00045194401014945096,0.00045194401014945096,0.00045194401014945096
Faradaic efficiency,-0.005984819939235484,0.005984819939235484,0.005984819939235484
CO conversion,-5.9873333906920364e-05,5.9873333906920364e-05,5.9873333906920364e-05
Crossover rate,-6.892459680382993e-05,6.892459680382993e-05,6.892459680382993e-05
Capture energy (MJ/kgCO2),3.42036076482844e-05,3.42036076482844e-05,3.42036076482844e-05
Electricity price (USD/kWh),-0.0007025915634404118,0.0007025915634404118,0.0007025915634404118
Membrane cost (USD/m2),-4.386406444160497e-05,4.386406444160497e-05,4.386406444160497e-05
