Feature,S1,S1_CI_lower,S1_CI_upper,ST,ST_CI_lower,ST_CI_upper,S2_sum
Current density (A/cm2),0.6084836956661124,0.42206963433140937,0.8115182282960018,0.395248449470252,0.20043955493396928,0.5958888088378188,0.04388522567975699
Voltage (V),0.0029697094850573017,-0.037343287236654144,0.04154484034504944,0.9974747933595801,0.9613947815598473,1.0370422237723018,0.012925015678716463
Faradaic efficiency,0.3041617767999851,0.15131066791907,0.45532477724597425,0.6936142557973967,0.5549393095395198,0.8405765628303694,0.04349971238897222
CO conversion,0.009976977238850474,-0.03327091931062939,0.05241543240124967,0.9895475917785314,0.9480212725298721,1.028699196406744,0.010395392678690121
Crossover rate,0.001489142260378961,-0.03513927864053828,0.036043202872088544,0.998476900878817,0.9628659210906986,1.0346126740682642,0.00887586722248106
Capture energy (MJ/kgCO2),0.0019344493789049911,-0.035072630322247125,0.03681308593378216,0.9979399319243862,0.9624124538699967,1.0350954641189243,0.008836914748623295
Electricity price (USD/kWh),0.04173750636828256,-0.026753229633478676,0.10893589273544074,0.9549928147488765,0.8924600246000143,1.0137373575033424,0.011526129937012505
Membrane cost (USD/m2),0.001205658932849499,-0.035247519447023055,0.036351146056402564,0.9988085770793442,0.964060296710534,1.036755315295767,0.010923473664976242
