Feature,Mean_SHAP,Abs_Mean_SHAP,Mean_Abs_SHAP
n,-0.0005700517082063746,0.0005700517082063746,0.02482342140870142
theta,0.00033241344973938776,0.00033241344973938776,0.08293118466796957
r,-0.0004513827668899037,0.0004513827668899037,0.0405931440052217
t,-0.00035332509545512756,0.00035332509545512756,0.02580694758095162
