n,theta,r,t
0.02409252605866643,-0.07562458911626085,0.04489325223645817,0.002512126507806682
0.024092537241004797,0.08401453800292477,0.04714629066357805,0.0025121254536012994
0.024092533910233218,0.08401452498381118,0.044893251266330494,-0.0046405509541121714
0.02284983643201281,-0.07562457841898627,0.04714628909843871,-0.0046405496735436
0.02565817084299245,-0.11315030352206022,-0.07192421535566815,0.02327713256009803
0.026409784133041604,-0.1131503023773096,-0.07192421520044773,0.02327713254069555
0.025658170319123506,-0.11295268453573547,-0.07192421463777363,0.02327713257950051
0.025658169879332303,-0.11315030271362046,-0.07573132802079072,0.02327713280586366
0.02565817090928449,-0.11315030353984587,-0.07192421537992132,-0.042657734130949
0.02640978275060965,-0.11295268258739578,-0.07573132723660413,-0.042657733872248284
0.002816293149306995,0.07024693959263256,0.03628987736818895,-0.0316383852170677
-0.023787752039627075,0.0702469277118022,0.036289877892057995,-0.031638385029509726
0.0028162769999147685,0.07839961876420101,0.03628987807314837,-0.031638385236470196
0.002816294969913258,0.07024694279728766,0.03121420839064133,-0.03163838459295222
0.0028162924378799248,0.07024693923045162,0.03628987735525394,0.019158661100340774
-0.02378776183468298,0.07839961697593237,0.03121419724710802,0.019158661756793847
-0.014089938385748466,-0.11175075882541327,0.027271139529249172,-0.05477380835024331
-0.04509487830768601,-0.11175076089663585,0.02727114637996747,-0.054773808710807476
-0.014089938443956111,0.08411594593781047,0.02727113870787435,-0.05477380824676299
-0.014089932784877968,-0.11175075509365547,-0.05584194382794921,-0.05477380862834658
-0.014089938266099404,-0.11175075522623952,0.027271138762848257,-0.06803866108465524
-0.045094867110795696,0.08411595396400015,-0.055841936215680704,-0.06803865736906622
0.027448841160447865,0.08287587476338053,0.012075878974024415,0.014359683202605458
0.020524808108651423,0.08287587470193912,0.012075878912582966,0.014359683212306726
0.027448841322135823,0.03231647306367654,0.012075878954621783,0.014359683247878115
0.027448836749600688,0.0828758715166866,0.04655544632179145,0.01435968198024451
0.02744884144825234,0.08287587534869092,0.012075879229491387,0.008828192224933043
0.020524803730141806,0.03231646981374877,0.04655544618920731,0.008828192309010774
0.01574918824028123,-0.009454646480864741,0.04815359847917632,-0.012681840876919334
0.027197310733350237,-0.009454634027659031,0.04815360855233543,-0.012681840983633426
0.015749194688396573,-0.1094525949803129,0.04815360151244223,-0.012681839538143197
0.01574919419686515,-0.009454643389391181,0.0047094029626653915,-0.012681840857516788
0.015749189207175086,-0.009454651082503734,0.048153599931134085,0.026767137822591665
0.027197298157261667,-0.10945259755438502,0.004709399573686018,0.02676713688156772
-0.05644961870146092,0.08411063686233115,-0.04919372023303161,0.029680700280651867
-0.005186475700207305,0.08411063737973258,-0.04919371001435329,0.02968070009632754
-0.0564496097892213,0.08362662871432906,-0.04919371067404014,0.029680700241846693
-0.056449612508812474,0.08411064214952703,0.03284857620666216,0.029680699022719602
-0.05644961959721213,0.0841106421753971,-0.0491937172935448,-0.021663761364632342
-0.0051864656141131504,0.08362663491344498,0.03284857726086757,-0.021663761943475253
-0.059338721857380296,-0.11267311666678222,-0.006897687009768533,0.020250051036580483
0.011408621700765145,-0.11267311526009706,-0.006897686343614234,0.020250051091554432
-0.059338713743879105,0.07989081925673723,-0.006897680361160188,0.020250051366423907
-0.059338721857380296,-0.11267311666678222,-0.006897687009768533,0.020250051036580483
-0.059338721647186,-0.11267311527949972,-0.006897686288640284,-0.002771097937107253
0.011408635702941318,0.07989082318898809,-0.0068976735573313495,-0.002771094884438857
0.014372942894826532,0.08099958567375631,0.03981320994919055,-0.03980211075071967
-0.06516241289662303,0.0809995752384162,0.03981321063798125,-0.039802110317395986
0.014372940608558898,-0.11283428266566865,0.03981321365831211,-0.03980211651004433
0.014372942894826532,0.08099958567375631,0.03981320994919055,-0.03980211075071967
0.014372942917462828,0.08099958380140983,0.039813206828613175,0.03259131157796632
-0.06516239897690769,-0.11283427440826524,0.03981321323630658,0.03259131219723113
0.02730984559942351,-0.05315167175851664,-0.0646883763094795,0.03259131236376967
-0.02129500046268928,-0.053151671153803724,-0.06468837646146619,0.032591311972484854
0.027309845447436837,-0.0652750458167349,-0.06468837794252781,0.03259131207596519
0.02730984559942351,-0.05315167175851664,-0.0646883763094795,0.03259131236376967
0.027309845612358524,-0.05315167177145158,-0.06468837629654445,0.02025005144080036
-0.021295001102973492,-0.06527504572618964,-0.06468837736691867,0.02025005104951555
-0.016444290431940678,0.08409711095090537,0.042408355634607826,-0.0027711033601210966
0.026790117935484584,0.08409711105438558,0.042408357173877004,-0.0027711054685318204
-0.016444282813204703,0.08408904320094734,0.042408361688204596,-0.0027710959095404997
-0.016444290431940678,0.08409711095090537,0.042408355634607826,-0.0027711033601210966
-0.016444288617801978,0.08409711885744597,0.04240835966710524,-0.03980211200541817
0.026790113657221355,0.08408903079301433,0.0424083481355208,-0.039802113014350965
0.0009054701222339367,-0.10628464874429887,0.048741547586460994,-0.019327253370041316
0.02693277461447805,-0.10628465795727811,0.04874154468577924,-0.019327253735456094
0.0009054687559707786,0.08375766935447856,0.04874154874252975,-0.01932725434501962
0.000905462524517342,-0.10628465234508944,-0.07977532440822364,-0.019327252834854255
0.0009054696242350724,-0.10628464927463532,0.04874154786456423,0.010282576567583959
0.02693278019432914,0.08375767092931913,-0.07977532751586604,0.010282577245056407
0.026162927171551765,0.08385393422213377,-0.03834259212857838,0.02754753999761305
-0.0030974067534164512,0.083853928142667,-0.03834258771773115,0.027547538238448147
0.026162919219738456,-0.10809925845306778,-0.0383425865891493,0.027547537963578672
0.026162932468448936,0.08385393418332869,0.022294368882689403,0.027547541148831203
0.026162926363112002,0.08385393329727872,-0.03834258725853738,-0.06461191319330181
-0.003097400337638778,-0.10809925169127782,0.02229437161844947,-0.064611912533615
0.02331642671035498,-0.11322843909793949,0.022294371851280165,-0.0646119125724201
-0.04231723287860709,-0.11322844370442911,0.022294367125141462,-0.0646119131464123
0.023316424779800914,0.04326099425088612,0.022294372029136866,-0.06461191231048563
0.023316422755467803,-0.11322844424931747,-0.038342586323981055,-0.06461191271147176
0.023316426021564335,-0.11322843875839479,0.02229437135004749,-0.019327253051516086
-0.04231723089631281,0.043260986986246676,-0.038342587046726224,-0.01932725363844335
-0.03684973035867894,0.05239700936524764,-0.07977532382453019,0.010282576506142532
0.021531889486747544,0.052397006876870114,-0.07977532393609489,0.010282576329902662
-0.036849730772600155,0.08411687332328356,-0.07977532426432135,0.010282576816583393
-0.03684973829432339,0.05239700511285462,0.048741540886112454,0.010282576839219737
-0.0368497306561848,0.052397010571439785,-0.07977532426755514,0.027547538236831287
0.021531886104235676,0.08411687224482489,0.048741548419153964,0.027547550258330177
-0.026322921854443886,0.005552735477168488,0.03384588149169261,0.030325142420931796
-0.05357852071918188,0.00555274007395681,0.033845881684101256,0.030325141766095628
-0.02632292121739338,0.08401453213365231,0.03384587989744945,0.03032514276694397
-0.026322922219858606,0.005552737168424429,-0.07393469482647352,0.030325141660998412
-0.02632292219722234,0.005552734481170742,0.03384588106483636,0.015626072540827558
-0.053578519333516185,0.084014533491831,-0.07393469622669113,0.015626073520656487
0.0259494820460936,0.08411297549739376,-0.07393469650156066,-0.010585339348633954
0.017053462645789174,0.08411296948260213,-0.07393469386281339,-0.010585339607334623
0.025949472904257097,-0.09647403098642829,-0.07393469932463226,-0.01058534439653161
0.025949482718715472,0.08411297513521271,0.03384587951586589,-0.010585339924243042
0.02594948209783375,0.08411297421682526,-0.0739346960876396,-0.051639110506382924
0.01705346323433332,-0.09647402474203974,0.03384588114568036,-0.051639110894433994
0.023669344982610883,-0.11120140688500312,0.04613652811935425,0.01562607512621781
0.027507092161815516,-0.11120141616912509,0.046136525141062305,0.015626074670257784
0.023669345018182218,-0.11315029983557497,0.04613652812258802,0.01562607496776361
0.023669343630899606,-0.11120140971130843,-0.022806221966877493,0.015626073929726994
0.023669344311605924,-0.1112014031289921,0.04613652857369741,-0.010585339174010923
0.027507090932987147,-0.11315030750605122,-0.02280622671080187,-0.01058534020396315
0.008169357027832592,0.08320567516622958,-0.022806221441391626,-0.05163911121780981
-0.011785265061512774,0.08320567526970991,-0.022806221150353422,-0.051639111314822586
0.008169342760488224,0.07024692431312157,-0.02280622141552159,-0.0516391111531347
0.008169363705544774,0.08320567439982872,0.04613652831176301,-0.05163911142153662
0.008169356856443405,0.0832056767346027,-0.022806221561040698,0.03032514188412779
-0.011785275571229353,0.07024692531558688,0.04613652966670789,0.03032514314206008
-0.007331882470882373,-0.11310345610642496,-0.052584979945095284,-0.029048831334673914
0.004664817850829839,-0.11310345277888702,-0.052584981946792064,-0.029048831622478465
-0.007331885339226546,0.08411063967246771,-0.052584976475271994,-0.029048830930454017
-0.007331878266995744,-0.11310344842948124,0.008439167308905676,-0.029048831276466288
-0.0073318820925325915,-0.11310345259779646,-0.05258497997419913,0.004167536939752997
0.004664821621392708,0.08411064616585567,0.008439170985689632,0.0041675408396662506
0.02738127768194929,0.07374861564150902,0.047473756350680324,0.02420653086543706
0.025074026870748268,0.073748623234375,0.04747376349082008,0.024206530749021737
0.027381273083544027,-0.00945464997009067,0.04747374919113806,0.024206522302443384
0.027381279302062442,0.07374861135031095,0.030146816237700283,0.02420652262258552
0.027381267793114394,0.07374860611485519,0.047473743719617885,0.03439812270355316
0.02507401499638545,-0.009454637410170968,0.030146814630522024,0.034398134564980906
0.019442146821852996,-0.09105787247406422,0.008439160485674344,0.0041675332694365436
0.02479041376177019,-0.09105787423646287,0.008439160281947525,0.0041675334666958636
0.01944214658255483,-0.11175075753190966,0.008439160479206828,0.004167533651020086
0.019442150362819023,-0.09105786811819089,-0.05258497944386265,0.004167535911417636
0.019442149470301533,-0.09105787042709484,0.008439159952104112,0.024206521274108033
0.024790417875111524,-0.11175075489639621,-0.05258497845433241,0.024206526603342826
-0.04789902815698749,0.08404245878207604,0.03014681697823102,0.03439813394409915
-0.03151299568061308,0.08404245808681786,0.03014681718842545,0.03439813405728067
-0.047899028195792615,0.08287587671333721,0.030146816939425926,0.03439813398290425
-0.04789903159447323,0.08404245396054141,0.0474737465038843,0.034398133902060354
-0.047899032626042344,0.08404245959051575,0.030146817566775223,-0.02904883177769893
-0.03151300618709588,0.082875873000982,0.04747374797524468,-0.02904883081403875
-0.05357852540166477,-0.07562457971734052,-0.06970736981828746,-0.05798030027168961
0.02730985524572646,-0.07562456983012251,-0.06970736962587884,-0.05798030045763077
-0.053578528740520916,-0.03947902441723272,-0.06970736905026971,-0.057980300008138266
-0.05357852483737387,-0.07562458057590346,0.03536636524950154,-0.05798029992729429
-0.053578525117094045,-0.07562457679402239,-0.06970736897104267,0.025950709614941586
0.027309839170710726,-0.0394790226742367,0.03536636425350376,0.025950706832292
0.017053460673196207,0.08407801349918981,0.038537062740134506,0.013047517164118783
-0.016444290402836903,0.08407801201812823,0.03853706414358586,0.013047517558637358
0.017053449801298637,0.08410306619932983,0.03853705485623023,0.013047517170586276
0.017053462303010764,0.08407800513668921,0.0009004910470037653,0.013047517506897227
0.017053463192294414,0.0840780126681137,0.0385370635841456,-0.024062307402750227
-0.01644428237988098,0.08410307892417125,0.0009005065270078494,-0.024062306316207288
0.027507093288780537,-0.11295267873598888,-0.014839364079913712,-0.014837087054426528
-0.059338716308249925,-0.11295268425278163,-0.01483936375977161,-0.014837087442477609
0.027507098870248523,0.08182108754731919,-0.014839372726985158,-0.014837086853933493
0.027507088590128785,-0.11295267940537693,0.045402102376101545,-0.014837087342231069
0.027507093489273597,-0.11295267913050747,-0.014839364474432295,0.0073247549266346745
-0.05933871558065421,0.08182107700203133,0.04540209648419276,0.007324755942034994
-0.011785267493299528,0.07839963271140325,0.04342118372248177,0.029003504136603114
0.014372956405471399,0.07839963679887454,0.0434211903581551,0.029003512932427436
-0.01178527626002001,-0.11245382861104901,0.04342117805370232,0.029003503370202292
-0.011785265643589435,0.07839963185122338,-0.05895244550386753,0.02900350256499629
-0.011785262041181993,0.07839963242036502,0.04342118341850838,0.0351455493073445
0.014372941737140849,-0.1124538335166613,-0.0589524549917163,0.03514554225775002
0.00466482359398572,-0.10945259557855831,0.048592464668521046,0.033548893626882736
0.02331642803296244,-0.10945259586312912,0.04859246452623564,0.03354889426716702
0.004664819008515536,-0.10386551313179856,0.048592458414431265,0.03354889320002658
0.0046648141384745614,-0.10945260265402286,0.028404627965452782,0.033548892094081
0.004664823225337178,-0.10945259105776335,0.04859246342029009,-0.006565512048028824
0.023316423534803718,-0.10386550910576868,0.0284046321531706,-0.006565512174145444
0.02507400994525394,0.08362661781979518,-0.045680750245487046,0.0008044021411073854
-0.03684973614225687,0.08362662410945633,-0.045680753430739615,0.0008044028298980765
0.02507401051439553,0.08392458216338931,-0.04568075153899064,0.000804402141107427
0.025074020235074893,0.0836266251992331,-0.077307414677408,0.0008044071534337588
0.025074016099097235,0.0836266237214053,-0.045680752337729114,0.03151890404923393
-0.03684973036676338,0.08392459089777235,-0.07730742263568881,0.03151890340894975
0.024790417826605165,0.03231647208708132,0.024232303655784024,0.022308469184079194
0.0009054636757355461,0.03231647393032396,0.02423230415378281,0.02230846892537852
0.02479041813704599,0.05980747396501509,0.024232305233858338,0.022308468692547878
0.02479042303619086,0.032316470673928635,0.047918826102330885,0.022308471146970904
0.0247904176746185,0.03231647177987426,0.024232303542602363,0.018024743541092028
0.0009054555007928788,0.059807468519365026,0.04791881826046543,0.018024743867701754
-0.03151300044393999,0.08411595146430452,0.015605996091229209,-0.03429323511793174
0.02616292646012475,0.08411595476597239,0.015605994367635684,-0.03429323572264467
-0.03151300513612422,-0.11320992778120041,0.015605994994984884,-0.03429323537986619
-0.03151300017877171,0.0841159533075471,-0.030679724192143355,-0.03429323562239814
-0.03151300402371116,0.08411594793627354,0.015605994994984919,-0.045581899599508466
0.02616292110501997,-0.11320992100970922,-0.030679725876931734,-0.04558189610704885
-0.04231723199902465,-0.11318469483295404,0.03536636582672754,0.007324754129513139
-0.007331889452567902,-0.11318469869567907,0.035366360208071324,0.007324754745544199
-0.04231723211220621,-0.110457544074355,0.035366365771753644,0.007324754456122767
-0.042317231080637126,-0.11318469573840652,0.038537064597929056,0.00732475422652587
-0.042317231902011886,-0.11318469473594128,0.035366365923740296,-0.014837087554042228
-0.007331878399579869,-0.11045753880171107,0.03853706924969124,-0.014837087035023946
0.02153188459083646,0.06567951369409764,0.000900494051165851,0.03514554953694133
0.027381283657935795,0.06567952191431285,0.0009005078722515436,0.03514554945286358
0.021531884739589363,0.08344825465206268,0.0009004935919720569,0.03514554954340887
0.021531895019709056,0.06567952289414178,-0.06970736567745917,0.035145548621787544
0.021531884655511643,0.0656795130214757,0.0009004908691470637,0.029003503299059572
0.027381273516867755,0.08344825281528752,-0.06970737855105355,0.02900350512289963
0.02693277684738862,-0.10066513603992971,0.045402106887195266,-0.024062306393817488
0.01944215153020601,-0.10066514150821604,0.04540210279649017,-0.024062306435856357
0.02693277374944752,0.08411470224382356,0.04540209575659704,-0.02406230762264594
0.026932776197403037,-0.10066514339026376,0.0434211848542974,-0.024062306927387707
0.026932777714035978,-0.10066514001098559,0.04540210713296094,0.013047518499661171
0.019442158104437893,0.08411470727555247,0.04342118972757216,0.013047525174139651
-0.0030974016473111626,0.08397648053424848,-0.05895243791423531,0.02595071400153555
-0.04789903604735934,0.08397647633036184,-0.05895244475040169,0.02595070701014871
-0.003097401783128992,0.01964775051197243,-0.058952438140598494,0.025950714279638864
-0.00309741015856467,0.08397647156380118,-0.014839373205581456,0.025950706744980453
-0.003097405890002833,0.08397647777261835,-0.058952445241933105,-0.05798030050937088
-0.047899031898446603,0.01964774457802476,-0.014839369451187322,-0.05798030005987837
-0.021295008408035002,-0.02470346963511677,-0.03067972696994229,0.01802474462440133
-0.026322928690610252,-0.024703470608478214,-0.030679725246348752,0.01802474414903879
-0.021294999579873103,-0.11303961348474129,-0.0306797225655626,0.01802475022527178
-0.02129500784859473,-0.024703468403054606,0.02423230257247471,0.018024743987350787
-0.021295008501813994,-0.024703467646355035,-0.030679726914968345,0.022308468889807184
-0.026322918982865914,-0.1130396172391354,0.02423230442218485,0.022308468398275827
0.02679011451740137,0.0841074185478242,0.047918815175459394,-0.04558190422378383
0.02594948887902632,0.08410743186120977,0.04791882304319487,-0.04558190407179716
0.026790123953509905,0.07640356087682046,0.047918822244456434,-0.04558190379046012
