n,theta,r,t
-0.06224371272967093,-0.03947901607736845,0.04714628634650986,-0.037014216805497796
0.02246266821425199,-0.03947902674553918,0.047146282100584386,-0.03701421677316022
-0.06224372403489211,0.00555272776465339,0.047146280118290154,-0.03701421675375771
-0.06224370601962113,-0.03947901998051549,0.04401802361503038,-0.03701421725499031
-0.06224371261648937,-0.039479018156675455,0.04714628490101955,0.028292718340203034
0.022462670474649487,0.005552727415407396,0.04401801788157579,0.028292718547163608
0.012925722138283524,0.08410307375015691,-0.02676202508802004,0.02129971591057254
-0.03956817862409586,0.0841030785522889,-0.02676203047222863,0.02129971719437483
0.012925722138283566,0.08411296812118961,-0.0267620250880201,0.021299715910572573
0.01292571613642695,0.08410307004426919,-0.061904944046141774,0.02129971621454587
0.012925726639675977,0.08410307666700749,-0.02676202064483526,-0.017051950957263966
-0.039568173171978145,0.08411297259347823,-0.06190494150117358,-0.017051960267255938
0.02709021671519923,-0.11245382497630388,0.031214204073573164,-0.0009563877441300106
-0.001066263202422602,-0.1124538289214898,0.03121419811052168,-0.0009563870521055867
0.027090214571217117,0.08320566226353143,0.03121420803492786,-0.0009563883617779712
0.027090213322986084,-0.11245382547106898,0.03769078886640877,-0.0009563875533381838
0.027090216686095403,-0.11245382098907913,0.031214203261899675,-0.061259408387640116
-0.0010662565344116831,0.08320566379309946,0.037690790893975624,-0.06125941227785211
-0.01884658992639742,0.08182108187207225,-0.07573132976540356,0.0330840617114315
0.026587883893322846,0.08182108306209555,-0.07573133008231198,0.03308406196366471
-0.01884659041631189,-0.11120141452960929,-0.07573133143240639,0.03308405582113966
-0.018846590398526177,0.08182108349541925,-0.0029733123988585353,0.03308406216415773
-0.018846588325686715,0.08182108461753362,-0.07573132196881091,0.011688753710283595
0.02658788896062305,-0.11120140532471445,-0.0029733050291219504,0.011688753794361309
-0.0010662644280172717,-0.11320992760010998,0.004709395596162527,0.028292717699918712
0.027090214904294214,-0.11320992219003123,0.0047093999261657166,0.028292717761360133
-0.0010662594706648126,-0.09105786990969342,0.0047093992794139386,0.02829271759967221
-0.0010662573816565407,-0.11320992310841882,0.048451236171078764,0.02829271763200979
-0.0010662628273066244,-0.1132099283147706,0.0047093978112873955,-0.037014217135341275
0.02709020210184257,-0.09105787824309017,0.04845123033414389,-0.03701421685400419
0.026587881513276308,0.05980747429485845,0.03284857221943737,-0.017051959711049405
-0.018846590243305757,0.059807469806401024,0.032848572206502356,-0.01705195839814326
0.026587889487725766,0.0840424650976073,0.03284858512213554,-0.017051961243851166
0.02658788480200911,0.05980748042283166,-0.03454469022108242,-0.017051950000071328
0.02658788286175374,0.059807479407431356,0.032848574356951994,0.021299716499116703
-0.018846590948265282,0.08404245511822714,-0.034544696122692446,0.021299717362530286
0.022462674723808702,-0.1038655065640342,-0.05584194115686431,0.011688749632513595
-0.06224370850153115,-0.10386550485175877,-0.0558419413848444,0.011688750410232596
0.022462670303260265,0.07374861314504712,-0.05584194447793475,0.011688745393055602
0.0224626812139629,-0.10386550339171667,0.025427683489397203,0.011688752074001593
0.022462675160366208,-0.10386551199998294,-0.055841947123149556,0.03308405645657325
-0.06224371868948869,0.07374861365598114,0.02542767918849781,0.03308406185371691
-0.03956817143221586,0.08392459305792316,0.04655545154754588,-0.061259413199473374
0.01292572293055455,0.08392457992239433,0.0465554420596972,-0.06125941468053497
-0.039568185287256114,-0.1131034536956577,0.04655545078599568,-0.061259407616388546
-0.039568180722805366,0.08392459191640632,-0.0786570799472328,-0.06125940653469622
-0.03956817159713757,0.08392459529891814,0.04655545548949799,-0.0009563868192748737
0.012925725706736566,-0.11310345337551558,-0.07865708357065963,-0.0009563873770983
-0.02889864908421362,-0.11045754850137102,-0.06729244092033092,-0.008546839938692985
-0.02889864908421362,-0.11045754850137102,-0.06729244092033092,-0.008546839938692985
-0.028898649042174783,-0.11267311265207051,-0.06729244105291504,-0.008546839948394253
-0.028898644196386977,-0.11045754262401414,0.044893262959602824,-0.00854683795478195
-0.02889864845686436,-0.11045754447857485,-0.0672924401765664,-0.026523740307311527
-0.028898640910887917,-0.11267310263873595,0.0448932622611109,-0.02652373975272186
0.02540955372387546,0.08344825787935409,0.04057909466145143,0.030937580534049998
0.02540955372387546,0.08344825787935409,0.04057909466145143,0.030937580534049998
0.025409553892030923,0.0809995797592112,0.040579094609711285,0.030937580521114973
0.025409550959011495,0.08344825383392172,-0.018827061049200428,0.030937581746709613
0.025409553989043644,0.08344825817039236,0.04057909488134707,0.025097457058210343
0.025409551211244677,0.08099957632819302,-0.018827060906915022,0.025097458141519577
0.024410908000492046,0.019647741619135312,-0.01085796204602556,-0.048575424007140114
0.024410908000492046,0.019647741619135312,-0.01085796204602556,-0.048575424007140114
0.02441090790347929,0.08409711152651445,-0.010857961645039424,-0.04857542431111348
0.024410915299085956,0.0196477509679324,0.036289884951353664,-0.0485754175881286
0.024410911777522533,0.019647744620063627,-0.010857961082365447,0.03478416736470533
0.024410904362513225,0.0840971051269055,0.0362898677412886,0.034784165815734826
0.006449606819336984,0.08411469232265115,0.04172572381018346,0.016847487461442788
0.006449606819336984,0.08411469232265115,0.04172572381018346,0.016847487461442788
0.006449616970106365,-0.05315165961251803,0.04172572557258212,0.01684748961189243
0.006449590498555684,0.08411468944783945,-0.07192422362600663,0.01684748976064532
0.006449602980865148,0.08411469383281661,0.04172572507458323,0.005771485212284849
0.006449612989349106,-0.053151663037068704,-0.07192422375859073,0.005771478702728053
-0.009532026031390847,-0.08417745463278457,0.019016412885523245,0.025097457035574058
-0.009532026031390847,-0.08417745463278457,0.019016412885523245,0.025097457035574058
-0.009532029048487933,-0.11322845170636561,0.019016407818223037,0.025097456353250898
-0.009532026322429152,-0.084177454600447,0.048153607249130564,0.0250974570873142
-0.009532026400039376,-0.08417745412831813,0.019016410899995298,0.030937581585021648
-0.0095320304648744,-0.11322845068449768,0.04815359982118629,0.030937581601190436
0.027484572584702032,0.08406295834477834,-0.08065794593454079,-0.026523739916026728
0.027484572584702032,0.08406295834477834,-0.08065794593454079,-0.026523739916026728
0.027484574512022318,0.05239700722773302,-0.080657947435005,-0.02652374023940255
0.02748456722798031,0.08406295708846301,-0.049193720423823376,-0.026523739720384333
0.027484572722136797,0.08406296097220749,-0.08065794648589673,-0.008546832253664944
0.027484576233998963,0.052397019711659346,-0.049193711197909114,-0.00854683191088651
0.018284748243685423,-0.1130396178794197,0.048788676290617616,0.03478416683436887
0.018284748243685423,-0.1130396178794197,0.048788676290617616,0.03478416683436887
0.01828475792555967,0.08385393753673671,0.04878868514464956,0.03478416568961827
0.01828475317193401,-0.11303961189049815,0.027271150068069506,0.03478416695725173
0.018284747710115207,-0.11303961513395837,0.04878867657842218,-0.048575419877629956
0.01828474272365893,0.0838539208408393,0.027271135907439133,-0.04857542707597739
-0.05072762569438456,0.07640355778211315,-0.042059234970818364,0.005771484206585763
-0.05072762569438456,0.07640355778211315,-0.042059234970818364,0.005771484206585763
-0.05072762678092762,-0.10628465629027531,-0.042059234372572966,0.005771477431860822
-0.050727626004825416,0.07640355717416643,0.01207587922949138,0.005771484879207658
-0.05072762498295761,0.07640355475531478,-0.0420592342981965,0.016847489162399892
-0.05072762603877996,-0.10628465201039536,0.01207588077037755,0.01684748943565253
-0.045094877140298986,-0.11283428502792964,0.04401802475493037,0.00882819194197916
0.025658166585748834,-0.11283428458005404,0.04401801838927589,0.008828192063245158
-0.04509486643170628,0.065679523696114,0.044018029904691454,0.00882819229930952
-0.045094875484614445,-0.11283427971809742,-0.06729243421998243,0.008828191728551121
-0.04509487714029904,-0.11283428502792954,0.04401802475493033,-0.054773808532950656
0.025658168076511653,0.06567951536595103,-0.06729244036897504,-0.05477380817562032
0.02052481342495112,0.07989081619436748,-0.06190494109048617,-0.0680386670735768
0.002816281779410526,0.0798908068294016,-0.061904940411396735,-0.06803866670492831
0.020524809059376564,-0.11318469186598025,-0.061904942060613845,-0.06803866155678404
0.020524815171180988,0.07989081938932133,0.04057910162050063,-0.068038667312875
0.020524814097572928,0.0798908164013281,-0.061904938154233057,0.014359684117759286
0.002816285816758579,-0.11318468923531734,0.04057909550384568,0.014359683947986895
0.027197306923982197,-0.06527504350783099,0.03769079350685285,0.026767137854929183
-0.0341640311008733,-0.06527504599782535,0.037690793028256515,0.026767136179842048
0.027197302235031674,-0.10066514772673447,0.03769079348098279,0.026767137964877
0.027197304055637996,-0.06527504242452171,-0.010857961260222142,0.026767136377101354
0.027197305982958338,-0.06527503867982884,0.03769079268871185,0.029680699229680148
-0.03416402909917651,-0.10066513961970076,-0.010857956073272779,0.029680704293746647
-0.005186468741158077,0.08408904573944817,-0.0029733205026584927,-0.021663773717591546
0.024092534301517907,0.08408903352230687,-0.0029733192608950576,-0.021663772178322282
-0.0051864868631431565,0.08397646894122268,-0.002973319623076051,-0.021663772850944132
-0.00518646314028752,0.08408905005328256,0.041725729718261016,-0.021663761015386408
-0.005186466176787239,0.08408904516060535,-0.0029733121239890886,-0.012681840951295802
0.02409252825762248,0.08397646823949702,0.0417257151825146,-0.012681842303007007
0.009822765830904249,0.0432609890121967,-0.0786570835949129,-0.00464055024268523
0.01574919615328934,0.043260988966924076,-0.07865708364018553,-0.004640550249152747
0.00982276555926844,0.08242815482016241,-0.07865708336208224,-0.004640550255620204
0.00982276579209915,0.04326098722716175,-0.04205923411063856,-0.004640549964581919
0.00982276586000811,0.043260989215923494,-0.07865708349466638,0.03398665670344292
0.015749196260003318,0.08242815436420241,-0.04205923498051967,0.03398665656115758
0.022849844422631133,0.08411687917477036,0.025427682102114626,0.032069872873964615
-0.05644961529469584,0.08411687319393324,0.025427677427716004,0.03206986352355064
0.022849843614191415,-0.1121556942978512,0.02542768406824007,0.032069863373180844
0.022849833967888422,0.08411686799566573,0.04878866995891761,0.03206987428711735
0.022849838466047188,0.08411687224805868,0.02542767778828019,0.0025121255409127907
-0.056449610264583845,-0.11215569645153466,0.04878867565680089,0.0025121257058345337
0.02640978299960911,-0.10809925509642604,-0.034544696843820714,-0.042657733869014544
-0.0140899323644893,-0.10809925550711343,-0.03454469768136428,-0.042657734253831806
0.026409775280626532,-0.024703467985899716,-0.03454469729978076,-0.04265773367175524
0.026409782747375904,-0.10809925053682591,-0.08065793852761596,-0.04265773423119553
0.02640978299960911,-0.10809925509642604,-0.03454469684382075,-0.031638384770808964
-0.014089936382434803,-0.024703464973653215,-0.08065794235153594,-0.0316383856067356
-0.023787754684841872,0.08375766762765123,0.0484512451415261,0.0191586636162052
0.027448842159679368,0.08375766863658406,0.048451238078996595,0.01915867250904224
-0.023787754684841872,0.08410742768319322,0.0484512451415261,0.0191586636162052
-0.02378776176677387,0.083757657945777,0.019016404002387438,0.019158661766495066
-0.02378774966604802,0.08375766668339366,0.048451243925632693,0.02327713309528512
0.027448846771019563,0.08410743040601829,0.019016413910624863,0.023277132739571677
-0.03416403147275559,-0.09647402567982982,-0.01882705674183353,0.033986656438274726
0.00982275969322978,-0.0964740294859641,-0.018827061932016585,0.03398665670020917
-0.034164029438721225,0.08407801727298646,-0.018827051920298862,0.03398665710119526
-0.03416403019865458,-0.09647402672756773,-0.026762029702594132,0.03398665652882002
-0.034164032012793354,-0.096474026012907,-0.018827056900287725,0.03206986150083446
0.009822765746826528,0.0840780114780904,-0.026762034084337437,0.03206986369332301
0.024092533929635663,0.08401452509375908,0.04489325137627831,0.0025121253889260897
0.02284983694941424,0.08401452543006996,0.04489325078126667,0.0025121253889261452
