x0,x1,x2,x3,x4
0.0769516631402902,-0.08534316746427296,0.03664104882262274,0.09462565699983952,-0.13485847481334076
-0.05630899866255182,0.6047559312354152,-0.03821937896657365,0.03465106468444908,-0.022706727778715408
-0.04041108620219217,0.7112734311808637,0.01679427980194903,0.07439853199031421,-0.14295513535909943
-0.6860640341053004,-1.222326747935519,-0.032876366584977834,0.08261489640034167,0.19117627428374256
-0.3834561487211467,0.8347524258107827,-0.014311372686589885,-0.08593223142195203,-0.09639261497740029
-0.03722616472746213,-1.0810507562171912,0.07006884261384404,0.02133137457619987,0.007656645635857995
0.20293938269210302,0.3442257311436131,-0.06362185237249474,0.097651052095164,-0.2493730139441127
-0.4907701274077887,0.7743370078985529,-0.04665056573877065,0.02621084886739794,0.07767104418599688
0.17948783267170712,-0.49247975496060153,0.02852017698415335,0.08000884745898015,0.08044520635278041
-0.1031988515359848,-0.026767817506869466,0.031259981185372765,0.09075023253629594,-2.209735183071257e-05
-0.5741610031691073,-0.4919445327228712,-0.11119367575543437,0.06989102183906071,-0.215259084968307
0.1833231982553629,0.46616727736548086,-0.07273099506640625,0.018650425995231645,-0.19748551358932426
0.002885152690506108,0.4722452990004665,0.002825806131012021,-0.013223052066277975,0.08536095889734321
-0.5159167982057655,0.001111928578910959,-0.06895027154371977,-0.03391113343000044,0.0037994333028891847
-0.08475528963539547,-1.5453546041550963,0.010297361220293233,0.07033452653663151,-0.20864401027908405
-0.35304457984548504,-1.2772738150129919,0.030969683752665705,0.028340694782049702,-0.15016364717808386
-0.5658345712630234,-1.714948258721001,-0.010607554996952206,-0.13184699892101967,-0.28317890703356086
-0.6148043920596724,-0.5977883972199056,-0.04460805881037655,-0.10169456777326069,0.12750078306485232
0.15033626914785164,0.06375165312787379,-0.086535058589055,-0.06725325973596491,-0.27988900589049814
-0.25072643207218986,0.5729593216897092,-0.028711754867830563,-0.061319055112975265,0.1729250046639314
0.2727482183043407,0.5163005070132377,-0.03885592127226367,0.035887254686936584,-0.2435325493492667
0.3348236308477514,-0.21102621518316644,0.013874486641117345,-0.04182328699688321,0.2499446608806278
0.18448786137094103,-0.01965062183603788,-0.008402214216618336,-0.005373139872788285,-0.0068022712050106
-0.2623899680553439,-0.4446769397679343,-0.0385040844390672,0.08746969704326457,0.04679708181750308
0.3410380112797796,0.45924764907107646,-0.030609163671963424,0.07362598723597011,-0.055091296839092474
0.21185223484603466,0.2335103314153759,-0.0743975397345723,-0.10669455434394695,0.24574001076481483
-0.5779650148938993,0.7570501040084736,-0.06435792750880753,-0.017042150689355884,-0.12795865331320377
0.20120876038233895,-0.13098712173175986,0.0654784265739968,-0.08334803274757073,-0.02625204353171119
-0.5408908758500988,-0.9924699382023164,-0.013922322459447134,0.08047217176304054,-0.04041008151592418
0.42246876551936474,-0.461652503783336,0.03864707750043324,0.008925341326982656,0.025145565252310178
0.13626868792789726,0.7913150260445655,-0.012235542940574162,-0.08144589251018737,0.0694827111142018
-0.30470232013653553,-0.27733263071523595,-0.07252539265781383,0.08328578917513452,0.09197996158441375
-0.718594796007618,-0.275485424273572,-0.08506448175248439,-0.041425189783639516,-0.25866054889753876
-0.2792914293219507,0.04638219442685086,-0.07250340622235926,0.06367332431739238,0.22387482740552997
-0.4430985538140424,0.816153348626455,0.04197220935408384,0.039205408023603006,-0.218523821883179
0.23644251292559224,-1.2253626892566225,0.0022027277112522947,-0.023563018213911904,0.15536511069147893
-0.5343096651586037,0.7601037497774054,-0.052205334415971534,0.0015985027899170223,0.16228161057489635
0.3891995736896336,-1.027385258336735,-0.0318054919939772,0.07258297160664721,-0.18851075889867133
0.08006851935622493,0.5016610429315649,-0.03167121661875383,0.08377371844931303,-0.07698540580019865
-0.3538148402686058,-1.6528949114183165,0.0038280336176281793,-0.034619617102288856,0.23417167933625233
0.03836861878476494,0.7107337842083222,0.057507282587196076,0.05543414937217153,0.19516259668386196
0.26850072722707324,0.7844809397977195,0.013602912568766116,-0.021127631947550185,0.07403430423482213
0.28166689975536197,-1.1408356613542021,0.06774049964242863,-0.0357470962043589,-0.28326591749827174
0.38377856427261187,0.38630680072940976,-0.05197437125641298,0.013771931962125783,-0.07100939573484882
0.33392655824415896,0.3894191338152546,-0.05547778499018856,-0.028815654044045274,0.015110684783274597
0.37236650036468083,0.3005296624814397,-0.06600141009781187,0.03295507762013067,-0.25241831026196826
0.3689487106994912,0.27238429721324425,0.00649167516030594,0.05715630671512303,-0.012467083911583687
0.43214462412323823,0.6099220685429229,-0.09168772172215606,-0.013880852987457542,0.0071720680658048375
-0.06630483802189088,0.05888642640687144,-0.005726641995360826,-0.09088742813283758,-0.2835119257491918
-0.024264728789582746,0.7306239676222502,-0.03233523611299292,-0.05977858565958059,0.07218319089537269
-0.5998908399305122,-0.15506706595032677,0.028075708316553816,0.05294724506269655,0.20921284140525281
0.35651807925315604,-0.6581661763491743,-0.01763701843387927,-0.027470996890404924,-0.13396868476943077
-0.2380325046807653,-0.7292077418931003,0.06652072009789833,-0.1317643856630937,-0.12103865168668133
0.1063553834317461,0.3231917643176217,0.09199454369792859,0.008653578979848087,0.21261247071243808
-0.1390590013926424,-1.1661081315420165,0.023866382424181598,0.07469850596827887,-0.07977031092592092
-0.341309209914134,0.4515236352375308,0.07648893879810136,-0.046962226216218705,0.1968546320596328
0.36682686901424755,0.036259560961071496,-0.08763427359992529,-0.09954777105926607,-0.03720868897456082
0.04583791866908397,0.376602838187807,-0.06273654804899241,-0.011561780487958834,-0.11759571254161916
-0.6124763272737341,0.2714078292356829,0.05454007030775132,-0.04468878122977527,-0.10284587158636556
-0.2664591442447995,0.6847169427159079,-0.047096591729616735,-0.07392910192312528,-0.2582395486714366
-0.5451496552431645,0.7550397977010757,-0.07088963021093991,-0.004312846747632534,-0.01842574158482786
-0.02641235612723547,-0.7239359601824843,0.05011514159628833,0.02395281548176006,0.20499974599019233
0.1865990524387316,0.405215385780025,0.018955532462894165,0.06664710746853052,0.20300164840450954
0.3123378509911966,0.6864312956254387,0.007217013009113815,-0.06772291298482785,0.03583388593156015
-0.21425267113713564,-1.1495502771864266,0.05678096951661793,-0.05977502020742028,0.08202082140429472
0.40359577143531605,-0.43047898693502257,0.0284416110837215,0.012711642370723919,-0.07472348637338765
-0.40825139683506395,0.5231031675966991,-0.016906822751473115,0.024830643379123322,-0.10986111550445835
-0.16354051652764515,-0.34718145246595,-0.08759237915504468,0.0087871604109373,0.2134639134828452
-0.5492755462839977,0.6548361301358359,0.0032791546067851285,-0.012782103261626489,0.22248153174026664
-0.3632366572469663,0.019310657446581572,-0.0640733300472902,0.07859829969019813,0.26067414878136885
-0.294110607544648,0.5165167020062537,-0.04291745321066174,0.04934234752535668,-0.08642132393733913
-0.4717655522359978,-0.532220893690087,0.062056808662833696,-0.060953601584024256,-0.040857053462889883
0.3883096752865172,0.45778310021981333,-0.06894153801948089,-0.06521344275419105,-0.07758771597062926
0.38343327660400806,-0.6401925166584016,-0.037537822404428406,0.015470450865045282,-0.22095855344659154
0.21221718268597048,0.583730156933172,0.03334780180088237,0.0632135966957281,0.09213176733844174
-0.09454985447072929,0.8004303407768703,0.04755267971620273,-0.03679739211917643,0.11649442827188515
-0.2281079466437517,0.4273448672002229,0.10229280073308897,-0.015215662788483908,0.06441771474544265
-0.4825603710724958,0.1713962104993983,-0.010126323761415867,0.05955634324544592,-0.28711110115159916
-0.3556139564680175,0.014502019564883062,-0.02408055657244438,0.053321555100039,0.06578260674819886
-0.6143669373482887,-0.2663040186976362,0.060475466101032986,0.04857223870747007,-0.15362772649203293
0.20281458063656496,-0.10950420788142767,0.010992329273624313,-0.0927350048177607,0.14699556449015677
-3.227160122087902e-05,0.4108356911266443,0.0712528817305618,0.013021539990624354,0.2800469728757581
-0.09532891694770865,0.5595333565653406,-0.013760825944287014,-0.014505232123807069,-0.0777000835048734
-0.19298113784584076,0.4924131763235869,-0.002339110643794884,0.0426795879147342,-0.027156425988807444
-0.4847014157440821,-0.7520093072406604,-0.009245079200466133,0.05685946676324169,0.1572969549739815
-0.508560671687374,-0.3712871068672035,-0.06274597777120144,0.052978409204500476,0.21310991030356163
-0.18995135038883187,-0.3854444221057843,-0.09591389978938238,-0.046673738927087816,-0.051695226621622
0.145859686147405,0.722168368820601,-0.05356112096844062,0.030588235873709735,-0.21006650812396743
0.18796553384731082,-1.404445409232955,0.06094464013839351,0.06129833974461226,0.13942380144902936
0.2503391459704146,0.7946155119966761,0.013114296596627106,-0.04820119637427325,0.22436575822270896
-0.20394081894763058,0.41072322907371156,0.025877843112683485,0.05036810787899981,0.18845022726504423
0.450512287368786,-1.1892465918043607,-0.08176516980877316,-0.003231324418217829,0.18695610103689725
