k,stage,i,step,flag,x,minimum_selling_price,CO2_emission,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
0,line_search,44,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,44,1,success,"[ 75.       75.      210.      210.        5.27775   1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5594707195666179,-0.005661512214242601,75.0,75.0,210.0,210.0,5.27775,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,44,2,success,"[ 75.      75.     210.     210.       5.5555   1.6      0.6     35.
   1.       1.3     83.     208.     280.       1.2      1.       0.485 ]",0.5595407879386451,-0.00566135641345239,75.0,75.0,210.0,210.0,5.5555,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,44,3,success,"[ 75.       75.      210.      210.        5.83325   1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.559607833520774,-0.005661074521210888,75.0,75.0,210.0,210.0,5.83325,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,44,4,success,"[ 75.     75.    210.    210.      6.111   1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5596192621371378,-0.005661036408579341,75.0,75.0,210.0,210.0,6.111,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,45,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,45,1,success,"[ 75.       75.      210.      210.        5.47225   1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5595067344961964,-0.0056608198255936925,75.0,75.0,210.0,210.0,5.47225,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,45,2,success,"[ 75.      75.     210.     210.       5.9445   1.6      0.6     35.
   1.       1.3     83.     208.     280.       1.2      1.       0.485 ]",0.5595776143863194,-0.005660665780584825,75.0,75.0,210.0,210.0,5.9445,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,45,3,success,"[ 75.       75.      210.      210.        6.41675   1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5596954916786391,-0.0056605451168205935,75.0,75.0,210.0,210.0,6.41675,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,45,4,success,"[ 75.     75.    210.    210.      6.889   1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5598130461972476,-0.005660619873786685,75.0,75.0,210.0,210.0,6.889,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,46,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,46,1,success,"[ 75.       75.      210.      210.        5.66675   1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5595676340913146,-0.005660946140085684,75.0,75.0,210.0,210.0,5.66675,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,46,2,success,"[ 75.      75.     210.     210.       6.3335   1.6      0.6     35.
   1.       1.3     83.     208.     280.       1.2      1.       0.485 ]",0.5596745180938489,-0.005660870483917605,75.0,75.0,210.0,210.0,6.3335,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,46,3,success,"[ 75.       75.      210.      210.        7.00025   1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5598396279289451,-0.005660878579370205,75.0,75.0,210.0,210.0,7.000249999999999,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,46,4,success,"[ 75.     75.    210.    210.      7.667   1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5600005538278519,-0.005660952523070017,75.0,75.0,210.0,210.0,7.667,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,47,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,47,1,success,"[ 75.     75.    210.    210.      5.861   1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5596154838042412,-0.005660742185849715,75.0,75.0,210.0,210.0,5.861000000000001,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,47,2,success,"[ 75.     75.    210.    210.      6.722   1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5597695691097999,-0.005660726656421561,75.0,75.0,210.0,210.0,6.722,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,47,3,success,"[ 75.     75.    210.    210.      7.583   1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5599807040874625,-0.0056608467498301274,75.0,75.0,210.0,210.0,7.583,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,47,4,success,"[ 75.     75.    210.    210.      8.444   1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5601843147667023,-0.0056608231850604875,75.0,75.0,210.0,210.0,8.444,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,48,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,48,1,success,"[ 75.      75.     210.     210.       6.0555   1.6      0.6     35.
   1.       1.3     83.     208.     280.       1.2      1.       0.485 ]",0.5596078676706487,-0.005660758024041781,75.0,75.0,210.0,210.0,6.0555,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,48,2,success,"[ 75.     75.    210.    210.      7.111   1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5598677809303103,-0.005660830698961486,75.0,75.0,210.0,210.0,7.111,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,48,3,success,"[ 75.      75.     210.     210.       8.1665   1.6      0.6     35.
   1.       1.3     83.     208.     280.       1.2      1.       0.485 ]",0.5601135435826262,-0.005660790636835846,75.0,75.0,210.0,210.0,8.1665,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,48,4,success,"[ 75.     75.    210.    210.      9.222   1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5603712742075814,-0.005661221631376103,75.0,75.0,210.0,210.0,9.222,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,49,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,49,1,success,"[ 75.     75.    210.    210.      6.25    1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.559655499957692,-0.005660553612962736,75.0,75.0,210.0,210.0,6.25,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,49,2,success,"[ 75.     75.    210.    210.      7.5     1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5599635981856599,-0.00566062542359559,75.0,75.0,210.0,210.0,7.5,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,49,3,success,"[ 75.     75.    210.    210.      8.75    1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5602565359711629,-0.0056607110326712395,75.0,75.0,210.0,210.0,8.75,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,49,4,success,"[ 75.     75.    210.    210.     10.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5605497353668063,-0.005660707365006729,75.0,75.0,210.0,210.0,10.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,50,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,50,1,success,"[ 75.     75.    210.    210.      5.      1.325   0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5592554482008946,-0.005704298754381726,75.0,75.0,210.0,210.0,5.0,1.3250000000000002,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,50,2,not_converged,"[ 75.     75.    210.    210.      5.      1.05    0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",,,75.0,75.0,210.0,210.0,5.0,1.05,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,51,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,51,1,success,"[ 75.     75.    210.    210.      5.      1.45    0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5592079695270559,-0.005673576502197031,75.0,75.0,210.0,210.0,5.0,1.4500000000000002,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,51,2,success,"[ 75.     75.    210.    210.      5.      1.3     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5593264918964602,-0.005727898874223877,75.0,75.0,210.0,210.0,5.0,1.3,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,51,3,success,"[ 75.     75.    210.    210.      5.      1.15    0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5637986718794717,-0.006784251673200332,75.0,75.0,210.0,210.0,5.0,1.15,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,51,4,not_converged,"[ 75.     75.    210.    210.      5.      1.      0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",,,75.0,75.0,210.0,210.0,5.0,1.0,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,52,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,52,1,success,"[ 75.     75.    210.    210.      5.      1.575   0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5593650075524045,-0.005663014699174136,75.0,75.0,210.0,210.0,5.0,1.5750000000000002,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,52,2,success,"[ 75.     75.    210.    210.      5.      1.55    0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5593290531922707,-0.005663832095643639,75.0,75.0,210.0,210.0,5.0,1.55,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,52,3,success,"[ 75.     75.    210.    210.      5.      1.525   0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5592997405515047,-0.005664951076906517,75.0,75.0,210.0,210.0,5.0,1.525,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,52,4,success,"[ 75.     75.    210.    210.      5.      1.5     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5592614531460808,-0.005665999832643749,75.0,75.0,210.0,210.0,5.0,1.5,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,53,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,53,1,success,"[ 75.     75.    210.    210.      5.      1.7     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.559562790558738,-0.005661049093785237,75.0,75.0,210.0,210.0,5.0,1.7000000000000002,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,53,2,success,"[ 75.     75.    210.    210.      5.      1.8     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5596702917721377,-0.005660817719755984,75.0,75.0,210.0,210.0,5.0,1.8,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,53,3,success,"[ 75.     75.    210.    210.      5.      1.9     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5598522682101758,-0.005660932191808236,75.0,75.0,210.0,210.0,5.0,1.9,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,53,4,success,"[ 75.     75.    210.    210.      5.      2.      0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5600332928117926,-0.005660939253868747,75.0,75.0,210.0,210.0,5.0,2.0,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,54,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,54,1,success,"[ 75.     75.    210.    210.      5.      1.825   0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5597161609323299,-0.005660584029040772,75.0,75.0,210.0,210.0,5.0,1.8250000000000002,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,54,2,success,"[ 75.     75.    210.    210.      5.      2.05    0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5601273061862455,-0.005660627694419329,75.0,75.0,210.0,210.0,5.0,2.05,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,54,3,success,"[ 75.     75.    210.    210.      5.      2.275   0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5605765658097771,-0.005660822847664048,75.0,75.0,210.0,210.0,5.0,2.275,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,54,4,success,"[ 75.     75.    210.    210.      5.      2.5     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5610547061973417,-0.005660701235052693,75.0,75.0,210.0,210.0,5.0,2.5,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,55,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,55,1,success,"[ 75.     75.    210.    210.      5.      1.95    0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5599422264209061,-0.005660400976647062,75.0,75.0,210.0,210.0,5.0,1.9500000000000002,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,55,2,success,"[ 75.     75.    210.    210.      5.      2.3     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5606262945943048,-0.005660531328547927,75.0,75.0,210.0,210.0,5.0,2.3,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,55,3,success,"[ 75.     75.    210.    210.      5.      2.65    0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5613970261936938,-0.0056605882372505155,75.0,75.0,210.0,210.0,5.0,2.65,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,55,4,success,"[ 75.     75.    210.    210.      5.      3.      0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5624264912344866,-0.00566066666790567,75.0,75.0,210.0,210.0,5.0,3.0,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,56,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,56,1,success,"[ 75.     75.    210.    210.      5.      2.075   0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5601755838105179,-0.005660476009937128,75.0,75.0,210.0,210.0,5.0,2.075,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,56,2,success,"[ 75.     75.    210.    210.      5.      2.55    0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.561170041216836,-0.0056606742581829655,75.0,75.0,210.0,210.0,5.0,2.55,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,56,3,success,"[ 75.     75.    210.    210.      5.      3.025   0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5624922748079537,-0.00566068630828976,75.0,75.0,210.0,210.0,5.0,3.025,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,56,4,success,"[ 75.     75.    210.    210.      5.      3.5     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.563820504562919,-0.005660695256896079,75.0,75.0,210.0,210.0,5.0,3.5,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,57,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,57,1,success,"[ 75.     75.    210.    210.      5.      2.2     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5604218465109508,-0.005660686946696994,75.0,75.0,210.0,210.0,5.0,2.2,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,57,2,success,"[ 75.     75.    210.    210.      5.      2.8     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5619171012046815,-0.005660853141756715,75.0,75.0,210.0,210.0,5.0,2.8,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,57,3,success,"[ 75.     75.    210.    210.      5.      3.4     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5635260961572902,-0.005660908990011697,75.0,75.0,210.0,210.0,5.0,3.4,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,57,4,success,"[ 75.     75.    210.    210.      5.      4.      0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5653877463318495,-0.005660995232064509,75.0,75.0,210.0,210.0,5.0,4.0,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,58,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,58,1,success,"[ 75.     75.    210.    210.      5.      2.325   0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5606797138130879,-0.005660490645350004,75.0,75.0,210.0,210.0,5.0,2.325,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,58,2,success,"[ 75.     75.    210.    210.      5.      3.05    0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5625572588435177,-0.0056607120156682645,75.0,75.0,210.0,210.0,5.0,3.05,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,58,3,success,"[ 75.     75.    210.    210.      5.      3.775   0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5646606592123262,-0.005660819619447277,75.0,75.0,210.0,210.0,5.0,3.775,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,58,4,success,"[ 75.     75.    210.    210.      5.      4.5     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5671278223564165,-0.005660814087605067,75.0,75.0,210.0,210.0,5.0,4.5,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,59,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,59,1,success,"[ 75.     75.    210.    210.      5.      2.45    0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5609475205636459,-0.005660476200435425,75.0,75.0,210.0,210.0,5.0,2.45,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,59,2,success,"[ 75.     75.    210.    210.      5.      3.3     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5632411475853247,-0.005660613062068121,75.0,75.0,210.0,210.0,5.0,3.3,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,59,3,success,"[ 75.     75.    210.    210.      5.      4.15    0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.565891440521968,-0.005660618729250935,75.0,75.0,210.0,210.0,5.0,4.15,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,59,4,success,"[ 75.     75.    210.    210.      5.      5.      0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5690413578978447,-0.005660645124413798,75.0,75.0,210.0,210.0,5.0,5.0,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,60,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,60,1,not_converged,"[ 75.     75.    210.    210.      5.      1.6     0.475  35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",,,75.0,75.0,210.0,210.0,5.0,1.6,0.475,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,61,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,61,1,not_converged,"[ 75.       75.      210.      210.        5.        1.6       0.49225
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",,,75.0,75.0,210.0,210.0,5.0,1.6,0.49224999999999997,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,62,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,62,1,success,"[ 75.      75.     210.     210.       5.       1.6      0.5105  35.
   1.       1.3     83.     208.     280.       1.2      1.       0.485 ]",0.5628343562664285,-0.005661290954648717,75.0,75.0,210.0,210.0,5.0,1.6,0.5105,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,62,2,not_converged,"[ 75.     75.    210.    210.      5.      1.6     0.421  35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",,,75.0,75.0,210.0,210.0,5.0,1.6,0.421,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,63,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,63,1,success,"[ 75.     75.    210.    210.      5.      1.6     0.53   35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5604378517686446,-0.005660761151612576,75.0,75.0,210.0,210.0,5.0,1.6,0.53,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,63,2,not_converged,"[ 75.     75.    210.    210.      5.      1.6     0.46   35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",,,75.0,75.0,210.0,210.0,5.0,1.6,0.45999999999999996,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,64,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293,75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
0,line_search,64,1,success,"[ 75.      75.     210.     210.       5.       1.6      0.5505  35.
   1.       1.3     83.     208.     280.       1.2      1.       0.485 ]",0.5598391778443393,-0.005659474815119151,75.0,75.0,210.0,210.0,5.0,1.6,0.5505,35.0,1.0,1.3,83.0,208.0,280.0,1.2,1.0,0.485
