Pd_C103,Pd_C301,HX100,T_E110,L_R100,D_R100,F_S220,T_E120,P_V100,Pd_P150,HX150,HX220,T_E220,Rr_D200,Pc_D200,F_S220,CO2_emission
75,75,159.0025,210,5,1.6,0.6,35,1,2.1105,83,208,254.8855,1.2,0.9785,0.485,0.175742821
75,75,160.76025,210,5,1.6,0.6,35,1,2.51575,83,208,253.44175,1.2,0.98925,0.485,0.169345493
75,75,162.518,210,5,1.6,0.6,35,1,2.921,83,208,251.998,1.2,1,0.485,0.162930601
75,75,210,210,5,1.6,0.6,35,1,1.3,83,172.222,280,1.2,1,0.485,-0.001499353
75,75.83175,210,210.88075,5,1.6,0.6,35,1,1.608,82.4815,171.22375,280,1.2,1,0.485,0.00602801
75,76.6635,210,211.7615,5,1.6,0.6,35,1,1.916,81.963,170.2255,280,1.2,1,0.485,0.009390421
75,77.49525,210,212.64225,5,1.6,0.6,35,1,2.224,81.4445,169.22725,280,1.2,1,0.485,0.012777952
75,78.327,210,213.523,5,1.6,0.6,35,1,2.532,80.926,168.229,280,1.2,1,0.485,0.01620844
75,75,210,210,5,1.6,0.6,35,1,1.3,83,183.333,280,1.2,1,0.485,-0.002788158
75,75.58325,208.06425,210,5.01525,1.6,0.6,35,1,1.73375,80.427,182.7465,279.10725,1.2,0.973,0.485,0.00767712
75,76.1665,206.1285,210,5.0305,1.6,0.6,35,1,2.1675,77.854,182.16,278.2145,1.2,0.946,0.485,0.014723818
75,76.74975,204.19275,210,5.04575,1.6,0.6,35,1,2.60125,75.281,181.5735,277.32175,1.2,0.919,0.485,0.021826542
75,77.333,202.257,210,5.061,1.6,0.6,35,1,3.035,72.708,180.987,276.429,1.2,0.892,0.485,0.028985091
75,75,210,210,5,1.6,0.6,35,1,1.3,83,172.222,280,1.2,1,0.485,-0.001499353
75,75,210,210,5,1.6,0.6,35,1,1.3,83,173.315,280,1.2,1,0.485,-0.001625979
75,75,210,210,5,1.6,0.6,35,1,1.3,83,174.408,280,1.2,1,0.485,-0.001752638
75,75,210,210,5,1.6,0.6,35,1,1.3,83,175.501,280,1.2,1,0.485,-0.001879331
75,75,210,210,5,1.6,0.6,35,1,1.3,83,176.594,280,1.2,1,0.485,-0.002006057
74.965,76.2,210,235.677,5,2.606,0.6,34.863,1,1.31,83.446,213.564,285.507,1.303,1,0.485,0.063063658
74.97375,75.33575,210,236.1165,5,2.59425,0.59325,34.69175,1,1.30825,83.37325,212.843,284.13025,1.4705,1,0.4865,0.067984335
74.9825,74.4715,210,236.556,5,2.5825,0.5865,34.5205,1,1.3065,83.3005,212.122,282.7535,1.638,1,0.488,0.073507672
74.99125,73.60725,210,236.9955,5,2.57075,0.57975,34.34925,1,1.30475,83.22775,211.401,281.37675,1.8055,1,0.4895,0.079657212
75,72.743,210,237.435,5,2.559,0.573,34.178,1,1.303,83.155,210.68,280,1.973,1,0.491,0.086056287
75,90.747,210,210,5,2.654,0.6,40.843,1,1.3,82.117,220.633,280,1.247,1,0.485,-0.004406817
75,91.31125,210,211.47875,5,2.656,0.59675,41.0485,1,1.547,82.07825,219.963,280,1.45725,1,0.4865,0.003195797
75,91.8755,210,212.9575,5,2.658,0.5935,41.254,1,1.794,82.0395,219.293,280,1.6675,1,0.488,0.010351087
75,92.43975,210,214.43625,5,2.66,0.59025,41.4595,1,2.041,82.00075,218.623,280,1.87775,1,0.4895,0.018359434
75,93.004,210,215.915,5,2.662,0.587,41.665,1,2.288,81.962,217.953,280,2.088,1,0.491,0.027228279
75,75,210,244.444,5,1.6,0.6,35,1,1.3,83,208,280,1.2,1,0.485,0.091854327
75,79.3405,210,244.60725,5,1.55425,0.6,35,1,1.3,83,210.96075,280,1.1965,1,0.485,0.092025494
75,83.681,210,244.7705,5,1.5085,0.6,35,1,1.3,83,213.9215,280,1.193,1,0.485,0.092195315
75,88.0215,210,244.93375,5,1.46275,0.6,35,1,1.3,83,216.88225,280,1.1895,1,0.485,0.092364012
75,92.362,210,245.097,5,1.417,0.6,35,1,1.3,83,219.843,280,1.186,1,0.485,0.092533065
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,0.8,0.485,-0.0057008
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,0.80625,0.485,-0.005699537
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,0.8125,0.485,-0.005698285
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,0.81875,0.485,-0.005697034
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,0.825,0.485,-0.005695788
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,0.8,0.485,-0.0057008
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,0.80625,0.485,-0.005699537
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,0.8125,0.485,-0.005698285
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,0.81875,0.485,-0.005697034
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,0.825,0.485,-0.005695788
75,75,210,210,5,1.6,0.6,41.667,1,1.3,83,208,280,1.2,1,0.485,-0.003584535
74.0615,76.347,210,210,5,1.6,0.6,42.4115,1,1.3,83,208,280,1.2,0.98425,0.485,-0.002382339
73.123,77.694,210,210,5,1.6,0.6,43.156,1,1.3,83,208,280,1.2,0.9685,0.485,-0.002104515
72.1845,79.041,210,210,5,1.6,0.6,43.9005,1,1.3,83,208,280,1.2,0.95275,0.485,-0.001818302
71.246,80.388,210,210,5,1.6,0.6,44.645,1,1.3,83,208,280,1.2,0.937,0.485,-0.001316149
75,75,210,245.548,5,2.645,0.6,35,1,1.294,83,219.441,280,1.388,1,0.485,0.09852897
75,75,210,210,5,1.6,0.6,35,1,4,83,208,280,1.2,1,0.485,-0.003846324
75,75,210.953,210,5,1.6,0.6,35,1,4.09475,83,208,267.58025,1.2,1,0.485,-0.006187018
75,75,211.906,210,5,1.6,0.6,35,1,4.1895,83,208,255.1605,1.2,1,0.485,-0.008574976
75,75,212.859,210,5,1.6,0.6,35,1,4.28425,83,208,242.74075,1.2,1,0.485,-0.011011187
75,75,213.812,210,5,1.6,0.6,35,1,4.379,83,208,230.321,1.2,1,0.485,-0.012474084
75,94.444,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,1,0.485,-0.00566225
75,93.81975,210,210,5,1.55975,0.6,35.43975,1,1.3,83,208,280,1.2,1,0.5015,-0.00581238
75,93.1955,210,210,5,1.5195,0.6,35.8795,1,1.3,83,208,280,1.2,1,0.518,-0.006092999
75,92.57125,210,210,5,1.47925,0.6,36.31925,1,1.3,83,208,280,1.2,1,0.5345,-0.006399088
75,91.947,210,210,5,1.439,0.6,36.759,1,1.3,83,208,280,1.2,1,0.551,-0.006732909
75,75,210,210,5,1.6,0.6,35,1,4,83,208,280,1.2,1,0.485,-0.003846324
74.99575,75.01425,210,210.64025,5,1.66,0.60025,35.2695,1,3.90325,83,207.95275,280,1.19725,1,0.4855,-0.001531413
74.9915,75.0285,210,211.2805,5,1.72,0.6005,35.539,1,3.8065,83,207.9055,280,1.1945,1,0.486,0.00081125
74.98725,75.04275,210,211.92075,5,1.78,0.60075,35.8085,1,3.70975,83,207.85825,280,1.19175,1,0.4865,0.003177
74.983,75.057,210,212.561,5,1.84,0.601,36.078,1,3.613,83,207.811,280,1.189,1,0.487,0.005568707
75,75,210,245.548,5,2.645,0.6,35,1,1.294,83,219.441,280,1.388,1,0.485,0.09852897
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,200,1.2,1,0.485,-0.014523459
75,75,207.29025,210,4.984,1.6,0.6,35,1,1.3,82.75625,208,201.73725,1.2,0.98625,0.485,-0.006508928
75,75,204.5805,210,4.968,1.6,0.6,35,1,1.3,82.5125,208,203.4745,1.2,0.9725,0.485,0.001737828
75,75,201.87075,210,4.952,1.6,0.6,35,1,1.3,82.26875,208,205.21175,1.2,0.95875,0.485,0.010244582
75,75,199.161,210,4.936,1.6,0.6,35,1,1.3,82.025,208,206.949,1.2,0.945,0.485,0.019043052
75,75,210,223.064,5,1.6,0.6,35,1,8.105,83,208,280,1.2,1,0.485,0.04426925
75,75.5715,210,229.798,5,1.6,0.59725,35,1,8.2,80.183,208,287.24625,1.2255,0.9145,0.526,0.081805341
75,76.143,210,236.532,5,1.6,0.5945,35,1,8.295,77.366,208,294.4925,1.251,0.829,0.567,0.104224641
75,76.7145,210,243.266,5,1.6,0.59175,35,1,8.39,74.549,208,301.73875,1.2765,0.7435,0.608,0.155731857
75,77.286,210,250,5,1.6,0.589,35,1,8.485,71.732,208,308.985,1.302,0.658,0.649,0.225339968
75,75,210,245.548,5,2.645,0.6,35,1,1.294,83,219.441,280,1.388,1,0.485,0.09852897
83.333,75,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,1,0.485,-0.006135398
75,75,210,210,5,2.945,0.6,35,1,1.3,83,219.439,280,1.708,1,0.485,-0.00733834
75,75,210,209.90225,5,2.94875,0.5975,35,1,1.333,83,218.3155,280,1.686,0.99925,0.485,-0.006992509
75,75,210,209.8045,5,2.9525,0.595,35,1,1.366,83,217.192,280,1.664,0.9985,0.485,-0.006546043
75,75,210,209.70675,5,2.95625,0.5925,35,1,1.399,83,216.0685,280,1.642,0.99775,0.485,-0.006005898
75,75,210,209.609,5,2.96,0.59,35,1,1.432,83,214.945,280,1.62,0.997,0.485,-0.005395538
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,300,1.2,1,0.485,-0.003353383
75,75,210,210.00225,4.999,1.6,0.6,35,1,1.3565,82.19725,208,298.53325,1.2,1,0.485,-0.001442722
75,75,210,210.0045,4.998,1.6,0.6,35,1,1.413,81.3945,208,297.0665,1.2,1,0.485,-0.000639707
75,75,210,210.00675,4.997,1.6,0.6,35,1,1.4695,80.59175,208,295.59975,1.2,1,0.485,-0.000876159
75,75,210,210.009,4.996,1.6,0.6,35,1,1.526,79.789,208,294.133,1.2,1,0.485,-0.001114882
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,233.333,1.2,1,0.485,-0.011286056
75,75,210,210.5305,5,1.6,0.6,35,1,1.3,83,208,233.96825,1.2,1,0.485,-0.009665645
75,75,210,211.061,5,1.6,0.6,35,1,1.3,83,208,234.6035,1.2,1,0.485,-0.008042236
75,75,210,211.5915,5,1.6,0.6,35,1,1.3,83,208,235.23875,1.2,1,0.485,-0.006402357
75,75,210,212.122,5,1.6,0.6,35,1,1.3,83,208,235.874,1.2,1,0.485,-0.004758435
75,75,210,222.222,5,1.6,0.6,35,1,1.3,83,208,280,1.2,1,0.485,0.03100644
74.233,73.832,210,222.4105,5.06375,1.6,0.6,37.15725,1,1.6225,82.913,207.6675,280,1.2,1,0.485,0.043396891
73.466,72.664,210,222.599,5.1275,1.6,0.6,39.3145,1,1.945,82.826,207.335,280,1.2,1,0.485,0.046942342
72.699,71.496,210,222.7875,5.19125,1.6,0.6,41.47175,1,2.2675,82.739,207.0025,280,1.2,1,0.485,0.049393663
71.932,70.328,210,222.976,5.255,1.6,0.6,43.629,1,2.59,82.652,206.67,280,1.2,1,0.485,0.053282006
75,74.608,210,229.81,5,1.6,0.6,35,1,5.261,74.434,213.791,280,1.2,1,0.485,0.072965521
75,74.608,210,229.81,5,1.6,0.6,35,1,5.261,74.434,213.791,280,1.2,1,0.485,0.072965521
75,75,210,233.333,5,1.6,0.6,35,1,1.3,83,208,280,1.2,1,0.485,0.055557852
75.3635,75.432,209.959,232.771,5.0015,1.61075,0.6,35,1,1.29775,82.967,208.0345,279.65975,1.20025,0.9785,0.485,0.068445267
75.727,75.864,209.918,232.209,5.003,1.6215,0.6,35,1,1.2955,82.934,208.069,279.3195,1.2005,0.957,0.485,0.066327064
76.0905,76.296,209.877,231.647,5.0045,1.63225,0.6,35,1,1.29325,82.901,208.1035,278.97925,1.20075,0.9355,0.485,0.064234422
76.454,76.728,209.836,231.085,5.006,1.643,0.6,35,1,1.291,82.868,208.138,278.639,1.201,0.914,0.485,0.062150453
75,75.936,209.009,210,5.347,1.6,0.6,35,1,2.177,73.228,201.497,284.53,1.2,1,0.485,0.001875656
75.997,76.01325,209.0115,209.9655,5.2685,1.6,0.6,35,1,2.2695,73.5805,199.65375,283.384,1.2,0.9845,0.485,0.001864424
76.994,76.0905,209.014,209.931,5.19,1.6,0.6,35,1,2.362,73.933,197.8105,282.238,1.2,0.969,0.485,0.00184444
77.991,76.16775,209.0165,209.8965,5.1115,1.6,0.6,35,1,2.4545,74.2855,195.96725,281.092,1.2,0.9535,0.485,0.001824683
78.988,76.245,209.019,209.862,5.033,1.6,0.6,35,1,2.547,74.638,194.124,279.946,1.2,0.938,0.485,0.001803345
75,75,210,210,5,1.6,0.6,35,1,6,83,208,280,1.2,1,0.485,-0.003846367
74.7485,75,210,209.939,5,1.6,0.6,35,1.057,6.01525,83,208,280,1.2,1,0.485,-0.003820221
74.497,75,210,209.878,5,1.6,0.6,35,1.114,6.0305,83,208,280,1.2,1,0.485,-0.003787351
74.2455,75,210,209.817,5,1.6,0.6,35,1.171,6.04575,83,208,280,1.2,1,0.485,-0.003753748
73.994,75,210,209.756,5,1.6,0.6,35,1.228,6.061,83,208,280,1.2,1,0.485,-0.003711373
82.867,77.103,210,209.823,5,1.6,0.6,35,1,4.298,73.706,210.588,280,1.2,1,0.485,-0.004199632
86.6225,76.57725,210,209.8575,5,1.6,0.6,35,1,4.433,76.0295,209.941,280,1.2,1,0.485,-0.004167514
90.378,76.0515,210,209.892,5,1.6,0.6,35,1,4.568,78.353,209.294,280,1.2,1,0.485,-0.004088285
94.1335,75.52575,210,209.9265,5,1.6,0.6,35,1,4.703,80.6765,208.647,280,1.2,1,0.485,-0.004009253
97.889,75,210,209.961,5,1.6,0.6,35,1,4.838,83,208,280,1.2,1,0.485,-0.003933327
75,75,210,210,5,1.6,0.6,35,1,1.3,83,227.778,280,1.2,1,0.485,-0.007980192
75,77.935,210,210,5,1.6,0.6,35,1,6.493,72.36,174.02,280,1.2,1,0.485,0.002833866
72.4665,77.27625,208.1645,209.96225,5.0225,1.67475,0.6,35,1,6.87525,74.47375,172.366,283.35375,1.2,1,0.485,0.010701408
69.933,76.6175,206.329,209.9245,5.045,1.7495,0.6,35,1,7.2575,76.5875,170.712,286.7075,1.2,1,0.485,0.018707974
67.3995,75.95875,204.4935,209.88675,5.0675,1.82425,0.6,35,1,7.63975,78.70125,169.058,290.06125,1.2,1,0.485,0.026888878
64.866,75.3,202.658,209.849,5.09,1.899,0.6,35,1,8.022,80.815,167.404,293.415,1.2,1,0.485,0.03557466
75,75,210,210,5,1.6,0.6,35,1,1.3,83,216.667,280,1.2,1,0.485,-0.006676485
75,75,210,210,5,1.6,0.6,35,1,1.3,83,215.7965,280,1.2215,1,0.485,-0.006543378
75,75,210,210,5,1.6,0.6,35,1,1.3,83,214.926,280,1.243,1,0.485,-0.006407317
75,75,210,210,5,1.6,0.6,35,1,1.3,83,214.0555,280,1.2645,1,0.485,-0.006268273
75,75,210,210,5,1.6,0.6,35,1,1.3,83,213.185,280,1.286,1,0.485,-0.00612624
75,75,210,210,5,1.6,0.6,35,1,2,83,208,280,1.2,1,0.485,-0.00384628
75,75,210,210.00025,4.94975,1.6,0.6,35,1,1.931,81.879,208,280.20175,1.2,1,0.485,-0.003787058
75,75,210,210.0005,4.8995,1.6,0.6,35,1,1.862,80.758,208,280.4035,1.2,1,0.485,-0.003727073
75,75,210,210.00075,4.84925,1.6,0.6,35,1,1.793,79.637,208,280.60525,1.2,1,0.485,-0.003667169
75,75,210,210.001,4.799,1.6,0.6,35,1,1.724,78.516,208,280.807,1.2,1,0.485,-0.003606645
75,72.743,210,237.435,5,2.559,0.573,34.178,1,1.303,83.155,210.68,280,1.973,1,0.491,0.083676888
75,75,210,250,5,1.6,0.505,35,1,4,83,208,280,3,1,0.425,0.184076531
75,75,210,247.26875,4.98,1.6,0.51,35,1,3.943,83,208,280,2.87975,1,0.4255,0.165333824
75,75,210,244.5375,4.96,1.6,0.515,35,1,3.886,83,208,280,2.7595,1,0.426,0.147055451
75,75,210,241.80625,4.94,1.6,0.52,35,1,3.829,83,208,280,2.63925,1,0.4265,0.129856968
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,200,1.2,1,0.485,-0.014523459
72.846,75.05,210.02975,209.872,4.999,1.63775,0.6,35,1,1.29325,82.984,205.55675,200,1.2,1,0.485,-0.014160634
70.692,75.1,210.0595,209.744,4.998,1.6755,0.6,35,1,1.2865,82.968,203.1135,200,1.2,1,0.485,-0.013776865
68.538,75.15,210.08925,209.616,4.997,1.71325,0.6,35,1,1.27975,82.952,200.67025,200,1.2,1,0.485,-0.01339402
66.384,75.2,210.119,209.488,4.996,1.751,0.6,35,1,1.273,82.936,198.227,200,1.2,1,0.485,-0.011891647
75,75,210,227.778,5,1.6,0.6,35,1,1.3,83,208,280,1.2,1,0.485,0.049756302
75,75,210,227.2475,5,1.6,0.6,35,1,1.3,83,208,281.0315,1.2,1,0.485,0.047969581
75,75,210,226.717,5,1.6,0.6,35,1,1.3,83,208,282.063,1.2,1,0.485,0.046198827
75,75,210,226.1865,5,1.6,0.6,35,1,1.3,83,208,283.0945,1.2,1,0.485,0.044447085
75,75,210,225.656,5,1.6,0.6,35,1,1.3,83,208,284.126,1.2,1,0.485,0.04270382
75,75,210,210,5,1.6,0.6,35,1,1.3,83,172.222,280,1.2,1,0.485,-0.001499353
75,75,210,210,5,1.6,0.6,35,1,1.3,83.222,172.53325,280,1.2,1,0.485,-0.001754451
75,75,210,210,5,1.6,0.6,35,1,1.3,83.444,172.8445,280,1.2,1,0.485,-0.001927392
96.883,75,210,209.717,5,1.6,0.6,35,1,9.599,83,208,280,1.2,1,0.485,-0.00437791
94.70575,75,210,211.7665,5,1.6,0.6,35,1,9.69925,83,208,280,1.2,1,0.485,0.001868382
92.5285,75,210,213.816,5,1.6,0.6,35,1,9.7995,83,208,280,1.2,1,0.485,0.009299617
90.35125,75,210,215.8655,5,1.6,0.6,35,1,9.89975,83,208,280,1.2,1,0.485,0.016909689
88.174,75,210,217.915,5,1.6,0.6,35,1,10,83,208,280,1.2,1,0.485,0.024695352
75,75,210,210,5,1.6,0.6,35,1,5,83,208,280,1.2,1,0.485,-0.003846346
75,75,196.04575,210,5,1.6,0.6,35,1,5.04275,83,208,280,1.2,1,0.485,0.046126601
75,75,182.0915,210,5,1.6,0.6,35,1,5.0855,83,208,280,1.2,1,0.485,0.095987486
75,75,168.13725,210,5,1.6,0.6,35,1,5.12825,83,208,280,1.2,1,0.485,0.145735998
75,75,154.183,210,5,1.6,0.6,35,1,5.171,83,208,280,1.2,1,0.485,0.19537211
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,0.4,0.485,-0.005790441
75,74.899,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,0.40625,0.485,-0.005784464
75,74.798,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,0.4125,0.485,-0.005774956
75,74.697,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,0.41875,0.485,-0.005763769
75,74.596,210,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,0.425,0.485,-0.005751618
75,74.608,210,229.81,5,1.6,0.6,35,1,5.261,74.434,213.791,280,1.2,1,0.485,0.072965521
75,72.743,210,237.435,5,2.559,0.573,34.178,1,1.303,83.155,210.68,280,1.973,1,0.491,0.083676888
74.9995,73.3075,210,233.9185,5,2.61225,0.58075,34.99525,1,1.46425,83.11625,210.021,280,1.98125,1,0.499,0.09494599
74.999,73.872,210,230.402,5,2.6655,0.5885,35.8125,1,1.6255,83.0775,209.362,280,1.9895,1,0.507,0.101436843
74.9985,74.4365,210,226.8855,5,2.71875,0.59625,36.62975,1,1.78675,83.03875,208.703,280,1.99775,1,0.515,0.084569773
74.998,75.001,210,223.369,5,2.772,0.604,37.447,1,1.948,83,208.044,280,2.006,1,0.523,0.066659111
75,75,210,209.968,5,2.74,0.597,35,1,1.366,83,207.998,280,1.624,1,0.484,-0.003710097
75,75,210,209.45725,5,2.79575,0.59275,35,1,1.48075,83,208.98675,280,1.628,0.99525,0.4855,-0.002705342
75,75,210,208.9465,5,2.8515,0.5885,35,1,1.5955,83,209.9755,280,1.632,0.9905,0.487,-0.004029475
75,75,210,208.43575,5,2.90725,0.58425,35,1,1.71025,83,210.96425,280,1.636,0.98575,0.4885,-0.004232699
75,75,210,207.925,5,2.963,0.58,35,1,1.825,83,211.953,280,1.64,0.981,0.49,-0.004486437
75,75,210,210,5,1.6,0.6,35,1,4,83,208,280,1.2,1,0.485,-0.003846324
75.47825,75.345,209.29725,210.00125,5.0025,1.6,0.6,35,1,4.05525,80.59375,207.5315,279.94625,1.2,0.96675,0.485,-0.001201487
75.9565,75.69,208.5945,210.0025,5.005,1.6,0.6,35,1,4.1105,78.1875,207.063,279.8925,1.2,0.9335,0.485,0.001460332
76.43475,76.035,207.89175,210.00375,5.0075,1.6,0.6,35,1,4.16575,75.78125,206.5945,279.83875,1.2,0.90025,0.485,0.004138864
76.913,76.38,207.189,210.005,5.01,1.6,0.6,35,1,4.221,73.375,206.126,279.785,1.2,0.867,0.485,0.00683374
75.086,75.018,209.404,214.13,4.817,2.386,0.6,35,1,2.97,82.892,208.117,271.728,1.2,1,0.485,0.010573626
75.0695,75.4295,206.82175,215.03325,4.917,2.44675,0.6,36.42325,1,3.2325,80.42525,206.362,265.02925,1.20725,1,0.485,0.023512087
75.053,75.841,204.2395,215.9365,5.017,2.5075,0.6,37.8465,1,3.495,77.9585,204.607,258.3305,1.2145,1,0.485,0.037804779
75.0365,76.2525,201.65725,216.83975,5.117,2.56825,0.6,39.26975,1,3.7575,75.49175,202.852,251.63175,1.22175,1,0.485,0.051716694
75.02,76.664,199.075,217.743,5.217,2.629,0.6,40.693,1,4.02,73.025,201.097,244.933,1.229,1,0.485,0.066175672
75,74.608,210,229.81,5,1.6,0.6,35,1,5.261,74.434,213.791,280,1.2,1,0.485,0.072965521
75,75,210,210,5,1.6,0.6,35,1,6,83,208,280,1.2,1,0.485,-0.003846367
73.576,75.02175,209.7735,210.6975,4.99875,1.6,0.6,35,1,5.98725,82.9275,212.718,273.2605,1.2,1,0.485,-0.002482625
72.152,75.0435,209.547,211.395,4.9975,1.6,0.6,35,1,5.9745,82.855,217.436,266.521,1.2,1,0.485,-0.001016313
70.728,75.06525,209.3205,212.0925,4.99625,1.6,0.6,35,1,5.96175,82.7825,222.154,259.7815,1.2,1,0.485,0.000557999
69.304,75.087,209.094,212.79,4.995,1.6,0.6,35,1,5.949,82.71,226.872,253.042,1.2,1,0.485,0.002233778
75,77.333,202.257,210,5.061,1.6,0.6,35,1,3.035,72.708,180.987,276.429,1.2,0.892,0.485,0.028075937
75.05225,77.03225,203.2725,209.98975,5.053,1.59875,0.6,35,1,2.94875,73.77825,180.64825,279.19225,1.2,0.90325,0.485,0.024825468
75.1045,76.7315,204.288,209.9795,5.045,1.5975,0.6,35,1,2.8625,74.8485,180.3095,281.9555,1.2,0.9145,0.485,0.021570837
75.15675,76.43075,205.3035,209.96925,5.037,1.59625,0.6,35,1,2.77625,75.91875,179.97075,284.71875,1.2,0.92575,0.485,0.018332469
75.209,76.13,206.319,209.959,5.029,1.595,0.6,35,1,2.69,76.989,179.632,287.482,1.2,0.937,0.485,0.015110499
78.857,75,210,209.875,7.516,1.6,0.6,35,1,6.633,83,208,280,1.2,1,0.485,-0.004378038
77.89275,68.75,210,209.90625,8.137,1.6,0.66925,35,1,7.47475,83,211.7085,280,1.2,1,0.485,-0.003752541
78.857,75,210,209.875,7.516,1.6,0.6,35,1,6.633,83,208,280,1.2,1,0.485,-0.004378038
77.89275,68.75,210,209.90625,8.137,1.6,0.66925,35,1,7.47475,83,211.7085,280,1.2,1,0.485,-0.003752541
75,75,210,210,5,1.6,0.6,35,1,9,83,208,280,1.2,1,0.485,-0.003846433
75,75.12525,210,210,5,1.754,0.6,35.21475,1,8.93425,82.97675,207.813,280,1.202,1,0.485,-0.003757042
75,75.2505,210,210,5,1.908,0.6,35.4295,1,8.8685,82.9535,207.626,280,1.204,1,0.485,-0.003645211
75,75.37575,210,210,5,2.062,0.6,35.64425,1,8.80275,82.93025,207.439,280,1.206,1,0.485,-0.00354232
75,75.501,210,210,5,2.216,0.6,35.859,1,8.737,82.907,207.252,280,1.208,1,0.485,-0.003430253
75,87.27,210,210,5,1.6,0.6,35,1,1.3,62.281,208,280,1.2,1,0.485,-0.003451643
75,86.762,210,210,5,1.5485,0.6,34.97375,1,1.5105,63.37125,209.61775,280,1.2075,1,0.485,-0.00367742
75,86.254,210,210,5,1.497,0.6,34.9475,1,1.721,64.4615,211.2355,280,1.215,1,0.485,-0.004013666
75,85.746,210,210,5,1.4455,0.6,34.92125,1,1.9315,65.55175,212.85325,280,1.2225,1,0.485,-0.004353296
75,85.238,210,210,5,1.394,0.6,34.895,1,2.142,66.642,214.471,280,1.23,1,0.485,-0.004707371
75,89.15,210,210,5,1.6,0.6,42.745,1,1.3,82.202,208,280,1.2,1,0.485,-0.001972104
75,89.22425,210,210,5,1.57775,0.6,42.2925,1,1.61575,82.21475,209.76625,280,1.204,1,0.485,-0.000287612
75,89.2985,210,210,5,1.5555,0.6,41.84,1,1.9315,82.2275,211.5325,280,1.208,1,0.485,-0.000732008
75,89.37275,210,210,5,1.53325,0.6,41.3875,1,2.24725,82.24025,213.29875,280,1.212,1,0.485,-0.001173182
75,89.447,210,210,5,1.511,0.6,40.935,1,2.563,82.253,215.065,280,1.216,1,0.485,-0.001628723
71.932,70.328,210,222.976,5.255,1.6,0.6,43.629,1,2.59,82.652,206.67,280,1.2,1,0.485,0.051514383
72.699,71.496,210,223.0995,5.19125,1.60075,0.6,46.33875,1,2.92375,82.739,207.0025,280,1.2,1,0.485,0.054277788
73.466,72.664,210,223.223,5.1275,1.6015,0.6,49.0485,1,3.2575,82.826,207.335,280,1.2,1,0.485,0.05598654
74.233,73.832,210,223.3465,5.06375,1.60225,0.6,51.75825,1,3.59125,82.913,207.6675,280,1.2,1,0.485,0.058602717
75,75,210,223.47,5,1.603,0.6,54.468,1,3.925,83,208,280,1.2,1,0.485,0.060309985
78.857,75,210,209.875,7.516,1.6,0.6,35,1,6.633,83,208,280,1.2,1,0.485,-0.004378038
77.89275,68.75,210,209.90625,8.137,1.6,0.66925,35,1,7.47475,83,211.7085,280,1.2,1,0.485,-0.003752541
88.174,75,210,217.915,5,1.6,0.6,35,1,10,83,208,280,1.2,1,0.485,0.02462055
89.2145,72.924,210,222.26975,5,1.6,0.6,35.72075,1,9.58775,83,208,280,1.2,1,0.485,0.043010759
90.255,70.848,210,226.6245,5,1.6,0.6,36.4415,1,9.1755,83,208,280,1.2,1,0.485,0.063146019
91.2955,68.772,210,230.97925,5,1.6,0.6,37.16225,1,8.76325,83,208,280,1.2,1,0.485,0.085148377
92.336,66.696,210,235.334,5,1.6,0.6,37.883,1,8.351,83,208,280,1.2,1,0.485,0.087585496
75,75,210,227.778,5,1.6,0.6,35,1,1.3,83,208,280,1.2,1,0.485,0.049756302
75,78.327,210,213.523,5,1.6,0.6,35,1,2.532,80.926,168.229,280,1.2,1,0.485,0.016171748
75,78.8055,210,212.64225,5,1.648,0.6,35,1,2.428,80.18325,170.54775,280,1.2,0.9995,0.485,0.012612072
75,79.284,210,211.7615,5,1.696,0.6,35,1,2.324,79.4405,172.8665,280,1.2,0.999,0.485,0.009051665
75,79.7625,210,210.88075,5,1.744,0.6,35,1,2.22,78.69775,175.18525,280,1.2,0.9985,0.485,0.005509427
75,80.241,210,210,5,1.792,0.6,35,1,2.116,77.955,177.504,280,1.2,0.998,0.485,0.001988415
