Pd_C103,Pd_C301,HX100,T_E110,L_R100,D_R100,F_S220,T_E120,P_V100,Pd_P150,HX150,HX220,T_E220,Rr_D200,Pc_D200,F_S220,CO2_emission
76.134,74.998,190.272,209.97,5,1.6,0.6,35,1,2.501,83.058,207.825,278.415,1.2,0.819,0.485,0.065359357
75,75,210,244.444,5,1.6,0.6,35,1,1.3,83,208,280,1.2,1,0.485,0.091854327
75,76.73575,210,243.43975,5,1.58525,0.6,35,1,1.3,81.51075,207.89625,279.07475,1.19875,1,0.485,0.099253887
75,78.4715,210,242.4355,5,1.5705,0.6,35,1,1.3,80.0215,207.7925,278.1495,1.1975,1,0.485,0.106432658
75,80.20725,210,241.43125,5,1.55575,0.6,35,1,1.3,78.53225,207.68875,277.22425,1.19625,1,0.485,0.102423228
75,81.943,210,240.427,5,1.541,0.6,35,1,1.3,77.043,207.585,276.299,1.195,1,0.485,0.098445495
74.118,75.379,207.163,218.353,5.031,1.585,0.6,35,1,6.556,78.267,191.477,286.133,1.976,1,0.486,0.054079935
74.2265,75.313,207.793,217.11825,5.02325,1.59375,0.58225,35,1,7.00175,79.41,190.18875,284.59975,2.17775,1,0.47125,0.047502159
74.335,75.247,208.423,215.8835,5.0155,1.6025,0.5645,35,1,7.4475,80.553,188.9005,283.0665,2.3795,1,0.4565,0.040081818
74.4435,75.181,209.053,214.64875,5.00775,1.61125,0.54675,35,1,7.89325,81.696,187.61225,281.53325,2.58125,1,0.44175,0.033026635
74.552,75.115,209.683,213.414,5,1.62,0.529,35,1,8.339,82.839,186.324,280,2.783,1,0.427,0.026100051
70.211,75,210,210,5,1.6,0.6,59.958,1,1.3,83,208,280,1.2,1,0.485,0.004347134
69.8205,74.9935,210.001,209.93,4.99975,1.60125,0.6,62.301,1,1.30025,82.99075,208.023,281.73675,1.2,1,0.485,0.005071786
69.43,74.987,210.002,209.86,4.9995,1.6025,0.6,64.644,1,1.3005,82.9815,208.046,283.4735,1.2,1,0.485,0.005967692
69.0395,74.9805,210.003,209.79,4.99925,1.60375,0.6,66.987,1,1.30075,82.97225,208.069,285.21025,1.2,1,0.485,0.007014257
68.649,74.974,210.004,209.72,4.999,1.605,0.6,69.33,1,1.301,82.963,208.092,286.947,1.2,1,0.485,0.00769413
75,75.371,210,214.345,5,1.6,0.599,35,1,5.96,78.586,181.839,280,1.196,1,0.486,0.01587564
76.12925,75.368,209.30725,215.6635,4.99125,1.598,0.59925,35,1,5.80475,77.6235,183.96625,279.15725,1.2115,1,0.486,0.023146345
77.2585,75.365,208.6145,216.982,4.9825,1.596,0.5995,35,1,5.6495,76.661,186.0935,278.3145,1.227,1,0.486,0.030625571
78.38775,75.362,207.92175,218.3005,4.97375,1.594,0.59975,35,1,5.49425,75.6985,188.22075,277.47175,1.2425,1,0.486,0.03829753
79.517,75.359,207.229,219.619,4.965,1.592,0.6,35,1,5.339,74.736,190.348,276.629,1.258,1,0.486,0.046211701
75,75,151.667,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,1,0.485,0.163760724
78.05475,74.53375,151.894,210.27525,5.1365,1.6,0.6,35.1885,1,1.28225,83,208.002,280,1.2,1,0.485,0.162505109
75,75,177.173,210,5,1.6,0.6,35,1,1.3,83,208,226.865,1.2,0.968,0.485,0.085497772
75,75.12975,174.2775,210,5.0015,1.6,0.6,35,1,1.374,83.01075,214.08225,223.99025,1.2115,0.97375,0.485,0.103943111
75,75.2595,171.382,210,5.003,1.6,0.6,35,1,1.448,83.0215,220.1645,221.1155,1.223,0.9795,0.485,0.125448517
75,75.38925,168.4865,210,5.0045,1.6,0.6,35,1,1.522,83.03225,226.24675,218.24075,1.2345,0.98525,0.485,0.136611801
75,75.519,165.591,210,5.006,1.6,0.6,35,1,1.596,83.043,232.329,215.366,1.246,0.991,0.485,0.148118767
75,75,210,210,5,1.6,0.6,35,1,8,83,208,280,1.2,1,0.485,-0.003846411
75,75,210,210,5,1.6,0.6,40.1735,1,8.00275,83,208,280,1.2,1,0.485,-0.000695749
75,75,210,210,5,1.6,0.6,45.347,1,8.0055,83,208,280,1.2,1,0.485,0.00071565
75,75,210,210,5,1.6,0.6,50.5205,1,8.00825,83,208,280,1.2,1,0.485,0.003195882
75,75,210,210,5,1.6,0.6,55.694,1,8.011,83,208,280,1.2,1,0.485,0.00561198
75,75,205.117,210,5.305,1.6,0.6,35,1,7.876,80.45,208,219.835,1.2,1,0.485,0.001849823
75,75,204.33275,210,5.22875,1.325,0.6,35,1,8.407,72.8375,208,214.87625,1.2,0.92525,0.485,0.00378692
75,75,205.117,210,5.305,1.6,0.6,35,1,7.876,80.45,208,219.835,1.2,1,0.485,0.001849823
75,75,204.33275,210,5.22875,1.325,0.6,35,1,8.407,72.8375,208,214.87625,1.2,0.92525,0.485,0.00378692
74.965,76.2,210,235.677,5,2.606,0.6,34.863,1,1.31,83.446,213.564,285.507,1.303,1,0.485,0.063063658
74.97375,75.9,210,234.921,5,2.58075,0.5995,34.89725,1,1.321,83.3345,212.173,284.13025,1.2825,1,0.485,0.061732605
74.9825,75.6,210,234.165,5,2.5555,0.599,34.9315,1,1.332,83.223,210.782,282.7535,1.262,1,0.485,0.060485702
74.99125,75.3,210,233.409,5,2.53025,0.5985,34.96575,1,1.343,83.1115,209.391,281.37675,1.2415,1,0.485,0.059307674
75,75,210,232.653,5,2.505,0.598,35,1,1.354,83,208,280,1.221,1,0.485,0.073972975
75,75,198.333,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,1,0.485,0.028351015
75,76.005,196.53625,209.94575,5.04,1.6905,0.6,35,1,1.3,81.458,208,281.35975,1.2,0.991,0.485,0.038824063
75,77.01,194.7395,209.8915,5.08,1.781,0.6,35,1,1.3,79.916,208,282.7195,1.2,0.982,0.485,0.051163938
75,78.015,192.94275,209.83725,5.12,1.8715,0.6,35,1,1.3,78.374,208,284.07925,1.2,0.973,0.485,0.057802381
75,79.02,191.146,209.783,5.16,1.962,0.6,35,1,1.3,76.832,208,285.439,1.2,0.964,0.485,0.064461885
73.761,76.582,209.11,209.689,5.004,1.6,0.6,35,1,7.897,83.626,179.726,280,1.2,1,0.485,0.003753694
74.56975,76.13375,206.64025,212.559,5.12475,1.6,0.6,34.99175,1,8.3375,83.4695,176.94325,280,1.2,1,0.485,0.023635768
75.3785,75.6855,204.1705,215.429,5.2455,1.6,0.6,34.9835,1,8.778,83.313,174.1605,280,1.2,1,0.485,0.043593387
76.18725,75.23725,201.70075,218.299,5.36625,1.6,0.6,34.97525,1,9.2185,83.1565,171.37775,280,1.2,1,0.485,0.064815776
76.996,74.789,199.231,221.169,5.487,1.6,0.6,34.967,1,9.659,83,168.595,280,1.2,1,0.485,0.086766172
75,75,210,250,5,1.6,0.6,35,1,1.3,83,208,280,1.2,1,0.485,0.112265835
75,76.9575,210,250,5,1.59775,0.5995,35,1,1.33575,83,209.1845,280,1.232,1,0.484,0.118970404
75,78.915,210,250,5,1.5955,0.599,35,1,1.3715,83,210.369,280,1.264,1,0.483,0.127205331
75,80.8725,210,250,5,1.59325,0.5985,35,1,1.40725,83,211.5535,280,1.296,1,0.482,0.137530603
75,82.83,210,250,5,1.591,0.598,35,1,1.443,83,212.738,280,1.328,1,0.481,0.142116075
75,75,210,246.414,5,1.83,0.6,35,1,1.332,83,208,280,1.22,0.684,0.485,0.103157465
74.7635,75.37025,209.9285,247.3105,5.0015,1.7725,0.6,36.50025,1,1.5375,82.64675,208.405,279.178,1.215,0.66675,0.485,0.127206038
74.527,75.7405,209.857,248.207,5.003,1.715,0.6,38.0005,1,1.743,82.2935,208.81,278.356,1.21,0.6495,0.485,0.132652969
74.2905,76.11075,209.7855,249.1035,5.0045,1.6575,0.6,39.50075,1,1.9485,81.94025,209.215,277.534,1.205,0.63225,0.485,0.13824431
74.054,76.481,209.714,250,5.006,1.6,0.6,41.001,1,2.154,81.587,209.62,276.712,1.2,0.615,0.485,0.143973318
75,75,210,216.123,5,1.6,0.588,33.065,1,2.664,83,208,280,1.383,1,0.482,0.016967677
75.00525,75.13125,209.9765,215.8915,5.08825,1.6,0.59,33.54875,1,2.829,82.139,208.02775,281.81425,1.37675,0.99175,0.48225,0.017881478
75.0105,75.2625,209.953,215.66,5.1765,1.6,0.592,34.0325,1,2.994,81.278,208.0555,283.6285,1.3705,0.9835,0.4825,0.01754976
75.01575,75.39375,209.9295,215.4285,5.26475,1.6,0.594,34.51625,1,3.159,80.417,208.08325,285.44275,1.36425,0.97525,0.48275,0.017267878
75.021,75.525,209.906,215.197,5.353,1.6,0.596,35,1,3.324,79.556,208.111,287.257,1.358,0.967,0.483,0.016975913
75,75,205.117,210,5.305,1.6,0.6,35,1,7.876,80.45,208,219.835,1.2,1,0.485,0.001849823
75,75,204.33275,210,5.22875,1.325,0.6,35,1,8.407,72.8375,208,214.87625,1.2,0.92525,0.485,0.00378692
75,75,162.518,210,5,1.6,0.6,35,1,2.921,83,208,251.998,1.2,1,0.485,0.162930494
75,75.20225,161.00525,210,5.00025,1.6,0.6,35,1,2.886,82.67425,206.7605,257.255,1.209,0.9805,0.485,0.169571898
75,75.4045,159.4925,210,5.0005,1.6,0.6,35,1,2.851,82.3485,205.521,262.512,1.218,0.961,0.485,0.176207025
75,75.60675,157.97975,210,5.00075,1.6,0.6,35,1,2.816,82.02275,204.2815,267.769,1.227,0.9415,0.485,0.182835723
75,75.809,156.467,210,5.001,1.6,0.6,35,1,2.781,81.697,203.042,273.026,1.236,0.922,0.485,0.189457837
100,75,210,208.823,5,1.6,0.6,35,1,8.717,83,208,280,1.2,1,0.485,-0.003805271
98.09475,75.07975,208.50125,210.09925,4.99575,1.6,0.6,35,1,8.58575,81.24425,202.9085,276.119,1.2,1,0.485,0.001913606
96.1895,75.1595,207.0025,211.3755,4.9915,1.6,0.6,35,1,8.4545,79.4885,197.817,272.238,1.2,1,0.485,0.012279968
94.28425,75.23925,205.50375,212.65175,4.98725,1.6,0.6,35,1,8.32325,77.73275,192.7255,268.357,1.2,1,0.485,0.022904619
92.379,75.319,204.005,213.928,4.983,1.6,0.6,35,1,8.192,75.977,187.634,264.476,1.2,1,0.485,0.033803555
75,75,210,210,5,1.6,0.6,35,1,8,83,208,280,1.2,1,0.485,-0.003846411
74.49325,75.537,207.88725,210.48425,5.047,1.6,0.6,35,1,7.9405,82.3015,205.4095,276.5695,1.2,1,0.485,0.005425694
73.9865,76.074,205.7745,210.9685,5.094,1.6,0.6,35,1,7.881,81.603,202.819,273.139,1.2,1,0.485,0.014870875
73.47975,76.611,203.66175,211.45275,5.141,1.6,0.6,35,1,7.8215,80.9045,200.2285,269.7085,1.2,1,0.485,0.024501998
72.973,77.148,201.549,211.937,5.188,1.6,0.6,35,1,7.762,80.206,197.638,266.278,1.2,1,0.485,0.034307588
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,216.667,1.2,1,0.485,-0.013129412
75,75.5345,210.763,209.9825,5.0015,1.876,0.6,35,1,1.3,80.7535,208,216.01175,1.2,0.994,0.485,-0.01552072
75,76.069,211.526,209.965,5.003,2.152,0.6,35,1,1.3,78.507,208,215.3565,1.2,0.988,0.485,-0.016333943
75,76.6035,212.289,209.9475,5.0045,2.428,0.6,35,1,1.3,76.2605,208,214.70125,1.2,0.982,0.485,-0.016562365
75,77.138,213.052,209.93,5.006,2.704,0.6,35,1,1.3,74.014,208,214.046,1.2,0.976,0.485,-0.016793498
74.987,76.165,210,245.974,5,2.629,0.601,35.614,1,3.023,82.951,207.339,280,1.057,1,0.484,0.115874494
74.99025,75.8895,210,245.451,5,2.6455,0.5995,35.4605,1,3.09625,82.334,207.03325,280,1.10225,0.99875,0.48325,0.115137362
74.9935,75.614,210,244.928,5,2.662,0.598,35.307,1,3.1695,81.717,206.7275,280,1.1475,0.9975,0.4825,0.11441408
74.99675,75.3385,210,244.405,5,2.6785,0.5965,35.1535,1,3.24275,81.1,206.42175,280,1.19275,0.99625,0.48175,0.113625117
75,75.063,210,243.882,5,2.695,0.595,35,1,3.316,80.483,206.116,280,1.238,0.995,0.481,0.112876312
75,74.514,210.38,211.065,4.992,2.439,0.588,34.967,1,2.945,80.359,199.303,276.309,2.101,1,0.486,0.001973166
74.84075,74.79375,209.5805,210.31025,5.0045,2.2275,0.591,34.97525,1,3.0515,79.0325,197.074,277.48575,2.05525,1,0.48575,0.00308211
74.6815,75.0735,208.781,209.5555,5.017,2.016,0.594,34.9835,1,3.158,77.706,194.845,278.6625,2.0095,1,0.4855,0.00417166
74.52225,75.35325,207.9815,208.80075,5.0295,1.8045,0.597,34.99175,1,3.2645,76.3795,192.616,279.83925,1.96375,1,0.48525,0.005235466
74.363,75.633,207.182,208.046,5.042,1.593,0.6,35,1,3.371,75.053,190.387,281.016,1.918,1,0.485,0.006246206
75,75,210,246.414,5,1.83,0.6,35,1,1.332,83,208,280,1.22,0.684,0.485,0.103157465
75,74.99925,210,246.74225,5,1.792,0.59825,35,1,1.3315,81.40675,208,281.62925,1.452,0.6785,0.48425,0.129442358
75,74.9985,210,247.0705,5,1.754,0.5965,35,1,1.331,79.8135,208,283.2585,1.684,0.673,0.4835,0.143414925
75,74.99775,210,247.39875,5,1.716,0.59475,35,1,1.3305,78.22025,208,284.88775,1.916,0.6675,0.48275,0.154586716
75,74.997,210,247.727,5,1.678,0.593,35,1,1.33,76.627,208,286.517,2.148,0.662,0.482,0.165995538
75,81.603,210,210,5,1.6,0.6,35,1,1.3,83,208,260.482,1.2,1,0.485,-0.007973124
75,81.6105,210,210,5,1.6,0.6,35,1,1.3,83,208,256.77525,1.2,1,0.485,-0.008372621
75,81.618,210,210,5,1.6,0.6,35,1,1.3,83,208,253.0685,1.2,1,0.485,-0.008820128
75,81.6255,210,210,5,1.6,0.6,35,1,1.3,83,208,249.36175,1.2,1,0.485,-0.009269791
75,81.633,210,210,5,1.6,0.6,35,1,1.3,83,208,245.655,1.2,1,0.485,-0.009721629
75,75,210,244.444,5,1.6,0.6,35,1,1.3,83,208,280,1.2,1,0.485,0.091854327
75,75.21275,210,244.4575,5,1.57925,0.59875,35,1,1.29575,83,208.29575,280,1.2005,1,0.484,0.091250995
75,75.4255,210,244.471,5,1.5585,0.5975,35,1,1.2915,83,208.5915,280,1.201,1,0.483,0.090724809
75,75.63825,210,244.4845,5,1.53775,0.59625,35,1,1.28725,83,208.88725,280,1.2015,1,0.482,0.090738468
75,75.851,210,244.498,5,1.517,0.595,35,1,1.283,83,209.183,280,1.202,1,0.481,0.090754621
75,75,205.117,210,5.305,1.6,0.6,35,1,7.876,80.45,208,219.835,1.2,1,0.485,0.001849823
75,75,204.33275,210,5.22875,1.325,0.6,35,1,8.407,72.8375,208,214.87625,1.2,0.92525,0.485,0.00378692
75,74.54,210.453,236.37,4.999,1.72,0.585,34.211,1,3.826,79.225,209.117,280.165,1.072,1,0.49,0.077323243
74.9755,74.4135,210.3365,236.95775,4.99925,1.6915,0.588,34.746,1,3.51275,80.08225,207.90675,280.1155,1.0825,1,0.48825,0.080776242
74.951,74.287,210.22,237.5455,4.9995,1.663,0.591,35.281,1,3.1995,80.9395,206.6965,280.066,1.093,1,0.4865,0.083901212
74.9265,74.1605,210.1035,238.13325,4.99975,1.6345,0.594,35.816,1,2.88625,81.79675,205.48625,280.0165,1.1035,1,0.48475,0.087065502
75,75.381,210,210,5,3.091,0.6,35,1,3.076,76.85,199.068,280,1.2,1,0.485,-0.002366922
75,75.92025,202.50825,210,5,3.153,0.6,35,1,3.3305,78.3875,201.301,280,1.2,0.98775,0.485,0.024267701
75,76.4595,195.0165,210,5,3.215,0.6,35,1,3.585,79.925,203.534,280,1.2,0.9755,0.485,0.050685886
75,76.99875,187.52475,210,5,3.277,0.6,35,1,3.8395,81.4625,205.767,280,1.2,0.96325,0.485,0.076892443
75,77.538,180.033,210,5,3.339,0.6,35,1,4.094,83,208,280,1.2,0.951,0.485,0.102888889
74.697,72.487,210,220.941,4.39,1.6,0.6,41.365,1,3.26,82.927,207.242,280,1.2,1,0.485,0.041030667
74.773,73.786,210,221.7785,4.15225,1.61675,0.6,41.59375,1,3.192,82.9425,207.33975,280,1.19925,0.9935,0.485,0.044151519
74.849,75.085,210,222.616,3.9145,1.6335,0.6,41.8225,1,3.124,82.958,207.4375,280,1.1985,0.987,0.485,0.047710887
74.925,76.384,210,223.4535,3.67675,1.65025,0.6,42.05125,1,3.056,82.9735,207.53525,280,1.19775,0.9805,0.485,0.05128742
75.001,77.683,210,224.291,3.439,1.667,0.6,42.28,1,2.988,82.989,207.633,280,1.197,0.974,0.485,0.054898226
75,75,210,245.548,5,2.645,0.6,35,1,1.294,83,219.441,280,1.388,1,0.485,0.09852897
75,75,207.811,246.661,5,2.592,0.599,35,1,1.28525,83,216.58075,276.12825,1.40125,1,0.48225,0.108378888
75,75,205.622,247.774,5,2.539,0.598,35,1,1.2765,83,213.7205,272.2565,1.4145,1,0.4795,0.11826719
75,75,203.433,248.887,5,2.486,0.597,35,1,1.26775,83,210.86025,268.38475,1.42775,1,0.47675,0.128166194
75,75,201.244,250,5,2.433,0.596,35,1,1.259,83,208,264.513,1.441,1,0.474,0.138087754
75,75,210,210,5,1.6,0.6,35,1,6,83,208,280,1.2,1,0.485,-0.003846367
75.1425,75.663,210,209.99525,4.9915,1.6,0.6,35,1,6.119,83,208,280,1.2,1,0.485,-0.003840023
75.285,76.326,210,209.9905,4.983,1.6,0.6,35,1,6.238,83,208,280,1.2,1,0.485,-0.003833673
75.4275,76.989,210,209.98575,4.9745,1.6,0.6,35,1,6.357,83,208,280,1.2,1,0.485,-0.003827374
75.57,77.652,210,209.981,4.966,1.6,0.6,35,1,6.476,83,208,280,1.2,1,0.485,-0.003821042
75,75,210,210,5,1.6,0.6,35,1,5,83,208,280,1.2,1,0.485,-0.003846346
75.42425,75.033,210.13425,211.5415,4.99975,1.611,0.59975,35,1,4.98,82.75325,208.887,279.36475,1.202,1,0.485,0.000854394
75.8485,75.066,210.2685,213.083,4.9995,1.622,0.5995,35,1,4.96,82.5065,209.774,278.7295,1.204,1,0.485,0.005652812
76.27275,75.099,210.40275,214.6245,4.99925,1.633,0.59925,35,1,4.94,82.25975,210.661,278.09425,1.206,1,0.485,0.010558666
76.697,75.132,210.537,216.166,4.999,1.644,0.599,35,1,4.92,82.013,211.548,277.459,1.208,1,0.485,0.013896017
75,70.487,210,221.982,5,1.6,0.6,35,1,1.708,83,208,280,0.998,0.593,0.576,0.042449277
74.768,69.8485,209.99575,224.6645,5.00025,1.6,0.6,36.232,1,1.99975,82.93075,206.66025,280.416,0.884,0.59975,0.6075,0.062456829
74.536,69.21,209.9915,227.347,5.0005,1.6,0.6,37.464,1,2.2915,82.8615,205.3205,280.832,0.77,0.6065,0.639,0.082081645
75,75,175,210,5,1.6,0.6,35,1,1.3,83,208,280,1.2,1,0.485,0.096183568
75,74.47375,176.55425,209.613,5.19275,1.6,0.6,35,1,1.36325,83.12425,206.745,280.027,1.2,1,0.485,0.099111898
75,73.9475,178.1085,209.226,5.3855,1.6,0.6,35,1,1.4265,83.2485,205.49,280.054,1.2,1,0.485,0.104648658
75,73.42125,179.66275,208.839,5.57825,1.6,0.6,35,1,1.48975,83.37275,204.235,280.081,1.2,1,0.485,0.101790595
75,72.895,181.217,208.452,5.771,1.6,0.6,35,1,1.553,83.497,202.98,280.108,1.2,1,0.485,0.095281509
75,75,210,210,5,1.6,0.6,35,1,1.3,83,183.333,280,1.2,1,0.485,-0.002788158
75,74.8405,207.85825,209.67425,5.0255,1.6,0.6,35,1,1.34625,79.9795,183.97075,280.0065,1.2,1,0.485,0.00725294
75,74.681,205.7165,209.3485,5.051,1.6,0.6,35,1,1.3925,76.959,184.6085,280.013,1.2,1,0.485,0.013895567
75,74.5215,203.57475,209.02275,5.0765,1.6,0.6,35,1,1.43875,73.9385,185.24625,280.0195,1.2,1,0.485,0.020597622
75,74.362,201.433,208.697,5.102,1.6,0.6,35,1,1.485,70.918,185.884,280.026,1.2,1,0.485,0.02735008
75,75,210,210,5.806,1.6,0.6,35,1,1.3,75.533,208,280,1.2,1,0.485,-0.004447026
75,75.362,210,209.97025,5.8035,1.63375,0.6005,34.95925,1,1.29975,75.994,207.9845,279.78775,1.1645,0.98725,0.4855,-0.00460902
75,75.724,210,209.9405,5.801,1.6675,0.601,34.9185,1,1.2995,76.455,207.969,279.5755,1.129,0.9745,0.486,-0.004771453
75,76.086,210,209.91075,5.7985,1.70125,0.6015,34.87775,1,1.29925,76.916,207.9535,279.36325,1.0935,0.96175,0.4865,-0.00492381
75,76.448,210,209.881,5.796,1.735,0.602,34.837,1,1.299,77.377,207.938,279.151,1.058,0.949,0.487,-0.005072992
75.172,77.362,210,207.534,5,3.649,0.6,47.796,1,7.285,82.956,207.913,280,1.192,1,0.484,0.002342339
80.165,76.75475,210,205.6505,5,3.98675,0.6,44.562,1,7.7145,81.58125,209.3915,280.6695,0.919,1,0.48425,0.00046506
75,75.823,197.024,210,5.134,1.6,0.6,35,1,3.694,72.789,182.938,265.119,1.2,1,0.485,0.044912135
75,75.5825,200.268,210.97525,5.1005,1.6,0.59975,35.3125,1,3.808,74.7655,183.32575,268.83925,1.19975,1,0.485,0.037159325
75,75.342,203.512,211.9505,5.067,1.6,0.5995,35.625,1,3.922,76.742,183.7135,272.5595,1.1995,1,0.485,0.030464158
75,75.1015,206.756,212.92575,5.0335,1.6,0.59925,35.9375,1,4.036,78.7185,184.10125,276.27975,1.19925,1,0.485,0.022654033
75,74.861,210,213.901,5,1.6,0.599,36.25,1,4.15,80.695,184.489,280,1.199,1,0.485,0.014883301
75,79.948,210,210.406,5,1.6,0.6,35,1,1.3,74.198,208,272.486,1.2,1,0.485,-0.003695637
75,79.93075,210,210.3045,5,1.58575,0.6,35,1,1.3,72.11075,208,275.1085,1.2,0.9835,0.485,-0.003477024
75,79.9135,210,210.203,5,1.5715,0.6,35,1,1.3,70.0235,208,277.731,1.2,0.967,0.485,-0.003300823
75,79.89625,210,210.1015,5,1.55725,0.6,35,1,1.3,67.93625,208,280.3535,1.2,0.9505,0.485,-0.003121582
75,79.879,210,210,5,1.543,0.6,35,1,1.3,65.849,208,282.976,1.2,0.934,0.485,-0.002937732
75,75,210,210,5,1.6,0.6,35,1,5,83,208,280,1.2,1,0.485,-0.003846346
74.335,75.00875,208.2,210.44825,5.021,1.6,0.6,35,1,5.08025,83.066,207.2895,280.8395,1.19975,0.9975,0.48425,0.004602716
73.67,75.0175,206.4,210.8965,5.042,1.6,0.6,35,1,5.1605,83.132,206.579,281.679,1.1995,0.995,0.4835,0.013124065
73.005,75.02625,204.6,211.34475,5.063,1.6,0.6,35,1,5.24075,83.198,205.8685,282.5185,1.19925,0.9925,0.48275,0.021732201
72.34,75.035,202.8,211.793,5.084,1.6,0.6,35,1,5.321,83.264,205.158,283.358,1.199,0.99,0.482,0.030401334
75.731,75.146,209.02,209.642,5.075,1.6,0.6,35,1,3.945,82.861,207.893,273.733,1.2,0.677,0.485,-0.003538809
75.392,75.055,208.71075,211.4245,5.01775,1.6,0.6,35,1,3.901,81.73325,208.554,269.74875,1.2,0.6745,0.485,0.003031297
75.053,74.964,208.4015,213.207,4.9605,1.6,0.6,35,1,3.857,80.6055,209.215,265.7645,1.2,0.672,0.485,0.009816116
74.714,74.873,208.09225,214.9895,4.90325,1.6,0.6,35,1,3.813,79.47775,209.876,261.78025,1.2,0.6695,0.485,0.016875366
74.375,74.782,207.783,216.772,4.846,1.6,0.6,35,1,3.769,78.35,210.537,257.796,1.2,0.667,0.485,0.02421204
75,75,210,210,5,1.6,0.6,35,1,1.3,83,208,233.333,1.2,1,0.485,-0.011286056
74.90325,75.0085,205.74375,209.97675,5.012,1.687,0.59975,35,1,1.2985,82.99775,208.042,234.721,1.20175,0.994,0.485,0.00140241
74.8065,75.017,201.4875,209.9535,5.024,1.774,0.5995,35,1,1.297,82.9955,208.084,236.109,1.2035,0.988,0.485,0.014053344
74.70975,75.0255,197.23125,209.93025,5.036,1.861,0.59925,35,1,1.2955,82.99325,208.126,237.497,1.20525,0.982,0.485,0.026661446
75.172,77.362,210,207.534,5,3.649,0.6,47.796,1,7.285,82.956,207.913,280,1.192,1,0.484,0.002342339
80.165,76.75475,210,205.6505,5,3.98675,0.6,44.562,1,7.7145,81.58125,209.3915,280.6695,0.919,1,0.48425,0.00046506
75.172,77.362,210,207.534,5,3.649,0.6,47.796,1,7.285,82.956,207.913,280,1.192,1,0.484,0.002342339
80.165,76.75475,210,205.6505,5,3.98675,0.6,44.562,1,7.7145,81.58125,209.3915,280.6695,0.919,1,0.48425,0.00046506
70.817,74.995,183.542,210.2,4.851,1.599,0.6,35,1,5.052,82.363,206.679,293.485,1.177,1,0.485,0.096516119
71.40775,75,186.00775,210.49325,4.8915,1.6025,0.59975,35,1,4.8815,82.541,204.65675,293.486,1.176,0.99675,0.4845,0.088972241
71.9985,75.005,188.4735,210.7865,4.932,1.606,0.5995,35,1,4.711,82.719,202.6345,293.487,1.175,0.9935,0.484,0.081391775
72.58925,75.01,190.93925,211.07975,4.9725,1.6095,0.59925,35,1,4.5405,82.897,200.61225,293.488,1.174,0.99025,0.4835,0.07383753
73.18,75.015,193.405,211.373,5.013,1.613,0.599,35,1,4.37,83.075,198.59,293.489,1.173,0.987,0.483,0.066278635
75,75,210,210,5,1.6,0.6,35,1,6,83,208,280,1.2,1,0.485,-0.003846367
74.55175,75.015,209.94975,210.634,4.77275,1.59925,0.6,36.833,1,6.07,82.98625,207.92175,280.813,1.22075,0.9965,0.485,-0.000569646
74.1035,75.03,209.8995,211.268,4.5455,1.5985,0.6,38.666,1,6.14,82.9725,207.8435,281.626,1.2415,0.993,0.485,0.002815917
73.65525,75.045,209.84925,211.902,4.31825,1.59775,0.6,40.499,1,6.21,82.95875,207.76525,282.439,1.26225,0.9895,0.485,0.00734728
73.207,75.06,209.799,212.536,4.091,1.597,0.6,42.332,1,6.28,82.945,207.687,283.252,1.283,0.986,0.485,0.010883177
75,79.875,210,210,5,3.066,0.6,35,1,1.3,83,208,280,1.2,0.94,0.485,-0.005687173
75,79.881,210,210,5,3.08025,0.6,35,1,1.3,81.23975,208,290.5825,1.2,0.955,0.485,-0.002952611
75,79.887,210,210,5,3.0945,0.6,35,1,1.3,79.4795,208,301.165,1.2,0.97,0.485,0.000158537
75,79.893,210,210,5,3.10875,0.6,35,1,1.3,77.71925,208,311.7475,1.2,0.985,0.485,0.002156811
75,79.899,210,210,5,3.123,0.6,35,1,1.3,75.959,208,322.33,1.2,1,0.485,0.004151791
75,75.276,192.408,210,4.958,1.6,0.6,35,1,4.634,80.81,168.206,280,1.2,1,0.485,0.065715466
73.7915,75.4815,194.979,209.975,4.9855,1.5875,0.6,35,1,4.79425,79.64375,168.74075,279.18525,1.2,0.9685,0.485,0.057682251
72.583,75.687,197.55,209.95,5.013,1.575,0.6,35,1,4.9545,78.4775,169.2755,278.3705,1.2,0.937,0.485,0.048659197
71.3745,75.8925,200.121,209.925,5.0405,1.5625,0.6,35,1,5.11475,77.31125,169.81025,277.55575,1.2,0.9055,0.485,0.039462246
70.166,76.098,202.692,209.9,5.068,1.55,0.6,35,1,5.275,76.145,170.345,276.741,1.2,0.874,0.485,0.030082919
75,75,210,222.957,4.599,1.6,0.6,35,1,6.077,83,208,280,1.2,1,0.485,0.043356265
74.4055,75.0055,209.98425,221.999,4.65475,1.6075,0.6,34.87275,1,5.94925,82.98725,207.8565,279.9065,1.22275,1,0.485,0.040053915
73.811,75.011,209.9685,221.041,4.7105,1.615,0.6,34.7455,1,5.8215,82.9745,207.713,279.813,1.2455,1,0.485,0.037434136
73.2165,75.0165,209.95275,220.083,4.76625,1.6225,0.6,34.61825,1,5.69375,82.96175,207.5695,279.7195,1.26825,1,0.485,0.034115432
