Feature,Total_Effect (ST),First_Order (S1)
Current density (A/cm2),4.211515403468312e-06,8.600717110119935e-05
Voltage (V),0.21063183568220398,0.20152485909938572
Faradaic efficiency,0.33173346304460993,0.32232302672504703
CO conversion,0.41280456008324906,0.39021004845744317
Crossover rate,1.0427078639186504e-05,0.00037466375316656895
Capture energy (MJ/kgCO2),0.07835109910144855,0.055652432696849906
Electricity price (USD/kWh),4.27312250346552e-06,-7.831348269026134e-05
Membrane cost (USD/m2),1.9985397575055278e-05,0.0003828196695866095
