Feature,Total_Effect (ST),First_Order (S1)
Pd_C103,0.001630345139919199,0.001609196685100529
Pd_C301,0.00026221763343475124,0.00027007310611732534
HX100,0.055968431807683655,0.05600983577710445
T_E110,0.9268758850191413,0.9270782034115393
L_R100,1.1898264650087203e-05,-9.218940709210574e-07
D_R100,7.044867700884673e-06,-2.7595755386924526e-05
F_S220,0.0007918699562874269,0.0008162613393800601
T_E120,4.141319024991134e-06,-2.6350616530364884e-05
P_V100,6.510355184947125e-07,5.8145324558102265e-06
Pd_P150,0.0016355654082632776,0.0016601165491883494
HX150,0.005343067730063877,0.005342460453862662
HX220,0.0031002218427294537,0.0031045606352912754
T_E220,0.001719434799554694,0.001707938821102736
Rr_D200,0.0009967374021420995,0.0010171314021775269
Pc_D200,0.0016816378292009093,0.001595030895023584
F_S220.1,2.2708355363668265e-07,-2.577642409156866e-06
